,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score,generation_reasoning
73,iter2_h3_q0,2,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Fashion Industry,,Q_given_P,"Given the increase in social media influencers promoting sustainable fashion, will the sales of sustainable clothing increase by more than 20% by 2030?","This question resolves as YES if, given that the number of social media influencers promoting sustainable fashion increases, the sales of sustainable clothing increase by more than 20% by December 31, 2030, as reported by the Global Fashion Agenda or the Sustainable Apparel Coalition.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
108,iter3_h4_q0,3,"The model underestimates the impact of economic factors on the adoption of renewable energy sources in the energy industry, specifically in the context of solar energy",Energy and Economics,,P,Will the global economy experience a recession by 2028?,"This question resolves as YES if the global economy experiences a recession by December 31, 2028, as reported by the International Monetary Fund or the World Bank.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
107,iter3_h3_q1,3,"The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion, specifically in the context of fast fashion",Fashion and Social Media,,P_and_Q,Will H&M's sales of sustainable clothing increase by more than 30% in 2027 and the company's overall revenue exceed $25 billion by 2029?,"This question resolves as YES if both conditions are met: H&M's sales of sustainable clothing increase by more than 30% in 2027, and the company's overall revenue exceeds $25 billion by December 31, 2029, as reported by H&M's official website or reputable financial sources like Bloomberg.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
106,iter3_h3_q1,3,"The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion, specifically in the context of fast fashion",Fashion and Social Media,,Q_given_P,"Given the increase in H&M's sustainable clothing sales, will the company's overall revenue exceed $25 billion by 2029?","This question resolves as YES if, given that H&M's sales of sustainable clothing increase, the company's overall revenue exceeds $25 billion by December 31, 2029, as reported by H&M's official website or reputable financial sources like Bloomberg.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
1,iter1_h0_q0,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,Q_given_P,"Given an increase in Patagonia's sales of environmentally-friendly clothing, will the company's overall revenue exceed $900 million by 2028?","This question resolves as YES if, given that Patagonia's sales of environmentally-friendly clothing increase, the company's overall revenue exceeds $900 million by December 31, 2028, as reported by Patagonia's official website or reputable financial sources like Forbes.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
104,iter3_h3_q0,3,"The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion, specifically in the context of fast fashion",Fashion and Social Media,,P_and_Q,Will the number of social media influencers promoting sustainable fashion increase by more than 50% by 2028 and the sales of fast fashion decrease by more than 10% by 2030?,"This question resolves as YES if both conditions are met: the number of social media influencers promoting sustainable fashion increases by more than 50% by December 31, 2028, and the sales of fast fashion decrease by more than 10% by December 31, 2030, as reported by the Global Fashion Agenda or the Sustainable Apparel Coalition.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
103,iter3_h3_q0,3,"The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion, specifically in the context of fast fashion",Fashion and Social Media,,Q_given_P,"Given the increase in social media influencers promoting sustainable fashion, will the sales of fast fashion decrease by more than 10% by 2030?","This question resolves as YES if, given that the number of social media influencers promoting sustainable fashion increases, the sales of fast fashion decrease by more than 10% by December 31, 2030, as reported by the Global Fashion Agenda or the Sustainable Apparel Coalition.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
102,iter3_h3_q0,3,"The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion, specifically in the context of fast fashion",Fashion and Social Media,,P,Will the number of social media influencers promoting sustainable fashion increase by more than 50% by 2028?,"This question resolves as YES if the number of social media influencers promoting sustainable fashion increases by more than 50% by December 31, 2028, as reported by the Influencer Marketing Hub or the Fashion Institute of Technology.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
101,iter3_h2_q1,3,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of oil production",Geopolitics and Energy,,P_and_Q,Will the US impose sanctions on Iranian oil exports by 2027 and the global price of oil increase by more than 15% by 2029?,"This question resolves as YES if both conditions are met: the US imposes sanctions on Iranian oil exports by December 31, 2027, and the global price of oil increases by more than 15% by December 31, 2029, as reported by the International Energy Agency or the US Energy Information Administration.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
100,iter3_h2_q1,3,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of oil production",Geopolitics and Energy,,Q_given_P,"Given the imposition of sanctions, will the global price of oil increase by more than 15% by 2029?","This question resolves as YES if, given that the US imposes sanctions on Iranian oil exports, the global price of oil increases by more than 15% by December 31, 2029, as reported by the International Energy Agency or the US Energy Information Administration.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
99,iter3_h2_q1,3,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of oil production",Geopolitics and Energy,,P,Will the US impose sanctions on Iranian oil exports by 2027?,"This question resolves as YES if the US imposes sanctions on Iranian oil exports by December 31, 2027, as reported by the US Department of State or the US Treasury Department.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
98,iter3_h2_q0,3,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of oil production",Geopolitics and Energy,,P_and_Q,Will OPEC increase its oil production by more than 10% by 2028 and the global demand for oil decrease by more than 5% by 2030?,"This question resolves as YES if both conditions are met: OPEC increases its oil production by more than 10% by December 31, 2028, and the global demand for oil decreases by more than 5% by December 31, 2030, as reported by the International Energy Agency or the US Energy Information Administration.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
97,iter3_h2_q0,3,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of oil production",Geopolitics and Energy,,Q_given_P,"Given the increase in OPEC's oil production, will the global demand for oil decrease by more than 5% by 2030?","This question resolves as YES if, given that OPEC increases its oil production, the global demand for oil decreases by more than 5% by December 31, 2030, as reported by the International Energy Agency or the US Energy Information Administration.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
74,iter2_h3_q0,2,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Fashion Industry,,P_and_Q,Will the number of social media influencers promoting sustainable fashion increase by more than 50% by 2028 and the sales of sustainable clothing increase by more than 20% by 2030?,"This question resolves as YES if both conditions are met: the number of social media influencers promoting sustainable fashion increases by more than 50% by December 31, 2028, and the sales of sustainable clothing increase by more than 20% by December 31, 2030, as reported by the Global Fashion Agenda or the Sustainable Apparel Coalition.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
105,iter3_h3_q1,3,"The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion, specifically in the context of fast fashion",Fashion and Social Media,,P,Will H&M's sales of sustainable clothing increase by more than 30% in 2027?,"This question resolves as YES if H&M's sales of sustainable clothing increase by more than 30% in 2027, as reported by H&M's official website or reputable fashion industry sources like Fashionista.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
72,iter2_h3_q0,2,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Fashion Industry,,P,Will the number of social media influencers promoting sustainable fashion increase by more than 50% by 2028?,"This question resolves as YES if the number of social media influencers promoting sustainable fashion increases by more than 50% by December 31, 2028, as reported by the Influencer Marketing Hub or the Fashion Institute of Technology.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
6,iter1_h0_q2,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P,Will Everlane's sales of environmentally-friendly clothing increase by more than 20% in 2025?,"This question resolves as YES if Everlane's sales of environmentally-friendly clothing increase by more than 20% in 2025, as reported by Everlane's official website or reputable fashion industry sources like Vogue Business.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
12,iter1_h1_q1,1,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of renewable energy investments",Global Energy Markets,Underestimation of geopolitics impact,P,Will China increase its investment in renewable energy by more than 90% in 2026?,"This question resolves as YES if China increases its investment in renewable energy by more than 90% in 2026, as reported by China's official website or reputable sources like the National Bureau of Statistics of China or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
11,iter1_h1_q0,1,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of renewable energy investments",Global Energy Markets,Underestimation of geopolitics impact,P_and_Q,Will the United States increase its investment in renewable energy by more than 100% in 2028 and the global demand for fossil fuels decrease by more than 20% by 2032?,"This question resolves as YES if both conditions are met: the United States increases its investment in renewable energy by more than 100% in 2028, and the global demand for fossil fuels decreases by more than 20% by December 31, 2032, as reported by the U.S. Department of Energy, reputable sources like the IEA, and reputable sources like the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
10,iter1_h1_q0,1,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of renewable energy investments",Global Energy Markets,Underestimation of geopolitics impact,Q_given_P,"Given an increase in the United States' investment in renewable energy, will the global demand for fossil fuels decrease by more than 20% by 2032?","This question resolves as YES if, given that the United States increases its investment in renewable energy, the global demand for fossil fuels decreases by more than 20% by December 31, 2032, as reported by reputable sources like the IEA or the Energy Information Administration (EIA).",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
9,iter1_h1_q0,1,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of renewable energy investments",Global Energy Markets,Underestimation of geopolitics impact,P,Will the United States increase its investment in renewable energy by more than 100% in 2028?,"This question resolves as YES if the United States increases its investment in renewable energy by more than 100% in 2028, as reported by the U.S. Department of Energy or reputable sources like the International Energy Agency (IEA).",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
8,iter1_h0_q2,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P_and_Q,Will Everlane's sales of environmentally-friendly clothing increase by more than 20% in 2025 and the company reduce its carbon footprint by more than 15% by 2029?,"This question resolves as YES if both conditions are met: Everlane's sales of environmentally-friendly clothing increase by more than 20% in 2025, and the company reduces its carbon footprint by more than 15% by December 31, 2029, as reported by Everlane's official website, reputable fashion industry sources like Vogue Business, and reputable sustainability sources like the Carbon Disclosure Project.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
7,iter1_h0_q2,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,Q_given_P,"Given an increase in Everlane's sales of environmentally-friendly clothing, will the company reduce its carbon footprint by more than 15% by 2029?","This question resolves as YES if, given that Everlane's sales of environmentally-friendly clothing increase, the company reduces its carbon footprint by more than 15% by December 31, 2029, as reported by Everlane's official website or reputable sustainability sources like the Carbon Disclosure Project.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
5,iter1_h0_q1,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P_and_Q,Will Reformation's sales of sustainable clothing increase by more than 30% in 2027 and the company expand its store count to more than 50 locations by 2030?,"This question resolves as YES if both conditions are met: Reformation's sales of sustainable clothing increase by more than 30% in 2027, and the company expands its store count to more than 50 locations by December 31, 2030, as reported by Reformation's official website, reputable fashion industry sources like Fashion United, and reputable retail industry sources like the National Retail Federation.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
14,iter1_h1_q1,1,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of renewable energy investments",Global Energy Markets,Underestimation of geopolitics impact,P_and_Q,Will China increase its investment in renewable energy by more than 90% in 2026 and the global demand for coal decrease by more than 25% by 2030?,"This question resolves as YES if both conditions are met: China increases its investment in renewable energy by more than 90% in 2026, and the global demand for coal decreases by more than 25% by December 31, 2030, as reported by China's official website, reputable sources like the National Bureau of Statistics of China or the IEA, and reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
4,iter1_h0_q1,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,Q_given_P,"Given an increase in Reformation's sales of sustainable clothing, will the company expand its store count to more than 50 locations by 2030?","This question resolves as YES if, given that Reformation's sales of sustainable clothing increase, the company expands its store count to more than 50 locations by December 31, 2030, as reported by Reformation's official website or reputable retail industry sources like the National Retail Federation.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
3,iter1_h0_q1,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P,Will Reformation's sales of sustainable clothing increase by more than 30% in 2027?,"This question resolves as YES if Reformation's sales of sustainable clothing increase by more than 30% in 2027, as reported by Reformation's official website or reputable fashion industry sources like Fashion United.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
2,iter1_h0_q0,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P_and_Q,Will Patagonia's sales of environmentally-friendly clothing increase by more than 25% in 2026 and the company's overall revenue exceed $900 million by 2028?,"This question resolves as YES if both conditions are met: Patagonia's sales of environmentally-friendly clothing increase by more than 25% in 2026, and the company's overall revenue exceeds $900 million by December 31, 2028, as reported by Patagonia's official website, reputable outdoor industry sources like the Outdoor Industry Association, and reputable financial sources like Forbes.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
32,iter1_h3_q1,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P_and_Q,Will Zara's sales of sustainable clothing increase by more than 40% in 2027 and the company expand its store count to more than 200 locations by 2030?,"This question resolves as YES if both conditions are met: Zara's sales of sustainable clothing increase by more than 40% in 2027, and the company expands its store count to more than 200 locations by December 31, 2030, as reported by Zara's official website, reputable fashion industry sources like The Fashion Spot, and reputable retail industry sources like the National Retail Federation.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
33,iter1_h3_q2,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P,Will Gucci's sales of environmentally-friendly clothing increase by more than 30% in 2025?,"This question resolves as YES if Gucci's sales of environmentally-friendly clothing increase by more than 30% in 2025, as reported by Gucci's official website or reputable fashion industry sources like Vogue Business.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
34,iter1_h3_q2,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,Q_given_P,"Given an increase in Gucci's sales of environmentally-friendly clothing, will the company reduce its carbon footprint by more than 20% by 2028?","This question resolves as YES if, given that Gucci's sales of environmentally-friendly clothing increase, the company reduces its carbon footprint by more than 20% by December 31, 2028, as reported by Gucci's official website or reputable sustainability sources like the Carbon Disclosure Project.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
13,iter1_h1_q1,1,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of renewable energy investments",Global Energy Markets,Underestimation of geopolitics impact,Q_given_P,"Given an increase in China's investment in renewable energy, will the global demand for coal decrease by more than 25% by 2030?","This question resolves as YES if, given that China increases its investment in renewable energy, the global demand for coal decreases by more than 25% by December 31, 2030, as reported by reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
15,iter1_h1_q2,1,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of renewable energy investments",Global Energy Markets,Underestimation of geopolitics impact,P,Will the European Union increase its investment in renewable energy by more than 80% in 2027?,"This question resolves as YES if the European Union increases its investment in renewable energy by more than 80% in 2027, as reported by the European Commission or reputable sources like the European Renewable Energy Council.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
36,iter1_h4_q0,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P,Will Saudi Arabia increase its investment in renewable energy by more than 50% in 2028?,"This question resolves as YES if Saudi Arabia increases its investment in renewable energy by more than 50% in 2028, as reported by Saudi Arabia's official website or reputable sources like the Saudi Ministry of Energy or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
27,iter1_h3_q0,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P,Will H&M's sales of environmentally-friendly clothing increase by more than 35% in 2026?,"This question resolves as YES if H&M's sales of environmentally-friendly clothing increase by more than 35% in 2026, as reported by H&M's official website or reputable fashion industry sources like Fashionista.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
23,iter1_h2_q1,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P_and_Q,Will India increase its investment in renewable energy by more than 70% in 2028 and the global demand for coal decrease by more than 20% by 2030?,"This question resolves as YES if both conditions are met: India increases its investment in renewable energy by more than 70% in 2028, and the global demand for coal decreases by more than 20% by December 31, 2030, as reported by India's official website, reputable sources like the Indian Ministry of New and Renewable Energy or the IEA, and reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
22,iter1_h2_q1,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,Q_given_P,"Given an increase in India's investment in renewable energy, will the global demand for coal decrease by more than 20% by 2030?","This question resolves as YES if, given that India increases its investment in renewable energy, the global demand for coal decreases by more than 20% by December 31, 2030, as reported by reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
21,iter1_h2_q1,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P,Will India increase its investment in renewable energy by more than 70% in 2028?,"This question resolves as YES if India increases its investment in renewable energy by more than 70% in 2028, as reported by India's official website or reputable sources like the Indian Ministry of New and Renewable Energy or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
20,iter1_h2_q0,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P_and_Q,Will Russia increase its investment in renewable energy by more than 60% in 2029 and the global demand for oil decrease by more than 10% by 2033?,"This question resolves as YES if both conditions are met: Russia increases its investment in renewable energy by more than 60% in 2029, and the global demand for oil decreases by more than 10% by December 31, 2033, as reported by Russia's official website, reputable sources like the Russian Ministry of Energy or the IEA, and reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
71,iter2_h2_q1,2,The model underestimates the impact of economic factors on the adoption of electric vehicles in the automotive industry,Economic Policy,,P_and_Q,"Will the US government increase the federal tax credit for electric vehicle purchases to $10,000 by 2027 and the market share of electric vehicles in the US exceed 20% by 2032?","This question resolves as YES if both conditions are met: the US government increases the federal tax credit for electric vehicle purchases to $10,000 by December 31, 2027, and the market share of electric vehicles in the US exceeds 20% by December 31, 2032, as reported by the US Department of Energy or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
26,iter1_h2_q2,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P_and_Q,Will Brazil increase its investment in renewable energy by more than 80% in 2027 and the global demand for natural gas decrease by more than 15% by 2031?,"This question resolves as YES if both conditions are met: Brazil increases its investment in renewable energy by more than 80% in 2027, and the global demand for natural gas decreases by more than 15% by December 31, 2031, as reported by Brazil's official website, reputable sources like the Brazilian Ministry of Mines and Energy or the IEA, and reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
28,iter1_h3_q0,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,Q_given_P,"Given an increase in H&M's sales of environmentally-friendly clothing, will the company's overall revenue exceed $25 billion by 2029?","This question resolves as YES if, given that H&M's sales of environmentally-friendly clothing increase, the company's overall revenue exceeds $25 billion by December 31, 2029, as reported by H&M's official website or reputable financial sources like Bloomberg.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
16,iter1_h1_q2,1,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of renewable energy investments",Global Energy Markets,Underestimation of geopolitics impact,Q_given_P,"Given an increase in the European Union's investment in renewable energy, will the global demand for natural gas decrease by more than 15% by 2031?","This question resolves as YES if, given that the European Union increases its investment in renewable energy, the global demand for natural gas decreases by more than 15% by December 31, 2031, as reported by reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
19,iter1_h2_q0,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,Q_given_P,"Given an increase in Russia's investment in renewable energy, will the global demand for oil decrease by more than 10% by 2033?","This question resolves as YES if, given that Russia increases its investment in renewable energy, the global demand for oil decreases by more than 10% by December 31, 2033, as reported by reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
18,iter1_h2_q0,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P,Will Russia increase its investment in renewable energy by more than 60% in 2029?,"This question resolves as YES if Russia increases its investment in renewable energy by more than 60% in 2029, as reported by Russia's official website or reputable sources like the Russian Ministry of Energy or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
17,iter1_h1_q2,1,"The model underestimates the impact of geopolitics on global energy markets, specifically in the context of renewable energy investments",Global Energy Markets,Underestimation of geopolitics impact,P_and_Q,Will the European Union increase its investment in renewable energy by more than 80% in 2027 and the global demand for natural gas decrease by more than 15% by 2031?,"This question resolves as YES if both conditions are met: the European Union increases its investment in renewable energy by more than 80% in 2027, and the global demand for natural gas decreases by more than 15% by December 31, 2031, as reported by the European Commission, reputable sources like the European Renewable Energy Council, and reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
29,iter1_h3_q0,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P_and_Q,Will H&M's sales of environmentally-friendly clothing increase by more than 35% in 2026 and the company's overall revenue exceed $25 billion by 2029?,"This question resolves as YES if both conditions are met: H&M's sales of environmentally-friendly clothing increase by more than 35% in 2026, and the company's overall revenue exceeds $25 billion by December 31, 2029, as reported by H&M's official website, reputable fashion industry sources like Fashionista, and reputable financial sources like Bloomberg.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
30,iter1_h3_q1,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P,Will Zara's sales of sustainable clothing increase by more than 40% in 2027?,"This question resolves as YES if Zara's sales of sustainable clothing increase by more than 40% in 2027, as reported by Zara's official website or reputable fashion industry sources like The Fashion Spot.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
31,iter1_h3_q1,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,Q_given_P,"Given an increase in Zara's sales of sustainable clothing, will the company expand its store count to more than 200 locations by 2030?","This question resolves as YES if, given that Zara's sales of sustainable clothing increase, the company expands its store count to more than 200 locations by December 31, 2030, as reported by Zara's official website or reputable retail industry sources like the National Retail Federation.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
25,iter1_h2_q2,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,Q_given_P,"Given an increase in Brazil's investment in renewable energy, will the global demand for natural gas decrease by more than 15% by 2031?","This question resolves as YES if, given that Brazil increases its investment in renewable energy, the global demand for natural gas decreases by more than 15% by December 31, 2031, as reported by reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
35,iter1_h3_q2,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P_and_Q,Will Gucci's sales of environmentally-friendly clothing increase by more than 30% in 2025 and the company reduce its carbon footprint by more than 20% by 2028?,"This question resolves as YES if both conditions are met: Gucci's sales of environmentally-friendly clothing increase by more than 30% in 2025, and the company reduces its carbon footprint by more than 20% by December 31, 2028, as reported by Gucci's official website, reputable fashion industry sources like Vogue Business, and reputable sustainability sources like the Carbon Disclosure Project.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
37,iter1_h4_q0,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,Q_given_P,"Given an increase in Saudi Arabia's investment in renewable energy, will the global demand for oil decrease by more than 12% by 2032?","This question resolves as YES if, given that Saudi Arabia increases its investment in renewable energy, the global demand for oil decreases by more than 12% by December 31, 2032, as reported by reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
62,iter2_h1_q0,2,The model overestimates the impact of technological advancements on the adoption of renewable energy sources in the energy industry,Energy Industry,,P_and_Q,Will the cost of solar energy decrease by more than 20% by 2028 and the global demand for coal decrease by more than 15% by 2031?,"This question resolves as YES if both conditions are met: the cost of solar energy decreases by more than 20% by December 31, 2028, and the global demand for coal decreases by more than 15% by December 31, 2031, as reported by the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
55,iter2_h0_q0,2,The model underestimates the impact of government regulations on the adoption of electric vehicles in the automotive industry,Automotive Industry,,Q_given_P,"Given the implementation of a nationwide tax credit, will the market share of electric vehicles in the US exceed 15% by 2030?","This question resolves as YES if, given that the US government implements a nationwide tax credit for electric vehicle purchases, the market share of electric vehicles in the US exceeds 15% by December 31, 2030, as reported by the US Department of Energy or the International Energy Agency (IEA).",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
56,iter2_h0_q0,2,The model underestimates the impact of government regulations on the adoption of electric vehicles in the automotive industry,Automotive Industry,,P_and_Q,Will the US government implement a nationwide tax credit for electric vehicle purchases by 2027 and the market share of electric vehicles in the US exceed 15% by 2030?,"This question resolves as YES if both conditions are met: the US government implements a nationwide tax credit for electric vehicle purchases by December 31, 2027, and the market share of electric vehicles in the US exceeds 15% by December 31, 2030, as reported by the US Department of Energy or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
57,iter2_h0_q1,2,The model underestimates the impact of government regulations on the adoption of electric vehicles in the automotive industry,Environmental Policy,,P,Will the European Union increase its target for renewable energy production to at least 40% of total energy production by 2030?,"This question resolves as YES if the European Union increases its target for renewable energy production to at least 40% of total energy production by December 31, 2030, as reported by the European Commission or the European Environment Agency.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
