,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
50,iter2_h0_q1,2,The model overestimates the correlation between the development of 6G networks and the adoption of Extended Reality (XR) devices,Telecommunications,,P_and_Q,Will the number of 6G patents filed by Samsung increase by more than 40% in 2029 compared to 2028 and the development of Extended Reality (XR) technology for smart homes accelerate by at least 25% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of 6G patents filed by Samsung increases by more than 40% in 2029 compared to 2028, as reported by the World Intellectual Property Organization (WIPO) or other credible sources, and the development of Extended Reality (XR) technology for smart homes accelerates by at least 25% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.52,"[0.45, 0.65, 0.2, 0.7, 0.6]",0.5318569133489053
113,iter4_h1_q0,4,The model underestimates the impact of genetic engineering on the development of new medical treatments for genetic disorders,Biotechnology and Medicine,,P_and_Q,Will the number of genetic engineering patents filed by CRISPR Therapeutics increase by more than 50% in 2029 compared to 2028 and the development of new medical treatments for sickle cell anemia accelerate by at least 30% in the next 7 years?,"This question resolves as YES if both conditions are met: the number of genetic engineering patents filed by CRISPR Therapeutics increases by more than 50% in 2029 compared to 2028, as reported by the United States Patent and Trademark Office (USPTO) or other credible sources, and the development of new medical treatments for sickle cell anemia accelerates by at least 30% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.476,"[0.65, 0.68, 0.15, 0.65, 0.25]",0.5281128611801622
112,iter4_h1_q0,4,The model underestimates the impact of genetic engineering on the development of new medical treatments for genetic disorders,Biotechnology and Medicine,,Q_given_P,"Given an increase in genetic engineering patents filed by CRISPR Therapeutics, will the development of new medical treatments for sickle cell anemia accelerate by at least 30% in the next 7 years?","This question resolves as YES if, given an increase in genetic engineering patents filed by CRISPR Therapeutics, the development of new medical treatments for sickle cell anemia accelerates by at least 30% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.71,"[0.75, 0.65, 0.65, 0.75, 0.75]",0.5281128611801622
111,iter4_h1_q0,4,The model underestimates the impact of genetic engineering on the development of new medical treatments for genetic disorders,Biotechnology and Medicine,,P,Will the number of genetic engineering patents filed by CRISPR Therapeutics increase by more than 50% in 2029 compared to 2028?,"This question resolves as YES if the number of genetic engineering patents filed by CRISPR Therapeutics increases by more than 50% in 2029 compared to 2028, as reported by the United States Patent and Trademark Office (USPTO) or other credible sources.",0.2299999999999999,"[0.25, 0.25, 0.25, 0.25, 0.15]",0.5281128611801622
289,iter6_h0_q1,6,The model underestimates the impact of advancements in quantum computing on the development of Artificial General Intelligence (AGI),AI and Computing,,Q_given_P,"Given an increase in IBM's quantum computing revenue, will the company's investment in AGI research increase by at least 20% in the next 2 years?","This question resolves as YES if IBM's investment in AGI research increases by at least 20% in the next 2 years, as reported by IBM's official financial reports or reputable tech news sources.",0.28,"[0.25, 0.35, 0.25, 0.25, 0.3]",0.5262592181068436
290,iter6_h0_q1,6,The model underestimates the impact of advancements in quantum computing on the development of Artificial General Intelligence (AGI),AI and Computing,,P_and_Q,Will IBM's quantum computing revenue increase by more than 25% in 2025 and the company's investment in AGI research increase by at least 20% in the next 2 years?,"This question resolves as YES if both conditions are met: IBM's quantum computing revenue increases by more than 25% in 2025, as reported by IBM's official financial reports or reputable tech news sources, and the company's investment in AGI research increases by at least 20% in the next 2 years, as reported by IBM's official financial reports or reputable tech news sources.",0.4599999999999999,"[0.7, 0.5, 0.4, 0.4, 0.3]",0.5262592181068436
288,iter6_h0_q1,6,The model underestimates the impact of advancements in quantum computing on the development of Artificial General Intelligence (AGI),AI and Computing,,P,Will IBM's quantum computing revenue increase by more than 25% in 2025?,"This question resolves as YES if IBM's quantum computing revenue increases by more than 25% in 2025, as reported by IBM's official financial reports or reputable tech news sources such as CNBC or Bloomberg.",0.5599999999999999,"[0.6, 0.35, 0.55, 0.65, 0.65]",0.5262592181068436
90,iter3_h2_q1,3,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology in the logistics industry,AI and Computing,,P,Will the cost of electric vehicle batteries decrease by more than 18% in 2029 compared to 2028?,"This question resolves as YES if the cost of electric vehicle batteries decreases by more than 18% in 2029 compared to 2028, as reported by the National Renewable Energy Laboratory (NREL) or other credible sources.",0.12,"[0.1, 0.1, 0.15, 0.1, 0.15]",0.5117366583106077
92,iter3_h2_q1,3,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology in the logistics industry,AI and Computing,,P_and_Q,Will the cost of electric vehicle batteries decrease by more than 18% in 2029 compared to 2028 and the development of autonomous driving technology for commercial vehicles accelerate by at least 22% in the next 7 years?,"This question resolves as YES if both conditions are met: the cost of electric vehicle batteries decreases by more than 18% in 2029 compared to 2028, as reported by the National Renewable Energy Laboratory (NREL) or other credible sources, and the development of autonomous driving technology for commercial vehicles accelerates by at least 22% in the next 7 years, as reported by credible sources such as the International Transportation Innovation Center (ITIC) or other reputable research institutions.",0.35,"[0.3, 0.4, 0.65, 0.15, 0.25]",0.5117366583106077
91,iter3_h2_q1,3,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology in the logistics industry,AI and Computing,,Q_given_P,"Given a decrease in electric vehicle battery costs, will the development of autonomous driving technology for commercial vehicles accelerate by at least 22% in the next 7 years?","This question resolves as YES if, given a decrease in electric vehicle battery costs, the development of autonomous driving technology for commercial vehicles accelerates by at least 22% in the next 7 years, as reported by credible sources such as the International Transportation Innovation Center (ITIC) or other reputable research institutions.",0.666,"[0.68, 0.65, 0.6, 0.7, 0.7]",0.5117366583106077
418,iter10_h2_q0,10,"The model underestimates the impact of genetic engineering on the development of new medical treatments for complex diseases, particularly in the context of CRISPR gene editing and regenerative medicine.",Biotechnology,,Q_given_P,"Given an increase in genetic engineering startups focused on treating complex diseases, will the development of new medical treatments for rare genetic disorders accelerate by at least 20% in the next 5 years?","This question resolves as YES if the development of new medical treatments for rare genetic disorders accelerates by at least 20% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies, and measured by the number of research papers, patents, or breakthroughs in rare genetic disorder treatments.",0.73,"[0.8, 0.65, 0.8, 0.65, 0.75]",0.5031180981138332
417,iter10_h2_q0,10,"The model underestimates the impact of genetic engineering on the development of new medical treatments for complex diseases, particularly in the context of CRISPR gene editing and regenerative medicine.",Biotechnology,,P,Will the number of genetic engineering startups focused on treating complex diseases increase by more than 30% in 2029 compared to 2028?,"This question resolves as YES if the number of genetic engineering startups focused on treating complex diseases increases by more than 30% in 2029 compared to 2028, as reported by reputable sources such as venture capital firms, startup accelerators, or industry reports.",0.19,"[0.25, 0.15, 0.25, 0.15, 0.15]",0.5031180981138332
419,iter10_h2_q0,10,"The model underestimates the impact of genetic engineering on the development of new medical treatments for complex diseases, particularly in the context of CRISPR gene editing and regenerative medicine.",Biotechnology,,P_and_Q,Will the number of genetic engineering startups focused on treating complex diseases increase by more than 30% in 2029 compared to 2028 and the development of new medical treatments for rare genetic disorders accelerate by at least 20% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of genetic engineering startups focused on treating complex diseases increases by more than 30% in 2029 compared to 2028, as reported by reputable sources, and the development of new medical treatments for rare genetic disorders accelerates by at least 20% in the next 5 years, as reported by credible sources.",0.43,"[0.25, 0.6, 0.55, 0.5, 0.25]",0.5031180981138332
126,iter4_h3_q1,4,The model underestimates the impact of climate change on the development of sustainable agriculture practices in Africa,Agriculture and Environment,,P,Will the number of sustainable agriculture patents filed by the Bill and Melinda Gates Foundation increase by more than 50% in 2030 compared to 2029?,"This question resolves as YES if the number of sustainable agriculture patents filed by the Bill and Melinda Gates Foundation increases by more than 50% in 2030 compared to 2029, as reported by the United States Patent and Trademark Office (USPTO) or other credible sources.",0.18,"[0.15, 0.25, 0.15, 0.2, 0.15]",0.4923792537460691
128,iter4_h3_q1,4,The model underestimates the impact of climate change on the development of sustainable agriculture practices in Africa,Agriculture and Environment,,P_and_Q,Will the number of sustainable agriculture patents filed by the Bill and Melinda Gates Foundation increase by more than 50% in 2030 compared to 2029 and the adoption of precision farming technology in Africa increase by more than 40% in the next 9 years?,"This question resolves as YES if both conditions are met: the number of sustainable agriculture patents filed by the Bill and Melinda Gates Foundation increases by more than 50% in 2030 compared to 2029, as reported by the United States Patent and Trademark Office (USPTO) or other credible sources, and the adoption of precision farming technology in Africa increases by more than 40% in the next 9 years, as reported by credible sources such as the Food and Agriculture Organization (FAO) of the United Nations or other reputable research institutions.",0.35,"[0.5, 0.65, 0.25, 0.2, 0.15]",0.4923792537460691
127,iter4_h3_q1,4,The model underestimates the impact of climate change on the development of sustainable agriculture practices in Africa,Agriculture and Environment,,Q_given_P,"Given an increase in sustainable agriculture patents filed by the Bill and Melinda Gates Foundation, will the adoption of precision farming technology in Africa increase by more than 40% in the next 9 years?","This question resolves as YES if, given an increase in sustainable agriculture patents filed by the Bill and Melinda Gates Foundation, the adoption of precision farming technology in Africa increases by more than 40% in the next 9 years, as reported by credible sources such as the Food and Agriculture Organization (FAO) of the United Nations or other reputable research institutions.",0.51,"[0.65, 0.35, 0.65, 0.35, 0.55]",0.4923792537460691
431,iter10_h4_q0,10,"The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector, particularly in the context of renewable energy and carbon pricing.",Energy,,P_and_Q,Will the price of solar energy decrease by more than 15% in 2030 compared to 2029 and the adoption of solar energy increase by at least 20% in the next 2 years?,"This question resolves as YES if both conditions are met: the price of solar energy decreases by more than 15% in 2030 compared to 2029, as reported by reputable sources, and the adoption of solar energy increases by at least 20% in the next 2 years, as reported by credible sources.",0.43,"[0.75, 0.25, 0.25, 0.65, 0.25]",0.4875955035564119
430,iter10_h4_q0,10,"The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector, particularly in the context of renewable energy and carbon pricing.",Energy,,Q_given_P,"Given a decrease in solar energy prices, will the adoption of solar energy increase by at least 20% in the next 2 years?","This question resolves as YES if the adoption of solar energy increases by at least 20% in the next 2 years, as reported by credible sources such as academic journals, research institutions, or industry reports.",0.73,"[0.85, 0.8, 0.6, 0.75, 0.65]",0.4875955035564119
429,iter10_h4_q0,10,"The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector, particularly in the context of renewable energy and carbon pricing.",Energy,,P,Will the price of solar energy decrease by more than 15% in 2030 compared to 2029?,"This question resolves as YES if the price of solar energy decreases by more than 15% in 2030 compared to 2029, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.2,"[0.25, 0.2, 0.2, 0.15, 0.2]",0.4875955035564119
58,iter2_h2_q0,2,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance,,Q_given_P,"Given an increase in blockchain-based financial transactions, will the development of decentralized finance (DeFi) platforms for lending increase by more than 50% in the next 5 years?","This question resolves as YES if, given an increase in blockchain-based financial transactions, the development of decentralized finance (DeFi) platforms for lending increases by more than 50% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or DeFi companies.",0.7060000000000001,"[0.65, 0.7, 0.75, 0.68, 0.75]",0.4776349673072952
57,iter2_h2_q0,2,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance,,P,Will the number of blockchain-based financial transactions increase by more than 70% in 2029 compared to 2028?,"This question resolves as YES if the number of blockchain-based financial transactions increases by more than 70% in 2029 compared to 2028, as reported by the Financial Action Task Force (FATF) or other credible sources.",0.1699999999999999,"[0.25, 0.15, 0.1, 0.2, 0.15]",0.4776349673072952
59,iter2_h2_q0,2,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance,,P_and_Q,Will the number of blockchain-based financial transactions increase by more than 70% in 2029 compared to 2028 and the development of decentralized finance (DeFi) platforms for lending increase by more than 50% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of blockchain-based financial transactions increases by more than 70% in 2029 compared to 2028, as reported by the Financial Action Task Force (FATF) or other credible sources, and the development of decentralized finance (DeFi) platforms for lending increases by more than 50% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or DeFi companies.",0.388,"[0.24, 0.55, 0.25, 0.65, 0.25]",0.4776349673072952
115,iter4_h1_q1,4,The model underestimates the impact of genetic engineering on the development of new medical treatments for genetic disorders,Biotechnology and Medicine,,Q_given_P,"Given an increase in genetic engineering research investment, will the development of gene editing technologies for cancer treatment accelerate by at least 25% in the next 8 years?","This question resolves as YES if, given an increase in genetic engineering research investment, the development of gene editing technologies for cancer treatment accelerates by at least 25% in the next 8 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.76,"[0.75, 0.75, 0.75, 0.75, 0.8]",0.4736783724518132
116,iter4_h1_q1,4,The model underestimates the impact of genetic engineering on the development of new medical treatments for genetic disorders,Biotechnology and Medicine,,P_and_Q,Will the investment in genetic engineering research increase by more than 35% in 2030 compared to 2029 and the development of gene editing technologies for cancer treatment accelerate by at least 25% in the next 8 years?,"This question resolves as YES if both conditions are met: the investment in genetic engineering research increases by more than 35% in 2030 compared to 2029, as reported by the National Institutes of Health (NIH) or other credible sources, and the development of gene editing technologies for cancer treatment accelerates by at least 25% in the next 8 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.45,"[0.35, 0.1, 0.75, 0.65, 0.4]",0.4736783724518132
114,iter4_h1_q1,4,The model underestimates the impact of genetic engineering on the development of new medical treatments for genetic disorders,Biotechnology and Medicine,,P,Will the investment in genetic engineering research increase by more than 35% in 2030 compared to 2029?,"This question resolves as YES if the investment in genetic engineering research increases by more than 35% in 2030 compared to 2029, as reported by the National Institutes of Health (NIH) or other credible sources.",0.22,"[0.05, 0.15, 0.15, 0.2, 0.55]",0.4736783724518132
41,iter1_h4_q1,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P_and_Q,Will the investment in genetic engineering research increase by more than 25% in 2027 compared to 2026 and the development of new medical treatments for infectious diseases accelerate by at least 22% in the next 7 years?,"This question resolves as YES if both conditions are met: the investment in genetic engineering research increases by more than 25% in 2027 compared to 2026, as reported by reputable sources, and the development of new medical treatments for infectious diseases accelerates by at least 22% in the next 7 years, as reported by credible sources.",0.6,"[0.65, 0.4, 0.65, 0.6, 0.7]",0.4677785011802545
40,iter1_h4_q1,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,Q_given_P,"Given an increase in genetic engineering research investment, will the development of new medical treatments for infectious diseases accelerate by at least 22% in the next 7 years?","This question resolves as YES if, given an increase in genetic engineering research investment, the development of new medical treatments for infectious diseases accelerates by at least 22% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.706,"[0.75, 0.73, 0.65, 0.72, 0.68]",0.4677785011802545
39,iter1_h4_q1,1,The model underestimates the impact of genetic engineering on the development of new medical treatments,Genetic Engineering,Underestimation of impact,P,Will the investment in genetic engineering research increase by more than 25% in 2027 compared to 2026?,"This question resolves as YES if the investment in genetic engineering research increases by more than 25% in 2027 compared to 2026, as reported by reputable sources such as the National Institutes of Health (NIH) or industry reports.",0.43,"[0.3, 0.7, 0.2, 0.3, 0.65]",0.4677785011802545
97,iter3_h3_q1,3,The model underestimates the impact of genetic engineering on the development of new medical treatments for rare diseases,Biotechnology and Medicine,,Q_given_P,"Given an increase in genetic engineering research investment, will the development of new medical treatments for infectious diseases accelerate by at least 22% in the next 7 years?","This question resolves as YES if, given an increase in genetic engineering research investment, the development of new medical treatments for infectious diseases accelerates by at least 22% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.716,"[0.68, 0.75, 0.65, 0.75, 0.75]",0.4664317793934414
98,iter3_h3_q1,3,The model underestimates the impact of genetic engineering on the development of new medical treatments for rare diseases,Biotechnology and Medicine,,P_and_Q,Will the investment in genetic engineering research increase by more than 25% in 2027 compared to 2026 and the development of new medical treatments for infectious diseases accelerate by at least 22% in the next 7 years?,"This question resolves as YES if both conditions are met: the investment in genetic engineering research increases by more than 25% in 2027 compared to 2026, as reported by the National Institutes of Health (NIH) or other credible sources, and the development of new medical treatments for infectious diseases accelerates by at least 22% in the next 7 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies.",0.526,"[0.8, 0.65, 0.68, 0.2, 0.3]",0.4664317793934414
96,iter3_h3_q1,3,The model underestimates the impact of genetic engineering on the development of new medical treatments for rare diseases,Biotechnology and Medicine,,P,Will the investment in genetic engineering research increase by more than 25% in 2027 compared to 2026?,"This question resolves as YES if the investment in genetic engineering research increases by more than 25% in 2027 compared to 2026, as reported by the National Institutes of Health (NIH) or other credible sources.",0.3299999999999999,"[0.25, 0.1, 0.25, 0.35, 0.7]",0.4664317793934414
414,iter10_h1_q1,10,"The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices, particularly in the context of smart cities and industrial automation.",Telecommunications,,P,Will Qualcomm's revenue from 5G-related products increase by more than 25% in 2028?,"This question resolves as YES if Qualcomm's revenue from 5G-related products increases by more than 25% in 2028, as reported by Qualcomm's official financial reports or reputable tech news sources.",0.64,"[0.75, 0.75, 0.6, 0.35, 0.75]",0.4661944030071748
416,iter10_h1_q1,10,"The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices, particularly in the context of smart cities and industrial automation.",Telecommunications,,P_and_Q,Will Qualcomm's revenue from 5G-related products increase by more than 25% in 2028 and the company's investment in IoT research and development increase by at least 20% in the next 2 years?,"This question resolves as YES if both conditions are met: Qualcomm's revenue from 5G-related products increases by more than 25% in 2028, as reported by Qualcomm's official financial reports or reputable tech news sources, and the company's investment in IoT research and development increases by at least 20% in the next 2 years, as reported by Qualcomm's official financial reports or reputable tech news sources.",0.74,"[0.8, 0.65, 0.75, 0.75, 0.75]",0.4661944030071748
415,iter10_h1_q1,10,"The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices, particularly in the context of smart cities and industrial automation.",Telecommunications,,Q_given_P,"Given an increase in Qualcomm's 5G-related revenue, will the company's investment in IoT research and development increase by at least 20% in the next 2 years?","This question resolves as YES if Qualcomm's investment in IoT research and development increases by at least 20% in the next 2 years, as reported by Qualcomm's official financial reports or reputable tech news sources.",0.7,"[0.8, 0.65, 0.65, 0.75, 0.65]",0.4661944030071748
80,iter3_h0_q1,3,The model overestimates the correlation between the development of quantum computing and the adoption of artificial intelligence (AI) in the healthcare industry,AI and Computing,,P_and_Q,Will the investment in quantum computing research increase by more than 40% in 2028 compared to 2027 and the development of AI-powered medical devices accelerate by at least 25% in the next 5 years?,"This question resolves as YES if both conditions are met: the investment in quantum computing research increases by more than 40% in 2028 compared to 2027, as reported by the National Science Foundation (NSF) or other credible sources, and the development of AI-powered medical devices accelerates by at least 25% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or medical device companies.",0.4,"[0.5, 0.35, 0.2, 0.6, 0.35]",0.4615254333272335
79,iter3_h0_q1,3,The model overestimates the correlation between the development of quantum computing and the adoption of artificial intelligence (AI) in the healthcare industry,AI and Computing,,Q_given_P,"Given an increase in quantum computing research investment, will the development of AI-powered medical devices accelerate by at least 25% in the next 5 years?","This question resolves as YES if, given an increase in quantum computing research investment, the development of AI-powered medical devices accelerates by at least 25% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or medical device companies.",0.41,"[0.45, 0.3, 0.65, 0.3, 0.35]",0.4615254333272335
78,iter3_h0_q1,3,The model overestimates the correlation between the development of quantum computing and the adoption of artificial intelligence (AI) in the healthcare industry,AI and Computing,,P,Will the investment in quantum computing research increase by more than 40% in 2028 compared to 2027?,"This question resolves as YES if the investment in quantum computing research increases by more than 40% in 2028 compared to 2027, as reported by the National Science Foundation (NSF) or other credible sources.",0.35,"[0.35, 0.3, 0.65, 0.15, 0.3]",0.4615254333272335
348,iter8_h0_q1,8,The model overestimates the correlation between advancements in quantum computing and the development of Artificial General Intelligence (AGI) in complex problem-solving,AI and Computing,,P,Will IBM's investment in quantum computing research increase by more than 25% in 2025?,"This question resolves as YES if IBM's investment in quantum computing research increases by more than 25% in 2025, as reported by IBM's official financial reports or reputable tech news sources such as CNBC or Bloomberg.",0.58,"[0.65, 0.65, 0.6, 0.65, 0.35]",0.4522028333383167
349,iter8_h0_q1,8,The model overestimates the correlation between advancements in quantum computing and the development of Artificial General Intelligence (AGI) in complex problem-solving,AI and Computing,,Q_given_P,"Given an increase in IBM's quantum computing research investment, will the number of AGI-related patents filed by IBM increase by more than 15% in the next 3 years?","This question resolves as YES if the number of AGI-related patents filed by IBM increases by more than 15% in the next 3 years, as reported by credible sources such as patent databases or industry reports.",0.36,"[0.55, 0.2, 0.4, 0.35, 0.3]",0.4522028333383167
350,iter8_h0_q1,8,The model overestimates the correlation between advancements in quantum computing and the development of Artificial General Intelligence (AGI) in complex problem-solving,AI and Computing,,P_and_Q,Will IBM's investment in quantum computing research increase by more than 25% in 2025 and the number of AGI-related patents filed by IBM increase by more than 15% in the next 3 years?,"This question resolves as YES if both conditions are met: IBM's investment in quantum computing research increases by more than 25% in 2025, as reported by IBM's official financial reports or reputable tech news sources, and the number of AGI-related patents filed by IBM increases by more than 15% in the next 3 years, as reported by credible sources.",0.48,"[0.7, 0.35, 0.3, 0.65, 0.4]",0.4522028333383167
250,iter4_h4_q0,4,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications,,Q_given_P,"Given that the number of 5G subscriptions worldwide increases by more than 50% in 2025 compared to 2024, will the number of IoT devices connected to 5G networks increase by more than 30% in 2026?","This question resolves as YES if the number of IoT devices connected to 5G networks increases by more than 30% in 2026, as reported by credible sources such as market research firms or industry reports.",0.82,"[0.8, 0.85, 0.85, 0.8, 0.8]",0.443587236472843
249,iter4_h4_q0,4,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications,,P,Will the number of 5G subscriptions worldwide increase by more than 50% in 2025 compared to 2024?,"This question resolves as YES if the number of 5G subscriptions worldwide increases by more than 50% in 2025 compared to 2024, as reported by reputable sources such as the International Telecommunication Union (ITU) or industry reports.",0.1999999999999999,"[0.25, 0.2, 0.25, 0.2, 0.1]",0.443587236472843
251,iter4_h4_q0,4,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications,,P_and_Q,Will the number of 5G subscriptions worldwide increase by more than 50% in 2025 compared to 2024 and the number of IoT devices connected to 5G networks increase by more than 30% in 2026?,"This question resolves as YES if both conditions are met: the number of 5G subscriptions worldwide increases by more than 50% in 2025 compared to 2024, as reported by reputable sources, and the number of IoT devices connected to 5G networks increases by more than 30% in 2026, as reported by credible sources.",0.43,"[0.75, 0.15, 0.2, 0.8, 0.25]",0.443587236472843
129,iter4_h4_q0,4,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance and Technology,,P,Will the number of blockchain-based financial transactions increase by more than 80% in 2031 compared to 2030?,"This question resolves as YES if the number of blockchain-based financial transactions increases by more than 80% in 2031 compared to 2030, as reported by the Financial Action Task Force (FATF) or other credible sources.",0.13,"[0.1, 0.15, 0.15, 0.1, 0.15]",0.4412517941629577
130,iter4_h4_q0,4,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance and Technology,,Q_given_P,"Given an increase in blockchain-based financial transactions, will the development of DeFi platforms for lending increase by more than 55% in the next 6 years?","This question resolves as YES if, given an increase in blockchain-based financial transactions, the development of DeFi platforms for lending increases by more than 55% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or DeFi companies.",0.6820000000000002,"[0.65, 0.68, 0.7, 0.7, 0.68]",0.4412517941629577
131,iter4_h4_q0,4,The model overestimates the correlation between the adoption of blockchain technology and the development of decentralized finance (DeFi) platforms,Finance and Technology,,P_and_Q,Will the number of blockchain-based financial transactions increase by more than 80% in 2031 compared to 2030 and the development of DeFi platforms for lending increase by more than 55% in the next 6 years?,"This question resolves as YES if both conditions are met: the number of blockchain-based financial transactions increases by more than 80% in 2031 compared to 2030, as reported by the Financial Action Task Force (FATF) or other credible sources, and the development of DeFi platforms for lending increases by more than 55% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or DeFi companies.",0.3199999999999999,"[0.35, 0.3, 0.5, 0.2, 0.25]",0.4412517941629577
337,iter7_h3_q1,7,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy,,Q_given_P,"Given a decrease in renewable energy prices, will the adoption of renewable energy increase by at least 20% in the next 2 years?","This question resolves as YES if the adoption of renewable energy increases by at least 20% in the next 2 years, as reported by credible sources such as academic journals, research institutions, or industry reports.",0.71,"[0.7, 0.75, 0.65, 0.75, 0.7]",0.434325975301721
336,iter7_h3_q1,7,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy,,P,Will the price of renewable energy decrease by more than 15% in 2025 compared to 2024?,"This question resolves as YES if the price of renewable energy decreases by more than 15% in 2025 compared to 2024, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.21,"[0.25, 0.2, 0.25, 0.15, 0.2]",0.434325975301721
338,iter7_h3_q1,7,The model underestimates the impact of environmental policies on the financial performance of companies in the energy sector,Energy,,P_and_Q,Will the price of renewable energy decrease by more than 15% in 2025 compared to 2024 and the adoption of renewable energy increase by at least 20% in the next 2 years?,"This question resolves as YES if both conditions are met: the price of renewable energy decreases by more than 15% in 2025 compared to 2024, as reported by reputable sources, and the adoption of renewable energy increases by at least 20% in the next 2 years, as reported by credible sources.",0.4,"[0.35, 0.15, 0.65, 0.35, 0.5]",0.434325975301721
5,iter1_h0_q1,1,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,AI and Computing,Overestimation of correlation,P_and_Q,Will the number of 5G base stations worldwide increase by more than 30% in 2027 compared to 2026 and the number of IoT devices connected to 5G networks increase by more than 20% in 2028?,"This question resolves as YES if both conditions are met: the number of 5G base stations worldwide increases by more than 30% in 2027 compared to 2026, as reported by reputable sources, and the number of IoT devices connected to 5G networks increases by more than 20% in 2028, as reported by credible sources.",0.42,"[0.25, 0.75, 0.35, 0.25, 0.5]",0.4183346245647695
4,iter1_h0_q1,1,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,AI and Computing,Overestimation of correlation,Q_given_P,"Given an increase in 5G base stations, will the number of IoT devices connected to 5G networks increase by more than 20% in 2028?","This question resolves as YES if, given an increase in 5G base stations, the number of IoT devices connected to 5G networks increases by more than 20% in 2028, as reported by credible sources such as market research firms or industry reports.",0.8400000000000001,"[0.85, 0.8, 0.85, 0.85, 0.85]",0.4183346245647695
3,iter1_h0_q1,1,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,AI and Computing,Overestimation of correlation,P,Will the number of 5G base stations worldwide increase by more than 30% in 2027 compared to 2026?,"This question resolves as YES if the number of 5G base stations worldwide increases by more than 30% in 2027 compared to 2026, as reported by reputable sources such as the International Telecommunication Union (ITU) or industry reports.",0.2,"[0.2, 0.2, 0.2, 0.25, 0.15]",0.4183346245647695
326,iter7_h1_q1,7,The model underestimates the impact of genetic engineering on the development of new medical treatments for rare diseases,Biotechnology,,P_and_Q,Will the number of genetic engineering startups increase by more than 30% in 2025 compared to 2024 and the development of new medical treatments for genetic disorders accelerate by at least 25% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of genetic engineering startups increases by more than 30% in 2025 compared to 2024, as reported by reputable sources, and the development of new medical treatments for genetic disorders accelerates by at least 25% in the next 5 years, as reported by credible sources.",0.4599999999999999,"[0.7, 0.4, 0.4, 0.65, 0.15]",0.4167004840259287
