,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
260,iter5_h3_q1,5,The model underestimates the impact of cybersecurity threats on the global economy,Cybersecurity,,P_and_Q,Will the United States government invest more than $5 billion in cybersecurity research and development in 2025 and the number of cybersecurity-related jobs increase by more than 25% in 2026?,"This question resolves as YES if the United States government's official website or a reputable cybersecurity news source reports that the government has invested more than $5 billion in cybersecurity research and development by December 31, 2025, and the BLS or a reputable job market analytics firm reports that the number of cybersecurity-related jobs has increased by more than 25% in 2026, compared to 2025.",0.106,"[0.15, 0.08, 0.08, 0.14, 0.08]",0.526042591280088
258,iter5_h3_q1,5,The model underestimates the impact of cybersecurity threats on the global economy,Cybersecurity,,P,Will the United States government invest more than $5 billion in cybersecurity research and development in 2025?,"This question resolves as YES if the United States government's official website or a reputable cybersecurity news source (such as Cybersecurity News or Federal News Network) reports that the government has invested more than $5 billion in cybersecurity research and development by December 31, 2025.",0.8099999999999999,"[0.85, 0.85, 0.75, 0.75, 0.85]",0.526042591280088
66,iter2_h3_q1,2,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,P,Will Microsoft develop a functional quantum computer that can simulate complex materials science problems by 2030?,This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can simulate complex materials science problems by 2030.,0.25,"[0.25, 0.25, 0.25, 0.25, 0.25]",0.5063868652983853
67,iter2_h3_q1,2,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,Q_given_P,"Given that Microsoft develops a functional quantum computer, will the company's quantum computing technology achieve a 28% increase in accuracy in simulating complex materials science problems by 2032?","This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 28% increase in accuracy in simulating complex materials science problems by 2032, as measured by a standardized benchmarking test.",0.5700000000000001,"[0.45, 0.65, 0.45, 0.65, 0.65]",0.5063868652983853
68,iter2_h3_q1,2,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,P_and_Q,Will Microsoft develop a functional quantum computer and achieve a 28% increase in accuracy in simulating complex materials science problems by 2032?,"This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can simulate complex materials science problems by 2030, and the company's quantum computing technology achieves a 28% increase in accuracy in simulating complex materials science problems by 2032, as measured by a standardized benchmarking test.",0.43,"[0.35, 0.35, 0.35, 0.45, 0.65]",0.5063868652983853
372,iter9_h2_q1,9,"The model overestimates the correlation between genetic engineering and the development of new medical treatments, particularly in the context of gene editing",Genetic Engineering,,P,Will the FDA approve more than 10 new gene therapies for rare diseases in 2027?,This question resolves as YES if the FDA's official website or a reputable biotech news source reports that the agency has approved more than 10 new gene therapies for rare diseases in 2027.,0.47,"[0.35, 0.65, 0.65, 0.35, 0.35]",0.4997444455463388
373,iter9_h2_q1,9,"The model overestimates the correlation between genetic engineering and the development of new medical treatments, particularly in the context of gene editing",Genetic Engineering,,Q_given_P,"Given that the FDA approves more than 10 new gene therapies, will the global gene therapy market reach $50 billion in revenue by 2029?",This question resolves as YES if a reputable market research firm (such as Grand View Research or MarketsandMarkets) reports that the global gene therapy market has reached $50 billion in revenue by 2029.,0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.4997444455463388
374,iter9_h2_q1,9,"The model overestimates the correlation between genetic engineering and the development of new medical treatments, particularly in the context of gene editing",Genetic Engineering,,P_and_Q,Will the FDA approve more than 10 new gene therapies and the global gene therapy market reach $50 billion in revenue by 2029?,"This question resolves as YES if the FDA's official website or a reputable biotech news source reports that the agency has approved more than 10 new gene therapies for rare diseases in 2027, and a reputable market research firm reports that the global gene therapy market has reached $50 billion in revenue by 2029.",0.67,"[0.65, 0.65, 0.65, 0.65, 0.75]",0.4997444455463388
101,iter3_h4_q0,3,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,P_and_Q,Will IBM invest more than $8 billion in quantum computing research and development and achieve a 30% increase in adoption among Fortune 500 companies by 2031?,"This question resolves as YES if IBM's official website or a reputable tech news source reports that the company has invested more than $8 billion in quantum computing research and development in 2029, and the company's quantum computing technology achieves a 30% increase in adoption among Fortune 500 companies by 2031, as measured by a reputable market research firm.",0.53,"[0.65, 0.65, 0.35, 0.35, 0.65]",0.4945825400575005
100,iter3_h4_q0,3,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,Q_given_P,"Given that IBM invests more than $8 billion in quantum computing research and development, will the company's quantum computing technology achieve a 30% increase in adoption among Fortune 500 companies by 2031?","This question resolves as YES if IBM's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 30% increase in adoption among Fortune 500 companies by 2031, as measured by a reputable market research firm.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.4945825400575005
99,iter3_h4_q0,3,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,P,Will IBM invest more than $8 billion in quantum computing research and development in 2029?,This question resolves as YES if IBM's official website or a reputable tech news source reports that the company has invested more than $8 billion in quantum computing research and development in 2029.,0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.4945825400575005
445,iter11_h4_q1,11,The model overestimates the correlation between the development of quantum computing and the improvement of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AI,,Q_given_P,"Given that Google invests more than $5 billion in quantum computing research and development, will the company's quantum computing technology achieve a 25% increase in adoption among Fortune 500 companies by 2029?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 25% increase in adoption among Fortune 500 companies by 2029, as measured by a reputable market research firm.",0.6100000000000001,"[0.65, 0.65, 0.65, 0.65, 0.45]",0.4873928514261022
122,iter4_h2_q1,4,The model overestimates the correlation between genetic engineering and the development of new medical treatments,"Genetic Engineering, Medicine",,P_and_Q,Will Editas Medicine invest more than $800 million in genetic engineering research and development and develop a new treatment for muscular dystrophy using gene editing technology by 2031?,"This question resolves as YES if Editas Medicine's official website or a reputable biotech news source reports that the company has invested more than $800 million in genetic engineering research and development for inherited diseases in 2028, and the company develops a new treatment for muscular dystrophy using gene editing technology by 2031.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.4873928514261022
120,iter4_h2_q1,4,The model overestimates the correlation between genetic engineering and the development of new medical treatments,"Genetic Engineering, Medicine",,P,Will Editas Medicine invest more than $800 million in genetic engineering research and development for inherited diseases in 2028?,This question resolves as YES if Editas Medicine's official website or a reputable biotech news source reports that the company has invested more than $800 million in genetic engineering research and development for inherited diseases in 2028.,0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.4873928514261022
121,iter4_h2_q1,4,The model overestimates the correlation between genetic engineering and the development of new medical treatments,"Genetic Engineering, Medicine",,Q_given_P,"Given that Editas Medicine invests more than $800 million in genetic engineering research and development, will the company develop a new treatment for muscular dystrophy using gene editing technology by 2031?",This question resolves as YES if Editas Medicine's official website or a reputable biotech news source reports that the company has developed a new treatment for muscular dystrophy using gene editing technology by 2031.,0.61,"[0.45, 0.65, 0.65, 0.65, 0.65]",0.4873928514261022
444,iter11_h4_q1,11,The model overestimates the correlation between the development of quantum computing and the improvement of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AI,,P,Will Google invest more than $5 billion in quantum computing research and development in 2026?,This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $5 billion in quantum computing research and development in 2026.,0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.4873928514261022
446,iter11_h4_q1,11,The model overestimates the correlation between the development of quantum computing and the improvement of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AI,,P_and_Q,Will Google invest more than $5 billion in quantum computing research and development and achieve a 25% increase in adoption among Fortune 500 companies by 2029?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $5 billion in quantum computing research and development in 2026, and the company's quantum computing technology achieves a 25% increase in adoption among Fortune 500 companies by 2029, as measured by a reputable market research firm.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.4873928514261022
1,iter1_h0_q0,1,The model overestimates the correlation between genetic engineering and the development of new medical treatments,Genetic Engineering,Overestimation of correlation,Q_given_P,"Given that CRISPR Therapeutics invests more than $1.2 billion in genetic engineering research and development, will the company develop a new treatment for cystic fibrosis using gene editing technology by 2030?",This question resolves as YES if CRISPR Therapeutics' official website or a reputable biotech news source reports that the company has developed a new treatment for cystic fibrosis using gene editing technology by 2030.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.486397842654046
0,iter1_h0_q0,1,The model overestimates the correlation between genetic engineering and the development of new medical treatments,Genetic Engineering,Overestimation of correlation,P,Will CRISPR Therapeutics invest more than $1.2 billion in genetic engineering research and development for rare diseases in 2027?,This question resolves as YES if CRISPR Therapeutics' official website or a reputable biotech news source reports that the company has invested more than $1.2 billion in genetic engineering research and development for rare diseases in 2027.,0.3299999999999999,"[0.35, 0.25, 0.35, 0.35, 0.35]",0.486397842654046
2,iter1_h0_q0,1,The model overestimates the correlation between genetic engineering and the development of new medical treatments,Genetic Engineering,Overestimation of correlation,P_and_Q,Will CRISPR Therapeutics invest more than $1.2 billion in genetic engineering research and development and develop a new treatment for cystic fibrosis using gene editing technology by 2030?,"This question resolves as YES if CRISPR Therapeutics' official website or a reputable biotech news source reports that the company has invested more than $1.2 billion in genetic engineering research and development for rare diseases in 2027, and the company develops a new treatment for cystic fibrosis using gene editing technology by 2030.",0.51,"[0.65, 0.45, 0.65, 0.45, 0.35]",0.486397842654046
303,iter7_h1_q0,7,The model underestimates the impact of genetic engineering on the development of new medical treatments for rare diseases,Biotechnology,,P,Will CRISPR Therapeutics invest more than $1 billion in genetic engineering research and development for rare diseases in 2025?,"This question resolves as YES if CRISPR Therapeutics' official website or a reputable biotech news source (such as BioPharma Dive or FierceBiotech) reports that the company has invested more than $1 billion in genetic engineering research and development for rare diseases by December 31, 2025.",0.17,"[0.15, 0.25, 0.15, 0.15, 0.15]",0.4831442842380343
304,iter7_h1_q0,7,The model underestimates the impact of genetic engineering on the development of new medical treatments for rare diseases,Biotechnology,,Q_given_P,"Given that CRISPR Therapeutics invests more than $1 billion in genetic engineering research and development for rare diseases, will the company develop a new treatment for sickle cell disease using gene editing technology by 2027?",This question resolves as YES if CRISPR Therapeutics' official website or a reputable biotech news source reports that the company has developed a new treatment for sickle cell disease using gene editing technology by 2027.,0.8460000000000001,"[0.75, 0.75, 0.75, 0.99, 0.99]",0.4831442842380343
305,iter7_h1_q0,7,The model underestimates the impact of genetic engineering on the development of new medical treatments for rare diseases,Biotechnology,,P_and_Q,Will CRISPR Therapeutics invest more than $1 billion in genetic engineering research and development for rare diseases and develop a new treatment for sickle cell disease using gene editing technology by 2027?,"This question resolves as YES if CRISPR Therapeutics' official website or a reputable biotech news source reports that the company has invested more than $1 billion in genetic engineering research and development for rare diseases by December 31, 2025, and CRISPR Therapeutics' official website or a reputable biotech news source reports that the company has developed a new treatment for sickle cell disease using gene editing technology by 2027.",0.43,"[0.45, 0.45, 0.45, 0.35, 0.45]",0.4831442842380343
30,iter1_h3_q1,1,The model underestimates the impact of quantum computing on the global economy,Quantum Computing,Underestimation of impact,P,Will Google invest more than $8 billion in quantum computing research and development in 2028?,This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $8 billion in quantum computing research and development in 2028.,0.1699999999999999,"[0.15, 0.15, 0.15, 0.25, 0.15]",0.4808681640716313
31,iter1_h3_q1,1,The model underestimates the impact of quantum computing on the global economy,Quantum Computing,Underestimation of impact,Q_given_P,"Given that Google invests more than $8 billion in quantum computing research and development, will the company's quantum computing technology achieve a 35% increase in adoption among Fortune 1000 companies by 2031?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 35% increase in adoption among Fortune 1000 companies by 2031, as measured by a reputable market research firm.",0.49,"[0.45, 0.65, 0.45, 0.45, 0.45]",0.4808681640716313
32,iter1_h3_q1,1,The model underestimates the impact of quantum computing on the global economy,Quantum Computing,Underestimation of impact,P_and_Q,Will Google invest more than $8 billion in quantum computing research and development and achieve a 35% increase in adoption among Fortune 1000 companies by 2031?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $8 billion in quantum computing research and development in 2028, and the company's quantum computing technology achieves a 35% increase in adoption among Fortune 1000 companies by 2031, as measured by a reputable market research firm.",0.3299999999999999,"[0.35, 0.35, 0.45, 0.25, 0.25]",0.4808681640716313
226,iter4_h3_q0,4,The model underestimates the impact of cybersecurity threats on the global economy,Cybersecurity,,Q_given_P,"Given that the number of major cybersecurity breaches increases by more than 30%, will the global economy suffer a loss of more than $1 trillion in 2026?","This question resolves as YES if the World Economic Forum (WEF) or a reputable economic news source (such as Bloomberg or CNBC) reports that the global economy has suffered a loss of more than $1 trillion in 2026, compared to 2025, due to cybersecurity breaches.",0.79,"[0.85, 0.75, 0.85, 0.75, 0.75]",0.477139798097458
227,iter4_h3_q0,4,The model underestimates the impact of cybersecurity threats on the global economy,Cybersecurity,,P_and_Q,Will the number of major cybersecurity breaches increase by more than 30% in 2025 and the global economy suffer a loss of more than $1 trillion in 2026?,"This question resolves as YES if a reputable cybersecurity news source or a leading cybersecurity firm reports that the number of major cybersecurity breaches has increased by more than 30% in 2025, compared to 2024, and the World Economic Forum (WEF) or a reputable economic news source reports that the global economy has suffered a loss of more than $1 trillion in 2026, compared to 2025, due to cybersecurity breaches.",0.2179999999999999,"[0.12, 0.35, 0.12, 0.25, 0.25]",0.477139798097458
225,iter4_h3_q0,4,The model underestimates the impact of cybersecurity threats on the global economy,Cybersecurity,,P,Will the number of major cybersecurity breaches increase by more than 30% in 2025?,"This question resolves as YES if a reputable cybersecurity news source (such as Cybersecurity News or Threatpost) or a leading cybersecurity firm (such as FireEye or CrowdStrike) reports that the number of major cybersecurity breaches has increased by more than 30% in 2025, compared to 2024.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.477139798097458
116,iter4_h1_q1,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,P_and_Q,Will Google invest more than $8 billion in quantum computing research and development and achieve a 35% increase in adoption among Fortune 1000 companies by 2032?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $8 billion in quantum computing research and development in 2029, and the company's quantum computing technology achieves a 35% increase in adoption among Fortune 1000 companies by 2032, as measured by a reputable market research firm.",0.384,"[0.45, 0.35, 0.35, 0.35, 0.42]",0.4702262880100018
115,iter4_h1_q1,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,Q_given_P,"Given that Google invests more than $8 billion in quantum computing research and development, will the company's quantum computing technology achieve a 35% increase in adoption among Fortune 1000 companies by 2032?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 35% increase in adoption among Fortune 1000 companies by 2032, as measured by a reputable market research firm.",0.5900000000000001,"[0.65, 0.65, 0.65, 0.65, 0.35]",0.4702262880100018
114,iter4_h1_q1,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,P,Will Google invest more than $8 billion in quantum computing research and development in 2029?,This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $8 billion in quantum computing research and development in 2029.,0.2099999999999999,"[0.15, 0.15, 0.15, 0.35, 0.25]",0.4702262880100018
299,iter7_h0_q0,7,The model overestimates the correlation between the development of quantum computing and the improvement of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,,P_and_Q,Will Google invest more than $5 billion in quantum computing research and development and develop a functional quantum computer that can process natural language inputs by 2027?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $5 billion in quantum computing research and development by December 31, 2025, and Google's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can process natural language inputs by 2027.",0.22,"[0.15, 0.15, 0.5, 0.15, 0.15]",0.459130748531126
297,iter7_h0_q0,7,The model overestimates the correlation between the development of quantum computing and the improvement of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,,P,Will Google invest more than $5 billion in quantum computing research and development in 2025?,"This question resolves as YES if Google's official website or a reputable tech news source (such as CNBC or Bloomberg) reports that the company has invested more than $5 billion in quantum computing research and development by December 31, 2025.",0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.459130748531126
298,iter7_h0_q0,7,The model overestimates the correlation between the development of quantum computing and the improvement of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,,Q_given_P,"Given that Google invests more than $5 billion in quantum computing research and development, will the company develop a functional quantum computer that can process natural language inputs by 2027?",This question resolves as YES if Google's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can process natural language inputs by 2027.,0.17,"[0.25, 0.15, 0.15, 0.15, 0.15]",0.459130748531126
219,iter4_h2_q0,4,The model overestimates the correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions,Energy and Environment,,P,Will the European Union increase its renewable energy production by more than 20% by the end of 2025?,"This question resolves as YES if the European Union's official website or a reputable energy news source (such as Renewable Energy World or Energy Transition) reports that the EU has increased its renewable energy production by more than 20% by December 31, 2025.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.4529986789247357
220,iter4_h2_q0,4,The model overestimates the correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions,Energy and Environment,,Q_given_P,"Given that the European Union increases its renewable energy production by more than 20%, will greenhouse gas emissions in the EU decrease by more than 15% in 2026?","This question resolves as YES if the European Environment Agency (EEA) or a reputable climate news source (such as Climate Home or Carbon Brief) reports that greenhouse gas emissions in the EU have decreased by more than 15% in 2026, compared to 2025.",0.49,"[0.65, 0.35, 0.45, 0.65, 0.35]",0.4529986789247357
221,iter4_h2_q0,4,The model overestimates the correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions,Energy and Environment,,P_and_Q,Will the European Union increase its renewable energy production by more than 20% by the end of 2025 and greenhouse gas emissions in the EU decrease by more than 15% in 2026?,"This question resolves as YES if the European Union's official website or a reputable energy news source reports that the EU has increased its renewable energy production by more than 20% by December 31, 2025, and the European Environment Agency (EEA) or a reputable climate news source reports that greenhouse gas emissions in the EU have decreased by more than 15% in 2026, compared to 2025.",0.122,"[0.08, 0.12, 0.08, 0.25, 0.08]",0.4529986789247357
123,iter4_h3_q0,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,P,Will Microsoft invest more than $7.5 billion in quantum computing research and development in 2029?,This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has invested more than $7.5 billion in quantum computing research and development in 2029.,0.2299999999999999,"[0.25, 0.25, 0.15, 0.25, 0.25]",0.4470184295710647
124,iter4_h3_q0,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,Q_given_P,"Given that Microsoft invests more than $7.5 billion in quantum computing research and development, will the company's quantum computing technology achieve a 28% increase in adoption among small and medium-sized businesses by 2032?","This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 28% increase in adoption among small and medium-sized businesses by 2032, as measured by a reputable market research firm.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.4470184295710647
125,iter4_h3_q0,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,P_and_Q,Will Microsoft invest more than $7.5 billion in quantum computing research and development and achieve a 28% increase in adoption among small and medium-sized businesses by 2032?,"This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has invested more than $7.5 billion in quantum computing research and development in 2029, and the company's quantum computing technology achieves a 28% increase in adoption among small and medium-sized businesses by 2032, as measured by a reputable market research firm.",0.302,"[0.25, 0.35, 0.28, 0.35, 0.28]",0.4470184295710647
405,iter10_h3_q0,10,The model underestimates the impact of climate change on global food production,Climate Change,,P,Will the European Union implement a carbon pricing mechanism that covers at least 80% of its emissions by 2027?,This question resolves as YES if the European Union's official website or a reputable climate news source reports that the EU has implemented a carbon pricing mechanism that covers at least 80% of its emissions by 2027.,0.53,"[0.35, 0.65, 0.65, 0.35, 0.65]",0.4455363028964769
406,iter10_h3_q0,10,The model underestimates the impact of climate change on global food production,Climate Change,,Q_given_P,"Given that the EU implements a carbon pricing mechanism, will the EU's greenhouse gas emissions decrease by more than 15% by 2030?","This question resolves as YES if the European Environment Agency (EEA) or a reputable climate news source reports that the EU's greenhouse gas emissions have decreased by more than 15% by 2030, compared to 2025.",0.69,"[0.65, 0.75, 0.65, 0.75, 0.65]",0.4455363028964769
407,iter10_h3_q0,10,The model underestimates the impact of climate change on global food production,Climate Change,,P_and_Q,Will the EU implement a carbon pricing mechanism and the EU's greenhouse gas emissions decrease by more than 15% by 2030?,"This question resolves as YES if the European Union's official website or a reputable climate news source reports that the EU has implemented a carbon pricing mechanism that covers at least 80% of its emissions by 2027, and the EEA or a reputable climate news source reports that the EU's greenhouse gas emissions have decreased by more than 15% by 2030, compared to 2025.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.4455363028964769
350,iter8_h3_q1,8,The model underestimates the impact of climate change on global food production,Environmental Science and Policy,,P_and_Q,Will the EU implement a carbon pricing mechanism and the EU's greenhouse gas emissions decrease by more than 15% by 2030?,"This question resolves as YES if the European Union's official website or a reputable climate news source reports that the EU has implemented a carbon pricing mechanism that covers at least 80% of its emissions by 2027, and the EEA or a reputable climate news source reports that the EU's greenhouse gas emissions have decreased by more than 15% by 2030, compared to 2025.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.4455363028964769
349,iter8_h3_q1,8,The model underestimates the impact of climate change on global food production,Environmental Science and Policy,,Q_given_P,"Given that the EU implements a carbon pricing mechanism, will the EU's greenhouse gas emissions decrease by more than 15% by 2030?","This question resolves as YES if the European Environment Agency (EEA) or a reputable climate news source reports that the EU's greenhouse gas emissions have decreased by more than 15% by 2030, compared to 2025.",0.69,"[0.75, 0.65, 0.75, 0.65, 0.65]",0.4455363028964769
348,iter8_h3_q1,8,The model underestimates the impact of climate change on global food production,Environmental Science and Policy,,P,Will the European Union implement a carbon pricing mechanism that covers at least 80% of its emissions by 2027?,This question resolves as YES if the European Union's official website or a reputable climate news source reports that the EU has implemented a carbon pricing mechanism that covers at least 80% of its emissions by 2027.,0.53,"[0.35, 0.65, 0.65, 0.35, 0.65]",0.4455363028964769
35,iter1_h3_q2,1,The model underestimates the impact of quantum computing on the global economy,Quantum Computing,Underestimation of impact,P_and_Q,Will Microsoft invest more than $7 billion in quantum computing research and development and achieve a 25% increase in adoption among small and medium-sized businesses by 2032?,"This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has invested more than $7 billion in quantum computing research and development in 2029, and the company's quantum computing technology achieves a 25% increase in adoption among small and medium-sized businesses by 2032, as measured by a reputable market research firm.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.4428791232240435
33,iter1_h3_q2,1,The model underestimates the impact of quantum computing on the global economy,Quantum Computing,Underestimation of impact,P,Will Microsoft invest more than $7 billion in quantum computing research and development in 2029?,This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has invested more than $7 billion in quantum computing research and development in 2029.,0.3299999999999999,"[0.35, 0.35, 0.35, 0.25, 0.35]",0.4428791232240435
34,iter1_h3_q2,1,The model underestimates the impact of quantum computing on the global economy,Quantum Computing,Underestimation of impact,Q_given_P,"Given that Microsoft invests more than $7 billion in quantum computing research and development, will the company's quantum computing technology achieve a 25% increase in adoption among small and medium-sized businesses by 2032?","This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 25% increase in adoption among small and medium-sized businesses by 2032, as measured by a reputable market research firm.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.4428791232240435
290,iter6_h3_q1,6,The model underestimates the impact of climate change on global food production,Environmental Science,,P_and_Q,Will the EU implement a carbon pricing mechanism and the EU's greenhouse gas emissions decrease by more than 15% in 2026?,"This question resolves as YES if the European Union's official website or a reputable climate news source reports that the EU has implemented a carbon pricing mechanism that covers at least 80% of its emissions by 2025, and the EEA or a reputable climate news source reports that the EU's greenhouse gas emissions have decreased by more than 15% in 2026, compared to 2025.",0.232,"[0.25, 0.25, 0.16, 0.25, 0.25]",0.4405092695440216
289,iter6_h3_q1,6,The model underestimates the impact of climate change on global food production,Environmental Science,,Q_given_P,"Given that the EU implements a carbon pricing mechanism, will the EU's greenhouse gas emissions decrease by more than 15% in 2026?","This question resolves as YES if the European Environment Agency (EEA) or a reputable climate news source reports that the EU's greenhouse gas emissions have decreased by more than 15% in 2026, compared to 2025.",0.17,"[0.25, 0.15, 0.15, 0.15, 0.15]",0.4405092695440216
288,iter6_h3_q1,6,The model underestimates the impact of climate change on global food production,Environmental Science,,P,Will the European Union implement a carbon pricing mechanism that covers at least 80% of its emissions by 2025?,This question resolves as YES if the European Union's official website or a reputable climate news source (such as Climate Home or Carbon Brief) reports that the EU has implemented a carbon pricing mechanism that covers at least 80% of its emissions by 2025.,0.2299999999999999,"[0.25, 0.25, 0.25, 0.25, 0.15]",0.4405092695440216
4,iter1_h0_q1,1,The model overestimates the correlation between genetic engineering and the development of new medical treatments,Genetic Engineering,Overestimation of correlation,Q_given_P,"Given that Editas Medicine invests more than $800 million in genetic engineering research and development, will the company develop a new treatment for muscular dystrophy using gene editing technology by 2031?",This question resolves as YES if Editas Medicine's official website or a reputable biotech news source reports that the company has developed a new treatment for muscular dystrophy using gene editing technology by 2031.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.4385329099253118
3,iter1_h0_q1,1,The model overestimates the correlation between genetic engineering and the development of new medical treatments,Genetic Engineering,Overestimation of correlation,P,Will Editas Medicine invest more than $800 million in genetic engineering research and development for inherited diseases in 2028?,This question resolves as YES if Editas Medicine's official website or a reputable biotech news source reports that the company has invested more than $800 million in genetic engineering research and development for inherited diseases in 2028.,0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.4385329099253118
5,iter1_h0_q1,1,The model overestimates the correlation between genetic engineering and the development of new medical treatments,Genetic Engineering,Overestimation of correlation,P_and_Q,Will Editas Medicine invest more than $800 million in genetic engineering research and development and develop a new treatment for muscular dystrophy using gene editing technology by 2031?,"This question resolves as YES if Editas Medicine's official website or a reputable biotech news source reports that the company has invested more than $800 million in genetic engineering research and development for inherited diseases in 2028, and the company develops a new treatment for muscular dystrophy using gene editing technology by 2031.",0.3299999999999999,"[0.35, 0.25, 0.35, 0.35, 0.35]",0.4385329099253118
76,iter3_h0_q0,3,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,Q_given_P,"Given that Google invests more than $10 billion in quantum computing research and development, will the company's quantum computing technology achieve a 35% increase in adoption among Fortune 1000 companies by 2032?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 35% increase in adoption among Fortune 1000 companies by 2032, as measured by a reputable market research firm.",0.6100000000000001,"[0.65, 0.65, 0.65, 0.45, 0.65]",0.4370651924622104
77,iter3_h0_q0,3,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,P_and_Q,Will Google invest more than $10 billion in quantum computing research and development and achieve a 35% increase in adoption among Fortune 1000 companies by 2032?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $10 billion in quantum computing research and development in 2029, and the company's quantum computing technology achieves a 35% increase in adoption among Fortune 1000 companies by 2032, as measured by a reputable market research firm.",0.37,"[0.45, 0.35, 0.35, 0.35, 0.35]",0.4370651924622104
