model,P,Q,P_and_Q,consistency_score,check_type,sample_id
llama_70b,"Will Wesley So beat Hans Niemann in Speed Chess Championship? The match will be played on 7th of August, 18:00 GMT.

https://www.chess.com/events/2024-speed-chess-championship-main-event/games

If match is cancelled, it resolves N/A.","Given that Wesley So beats Hans Niemann in the Speed Chess Championship, will Hans Niemann advance to the semifinals of the 2024 Speed Chess Championship? Given that Wesley So beats Hans Niemann in the Speed Chess Championship, this question asks if Hans Niemann will advance to the semifinals of the 2024 Speed Chess Championship. The match between Wesley So and Hans Niemann is scheduled to be played on the 7th of August at 18:00 GMT. If the match is cancelled, it resolves as N/A. The resolution criterion for Hans Niemann advancing to the semifinals is straightforward: if Niemann is listed as a participant in the semifinals bracket, the answer is ""Yes."" If not, the answer is ""No."" This outcome is directly measurable by reviewing the official championship bracket upon the conclusion of the quarterfinals. This question provides insight into Niemann's performance throughout the tournament, which may be relevant for understanding his capabilities in discrete matches such as against Wesley So.","Will both Wesley So beat Hans Niemann in the Speed Chess Championship on August 7th, 2024, and Hans Niemann advance to the semifinals of the 2024 Speed Chess Championship? Body: This question requires both of the following to occur: (a) Wesley So must beat Hans Niemann in their Speed Chess Championship match scheduled for the 7th of August, 18:00 GMT. The match details can be found at https://www.chess.com/events/2024-speed-chess-championship-main-event/games. If the match is cancelled, this part resolves N/A. (b) Hans Niemann must secure a position in the semifinals of the 2024 Speed Chess Championship. This is determined by whether Niemann is listed as a participant in the semifinals bracket, which can be verified by reviewing the official championship bracket upon the conclusion of the quarterfinals. If both conditions are met, the answer is ""Yes."" If either condition is not met, the answer is ""No."" This question requires both of the following to occur: (a) Wesley So must beat Hans Niemann in their Speed Chess Championship match scheduled for the 7th of August, 18:00 GMT. The match details can be found at https://www.chess.com/events/2024-speed-chess-championship-main-event/games. If the match is cancelled, this part resolves N/A. (b) Hans Niemann must secure a position in the semifinals of the 2024 Speed Chess Championship. This is determined by whether Niemann is listed as a participant in the semifinals bracket, which can be verified by reviewing the official championship bracket upon the conclusion of the quarterfinals. If both conditions are met, the answer is ""Yes."" If either condition is not met, the answer is ""No.""",0.3180120498401537,eval_file,20
llama_70b,"Will South Africa elect a president before July 1, 2024? This question will resolve as **Yes** if the South African National Assembly officially elects a president before July 1, 2024, according to reports from credible sources.","Given that South Africa elects a president before July 1, 2024, will South Africa see a 10% increase in foreign direct investment (FDI) by the end of 2024? Given that the South African National Assembly officially elects a president before July 1, 2024, according to reports from credible sources, this question asks if South Africa will experience at least a 10% increase in foreign direct investment (FDI) over the year 2024. The measure will be based on FDI statistics released by the South African Reserve Bank or other credible institutions, comparing FDI levels from the start of 2024 to the end of the year. The resolution of this question will be informed by official economic reports and expert analyses. The question will resolve as NO only if a president is elected before July 1, 2024, and South Africa does not see a 10% increase in FDI by the end of 2024; it resolves as YES in all other cases.","Will both South Africa elect a president before July 1, 2024, and see a 10% increase in foreign direct investment by the end of 2024? This question will resolve as **Yes** if both of the following conditions are met:

(a) The South African National Assembly officially elects a president before July 1, 2024. This will be determined based on reports from credible sources confirming the election of a president by the specified date.

(b) South Africa experiences at least a 10% increase in foreign direct investment (FDI) over the year 2024. This will be measured by comparing FDI levels from the start of 2024 to the end of the year, using statistics released by the South African Reserve Bank or other credible institutions. The resolution of this condition will be informed by official economic reports and expert analyses.

Both conditions must be satisfied for the question to resolve as **Yes**. If either condition is not met, the question will resolve as **No**.",0.3125472827132976,eval_file,39
llama_70b,"Will Latvia qualify for the Grand Final in Eurovision 2024? This question will resolve as **Yes** if Latvia participates in a Semi-final and is then officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If Latvia does not qualify, the question will resolve as **No**.","Given that Latvia qualifies for the Grand Final in Eurovision 2024, will any Latvian artist sign an international record deal in 2024? Given that Latvia participates in a Semi-final and is then officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final, this question asks if any Latvian musical artist will be confirmed to have signed a record deal with a record label headquartered outside Latvia in 2024. The record deal must be publicly announced by either the artist or the record label. If no such international deal is announced by the end of 2024, the question will resolve as **No**. If Latvia does not qualify for the Grand Final, the question will resolve as **Yes** regardless of any record deals.","Will both Latvia qualify for the Grand Final in Eurovision 2024 and any Latvian artist sign an international record deal in 2024? Will both of the following occur: (a) Latvia qualifies for the Grand Final in Eurovision 2024, and (b) any Latvian artist signs an international record deal in 2024? 

This question will resolve as **Yes** if both of the following conditions are met:

1. Latvia qualifies for the Grand Final in Eurovision 2024: This will be confirmed if Latvia participates in a Semi-final and is then officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If Latvia does not qualify, this part of the question will resolve as **No**.

2. Any Latvian artist signs an international record deal in 2024: This will be confirmed if any Latvian musical artist is confirmed to have signed a record deal with a record label headquartered outside Latvia in 2024. The record deal must be publicly announced by either the artist or the record label. If no such international deal is announced by the end of 2024, this part of the question will resolve as **No**.

If both conditions are met, the question will resolve as **Yes**. If either or both conditions are not met, the question will resolve as **No**.",0.3079775643970619,eval_file,62
llama_70b,"Will Iran carry out a deadly attack within Israel before May 1, 2024? This question resolves **Yes** if, following the date of this question's publication and before May 1, 2024, credible reports indicate that an attack attributed to Iran and occurring within Israel's borders has led to the death of at least five individuals.","Given that Iran carries out a deadly attack within Israel before May 1, 2024, will the United States impose new sanctions on Iran before May 1, 2024? Given that Iran carries out a deadly attack within Israel before May 1, 2024, this question asks if the United States will impose new sanctions on Iran before May 1, 2024. The first condition resolves **Yes** if, following the date of this question's publication and before May 1, 2024, credible reports indicate that an attack attributed to Iran and occurring within Israel's borders has led to the death of at least five individuals. The second condition resolves to **Yes** if, before May 1, 2024, the United States announces the imposition of new economic, trade, or diplomatic sanctions specifically targeting Iran. These sanctions must be publicly acknowledged by official U.S. government channels and must be in direct response to geopolitical tensions or conflict involving Iran, not for unrelated reasons or routine policy updates.","Will both Iran carry out a deadly attack within Israel and the United States impose new sanctions on Iran before May 1, 2024? This question resolves to **Yes** if both of the following conditions are met:

(a) Following the date of this question's publication and before May 1, 2024, credible reports indicate that an attack attributed to Iran and occurring within Israel's borders has led to the death of at least five individuals. This includes all news reports and quotes, current situation descriptions, historical background, and cited sources and their specific claims.

(b) Before May 1, 2024, the United States announces the imposition of new economic, trade, or diplomatic sanctions specifically targeting Iran. These sanctions must be publicly acknowledged by official U.S. government channels and must be in direct response to geopolitical tensions or conflict involving Iran, not for unrelated reasons or routine policy updates. This includes all news reports and quotes, current situation descriptions, historical background, and cited sources and their specific claims.

All specific dates and deadlines, numerical thresholds, qualifying conditions, and examples of what does/doesn't qualify from both original questions are included in this combined question.",0.3071201780251069,eval_file,92
llama_8b,"Will Borussia Dortmund win the 2023/2024 UEFA Champions League? The question resolves **Yes** if Borussia Dortmund wins the Final on the 1st of June 2024, according to [UEFA](https://www.uefa.com/uefachampionsleague/). All other teams will resolve as **No**.","Given that Borussia Dortmund wins the 2023/2024 UEFA Champions League, will a German club record a transfer sale exceeding €80 million in the summer transfer window of 2024? Given that Borussia Dortmund wins the Final on the 1st of June 2024, according to [UEFA](https://www.uefa.com/uefachampionsleague/), this question asks if any club within the German Bundesliga will complete the sale of a player for a transfer fee exceeding €80 million during the summer transfer window of 2024, typically running from June to September. Official announcements from the selling club or the receiving club concerning the transfer fee will be used as resolution criteria. If no such sale is reported within this period, the outcome will be **No**.","Will both Borussia Dortmund win the 2023/2024 UEFA Champions League and a German club record a transfer sale exceeding €80 million in the summer transfer window of 2024? This question resolves as **Yes** only if both of the following conditions are met:

1. Borussia Dortmund wins the 2023/2024 UEFA Champions League. This will be determined by Borussia Dortmund winning the Final on the 1st of June 2024, according to [UEFA](https://www.uefa.com/uefachampionsleague/). If any other team wins, this part resolves as **No**.

2. A German club records a transfer sale exceeding €80 million in the summer transfer window of 2024. This will resolve as **Yes** if any club within the German Bundesliga completes the sale of a player for a transfer fee exceeding €80 million during the summer transfer window of 2024, which typically runs from June to September. Official announcements from the selling club or the receiving club concerning the transfer fee will be used as resolution criteria. If no such sale is reported within this period, this part resolves as **No**.

For the overall question to resolve as **Yes**, both conditions must be satisfied. If either or both conditions are not met, the question resolves as **No**.",1.1505046287871008,eval_file,91
llama_8b,"Between July 17 and July 28, 2024, will the strongest geomagnetic storm have a K-index (""Kp"") greater than 4 and less than or equal to 6? This question resolves Yes if the highest Planetary K-index (""Kp"") between July 17 and July 28, 2024 (inclusive) is greater than 4 and less than or equal to 6, according to the German Research Center for Geosciences in their running 30-day history data product.","Given that between July 17 and July 28, 2024, the strongest geomagnetic storm has a K-index (""Kp"") greater than 4 and less than or equal to 6, will over 10 satellites experience operational disruptions due to geomagnetic storms in July 2024? Given that between July 17 and July 28, 2024 (inclusive), the strongest geomagnetic storm has a Planetary K-index (""Kp"") greater than 4 and less than or equal to 6, according to the German Research Center for Geosciences in their running 30-day history data product, this question asks if more than 10 satellites will experience operational disruptions attributed to geomagnetic storms at any point during the month of July 2024. Operational disruptions include temporary loss of function, communication issues, or changes in orbit stability. Public reports from satellite operators or official statements acknowledging such disruptions will be used for resolution.","Will both of the following occur in July 2024: (a) The strongest geomagnetic storm between July 17 and July 28 have a K-index greater than 4 and less than or equal to 6, AND (b) Over 10 satellites experience operational disruptions due to geomagnetic storms? This question resolves to Yes only if both of the following conditions are met:

(a) The highest Planetary K-index (""Kp"") between July 17 and July 28, 2024 (inclusive) is greater than 4 and less than or equal to 6. This will be determined according to the German Research Center for Geosciences in their running 30-day history data product.

(b) More than 10 satellites experience operational disruptions attributed to geomagnetic storms at any point during the month of July 2024. Operational disruptions include temporary loss of function, communication issues, or changes in orbit stability. Public reports from satellite operators or official statements acknowledging such disruptions will be used for resolution.

Both conditions must be satisfied for the question to resolve to Yes. If either condition is not met, the question resolves to No.",0.9390328142750745,eval_file,70
llama_8b,"Will OpenAI publicly commit to the ""no retaliation for public risk disclosure"" principle before July 1, 2024? This question resolves as **Yes** if, before July 1, 2024, both of the following are true:

- OpenAI publicly commits to the ""no retaliation for public risk disclosure"" principle via a statement from the company or a company spokesperson, such as Sam Altman. The statement may be formal (such as a press release) or informal (such as a tweet or quote in an interview). The statement from OpenAI must indicate a new level of commitment to the principle in question, relative to the time the righttowarn.ai statement was published; it cannot be a reiteration that, for example, ""we already have a culture of open criticism"". 
- Metaculus verifies that the company has accepted the principle to the satisfaction of at least one member of righttowarn.ai. Metaculus may reach out to select signatories or endorsers to assess their level of satisfaction with OpenAI's commitment. Statements must be at least as rigorous as ""this was a good first step"" for this question to resolve as **Yes**.","Given that OpenAI publicly commits to the ""no retaliation for public risk disclosure"" principle before July 1, 2024, will Microsoft adopt a formal ""no retaliation for public risk disclosure"" policy by the end of 2024? Given that before July 1, 2024, both of the following are true: (1) OpenAI publicly commits to the ""no retaliation for public risk disclosure"" principle via a statement from the company or a company spokesperson, such as Sam Altman. The statement may be formal (such as a press release) or informal (such as a tweet or quote in an interview). The statement from OpenAI must indicate a new level of commitment to the principle in question, relative to the time the righttowarn.ai statement was published; it cannot be a reiteration that, for example, ""we already have a culture of open criticism"". (2) Metaculus verifies that the company has accepted the principle to the satisfaction of at least one member of righttowarn.ai. Metaculus may reach out to select signatories or endorsers to assess their level of satisfaction with OpenAI's commitment. Statements must be at least as rigorous as ""this was a good first step"" for this question to resolve as **Yes**. This question asks if, by December 31, 2024, Microsoft publicly commits to a policy that ensures no retaliation against employees, partners, or third parties for disclosing legitimate concerns related to AI risk or ethical considerations. The commitment must be documented through an official statement from Microsoft or a senior executive, indicating a substantive change or initiation of such a policy, thereby enhancing transparency and accountability in its AI research and operations. Verification will involve validating the statement's authenticity and ensuring it is recognized by a credible third party focused on AI ethics or industry standards.","Will both OpenAI and Microsoft commit to ""no retaliation for public risk disclosure"" principles by their respective deadlines? This question resolves as **Yes** if both of the following conditions are met:

1. **OpenAI Commitment**: Before July 1, 2024, OpenAI must publicly commit to the ""no retaliation for public risk disclosure"" principle. This commitment must be made via a statement from the company or a company spokesperson, such as Sam Altman. The statement can be formal (such as a press release) or informal (such as a tweet or quote in an interview). It must indicate a new level of commitment to the principle, relative to the time the righttowarn.ai statement was published; it cannot be a reiteration of existing policies. Additionally, Metaculus must verify that the company has accepted the principle to the satisfaction of at least one member of righttowarn.ai. Metaculus may reach out to select signatories or endorsers to assess their level of satisfaction with OpenAI's commitment. Statements must be at least as rigorous as ""this was a good first step"" for this condition to resolve as **Yes**.

2. **Microsoft Policy Adoption**: By December 31, 2024, Microsoft must publicly commit to a formal ""no retaliation for public risk disclosure"" policy. This policy must ensure no retaliation against employees, partners, or third parties for disclosing legitimate concerns related to AI risk or ethical considerations. The commitment must be documented through an official statement from Microsoft or a senior executive, indicating a substantive change or initiation of such a policy, thereby enhancing transparency and accountability in its AI research and operations. Verification will involve validating the statement's authenticity and ensuring it is recognized by a credible third party focused on AI ethics or industry standards.

Both conditions must be satisfied for this question to resolve as **Yes**.",0.7668965999269222,eval_file,54
llama_8b,Will a swimmer win the most gold medals at the 2024 Paris Olympics? The question resolves as **Yes** if the athlete with the highest number of 2024 Olympic gold medals competes in the swimming events.,"Given that a swimmer wins the most gold medals at the 2024 Paris Olympics, will a track and field athlete win the most gold medals at the 2024 Paris Olympics? Given that the athlete with the highest number of 2024 Olympic gold medals competes in the swimming events, this question asks if the athlete with the highest number of 2024 Olympic gold medals also competes in track and field events. This includes any events categorized under track and field according to the official 2024 Paris Olympics guidelines. The resolution of this question depends on the official medal count as released by the Olympic committee at the conclusion of the event.",Will both a swimmer and a track and field athlete win the most gold medals at the 2024 Paris Olympics? The question resolves as **Yes** if both of the following occur: (a) The athlete with the highest number of 2024 Olympic gold medals competes in the swimming events. (b) The athlete with the highest number of 2024 Olympic gold medals competes in track and field events. This includes any events categorized under track and field according to the official 2024 Paris Olympics guidelines. The resolution of this question depends on the official medal count as released by the Olympic committee at the conclusion of the event.,0.7347221115681309,eval_file,50
llama_8b,"Will Kamala Harris be the Democratic VP? If Kamala Harris is nominated as the Democratic VP, this market will resolve to yes. If someone else is selected as VP, this market will resolve to no. If the VP is changed for any reason after the initial nomination, that will not change the resolution of this market. The market can resolve immediately after the nomination.","Given that Kamala Harris is nominated as the Democratic VP, will the 2024 Democratic National Convention be held virtually due to COVID-19? Given that Kamala Harris is nominated as the Democratic VP, this question asks if the 2024 Democratic National Convention will be held virtually due to COVID-19. If Kamala Harris is nominated as the Democratic VP, this market will resolve to yes. If someone else is selected as VP, this market will resolve to no. If the VP is changed for any reason after the initial nomination, that will not change the resolution of this market. The market can resolve immediately after the nomination. This question asks whether the 2024 Democratic National Convention will be held virtually, similar to previous instances during the pandemic, due to concerns or restrictions related to the COVID-19 pandemic. The resolution criteria here would involve confirmation from official Democratic National Committee communications or major media outlets that the event will not be held in-person but rather virtually, either entirely or in significant portions, because of the pandemic. The event typically occurs in the summer preceding the presidential election, and resolution will be based on announcements or adaptations made prior to or during the event itself.","Will both Kamala Harris be nominated as the Democratic VP and the 2024 Democratic National Convention be held virtually due to COVID-19? This question asks whether both of the following will occur: (a) Kamala Harris will be nominated as the Democratic Vice President, and (b) the 2024 Democratic National Convention will be held virtually due to COVID-19 concerns.

For part (a), if Kamala Harris is nominated as the Democratic VP, this market will resolve to yes. If someone else is selected as VP, this market will resolve to no. If the VP is changed for any reason after the initial nomination, that will not change the resolution of this market. The market can resolve immediately after the nomination.

For part (b), this question asks whether the 2024 Democratic National Convention will be held virtually, similar to previous instances during the pandemic, due to concerns or restrictions related to the COVID-19 pandemic. The resolution criteria here would involve confirmation from official Democratic National Committee communications or major media outlets that the event will not be held in-person but rather virtually, either entirely or in significant portions, because of the pandemic. The event typically occurs in the summer preceding the presidential election, and resolution will be based on announcements or adaptations made prior to or during the event itself.

Both conditions must be met for this combined question to resolve to yes.",0.6915233328089039,eval_file,97
llama_8b,"Will South Africa elect a president before July 1, 2024? This question will resolve as **Yes** if the South African National Assembly officially elects a president before July 1, 2024, according to reports from credible sources.","Given that South Africa elects a president before July 1, 2024, will South Africa see a 10% increase in foreign direct investment (FDI) by the end of 2024? Given that the South African National Assembly officially elects a president before July 1, 2024, according to reports from credible sources, this question asks if South Africa will experience at least a 10% increase in foreign direct investment (FDI) over the year 2024. The measure will be based on FDI statistics released by the South African Reserve Bank or other credible institutions, comparing FDI levels from the start of 2024 to the end of the year. The resolution of this question will be informed by official economic reports and expert analyses. The question will resolve as NO only if a president is elected before July 1, 2024, and South Africa does not see a 10% increase in FDI by the end of 2024; it resolves as YES in all other cases.","Will both South Africa elect a president before July 1, 2024, and see a 10% increase in foreign direct investment by the end of 2024? This question will resolve as **Yes** if both of the following conditions are met:

(a) The South African National Assembly officially elects a president before July 1, 2024. This will be determined based on reports from credible sources confirming the election of a president by the specified date.

(b) South Africa experiences at least a 10% increase in foreign direct investment (FDI) over the year 2024. This will be measured by comparing FDI levels from the start of 2024 to the end of the year, using statistics released by the South African Reserve Bank or other credible institutions. The resolution of this condition will be informed by official economic reports and expert analyses.

Both conditions must be satisfied for the question to resolve as **Yes**. If either condition is not met, the question will resolve as **No**.",0.6762734429884111,eval_file,31
llama_8b,"Will the Minnesota Timberwolves win the 2024 NBA Finals? The question resolves Yes if the Minnesota Timberwolves are crowned the champion of the 2024 NBA Finals, according to [the NBA](https://www.nba.com/). 

It resolves No if any other team wins or if the Timberwolves are eliminated from contention.","Given that the Minnesota Timberwolves win the 2024 NBA Finals, will Anthony Edwards miss any games in the 2024 NBA Playoffs due to injury? Given that the Minnesota Timberwolves are crowned the champion of the 2024 NBA Finals, according to [the NBA](https://www.nba.com/), this question asks if Anthony Edwards, a key player for the Minnesota Timberwolves, misses any game in the 2024 NBA Playoffs due to an injury. This will be determined based on reports from reputable news sources or official NBA reports. The question resolves Yes if Anthony Edwards misses any game in the 2024 NBA Playoffs due to an injury. It resolves No if he plays in all playoff games without being sidelined by an injury. This provides insight into factors that could influence the Timberwolves' performance and their chance of winning the NBA Finals.","Will the Minnesota Timberwolves win the 2024 NBA Finals AND will Anthony Edwards miss any games in the 2024 NBA Playoffs due to injury? Will both of the following occur: (a) The Minnesota Timberwolves are crowned the champion of the 2024 NBA Finals, according to [the NBA](https://www.nba.com/). This resolves Yes if the Timberwolves win the Finals and No if any other team wins or if the Timberwolves are eliminated from contention. (b) Anthony Edwards, a key player for the Minnesota Timberwolves, misses any game in the 2024 NBA Playoffs due to an injury, as reported by reputable news sources or official NBA reports. This resolves Yes if he misses any game due to injury and No if he plays in all playoff games without being sidelined by an injury.",0.5643928100488744,eval_file,73
llama_8b,"On July 17, 2024, will Nvidia's market capitalization be larger than Apple's? This question resolves Yes if, on July 17, 2024, the market cap of Nvidia is greater than that of Apple, according to Companies Market Cap, when checked by Metaculus at approximately 4 PM EDT (8 PM UTC).","Given that on July 17, 2024, Nvidia's market capitalization is larger than Apple's, will Nvidia announce a new strategic partnership with an AI research firm in 2024? Given that on July 17, 2024, the market cap of Nvidia is greater than that of Apple, according to Companies Market Cap, when checked by Metaculus at approximately 4 PM EDT (8 PM UTC), this question asks if Nvidia will publicly announce a new strategic partnership with a company or research institution focused primarily on artificial intelligence research or development in 2024. The criteria for ""strategic partnership"" include long-term collaboration agreements explicitly aimed at advancing AI technologies, as verified by press releases or official statements from Nvidia. The announcement should be publicly disseminated through reputable media outlets or Nvidia’s official channels.","Will both Nvidia's market capitalization exceed Apple's on July 17, 2024, and will Nvidia announce a new strategic partnership with an AI research firm in 2024? This question resolves to ""Yes"" only if both of the following conditions are met:

1. On July 17, 2024, the market capitalization of Nvidia is greater than that of Apple. This will be determined according to Companies Market Cap, when checked by Metaculus at approximately 4 PM EDT (8 PM UTC).

2. Nvidia publicly announces a new strategic partnership with a company or research institution focused primarily on artificial intelligence research or development in 2024. The criteria for ""strategic partnership"" include long-term collaboration agreements explicitly aimed at advancing AI technologies, as verified by press releases or official statements from Nvidia. The announcement should be publicly disseminated through reputable media outlets or Nvidia’s official channels.

Both conditions must be satisfied for the question to resolve to ""Yes."" If either condition is not met, the question will resolve to ""No.""",0.5626423441837863,eval_file,82
llama_8b,"Will South Africa elect a president before July 1, 2024? This question will resolve as **Yes** if the South African National Assembly officially elects a president before July 1, 2024, according to reports from credible sources.","Given that South Africa elects a president before July 1, 2024, will South Africa see a 10% increase in foreign direct investment (FDI) by the end of 2024? Given that the South African National Assembly officially elects a president before July 1, 2024, according to reports from credible sources, this question asks if South Africa will experience at least a 10% increase in foreign direct investment (FDI) over the year 2024. The measure will be based on FDI statistics released by the South African Reserve Bank or other credible institutions, comparing FDI levels from the start of 2024 to the end of the year. The resolution of this question will be informed by official economic reports and expert analyses. The question will resolve as NO only if a president is elected before July 1, 2024, and South Africa does not see a 10% increase in FDI by the end of 2024; it resolves as YES in all other cases.","Will both South Africa elect a president before July 1, 2024, and see a 10% increase in foreign direct investment by the end of 2024? This question will resolve as **Yes** if both of the following conditions are met:

(a) The South African National Assembly officially elects a president before July 1, 2024. This will be determined based on reports from credible sources confirming the election of a president by the specified date.

(b) South Africa experiences at least a 10% increase in foreign direct investment (FDI) over the year 2024. This will be measured by comparing FDI levels from the start of 2024 to the end of the year, using statistics released by the South African Reserve Bank or other credible institutions. The resolution of this condition will be informed by official economic reports and expert analyses.

Both conditions must be satisfied for the question to resolve as **Yes**. If either condition is not met, the question will resolve as **No**.",0.492837815944527,eval_file,44
llama_8b,"Will Wesley So beat Hans Niemann in Speed Chess Championship? The match will be played on 7th of August, 18:00 GMT.

https://www.chess.com/events/2024-speed-chess-championship-main-event/games

If match is cancelled, it resolves N/A.","Given that Wesley So beats Hans Niemann in the Speed Chess Championship, will Hans Niemann advance to the semifinals of the 2024 Speed Chess Championship? Given that Wesley So beats Hans Niemann in the Speed Chess Championship, this question asks if Hans Niemann will advance to the semifinals of the 2024 Speed Chess Championship. The match between Wesley So and Hans Niemann is scheduled to be played on the 7th of August at 18:00 GMT. If the match is cancelled, it resolves as N/A. The resolution criterion for Hans Niemann advancing to the semifinals is straightforward: if Niemann is listed as a participant in the semifinals bracket, the answer is ""Yes."" If not, the answer is ""No."" This outcome is directly measurable by reviewing the official championship bracket upon the conclusion of the quarterfinals. This question provides insight into Niemann's performance throughout the tournament, which may be relevant for understanding his capabilities in discrete matches such as against Wesley So.","Will both Wesley So beat Hans Niemann in the Speed Chess Championship on August 7th, 2024, and Hans Niemann advance to the semifinals of the 2024 Speed Chess Championship? Body: This question requires both of the following to occur: (a) Wesley So must beat Hans Niemann in their Speed Chess Championship match scheduled for the 7th of August, 18:00 GMT. The match details can be found at https://www.chess.com/events/2024-speed-chess-championship-main-event/games. If the match is cancelled, this part resolves N/A. (b) Hans Niemann must secure a position in the semifinals of the 2024 Speed Chess Championship. This is determined by whether Niemann is listed as a participant in the semifinals bracket, which can be verified by reviewing the official championship bracket upon the conclusion of the quarterfinals. If both conditions are met, the answer is ""Yes."" If either condition is not met, the answer is ""No."" This question requires both of the following to occur: (a) Wesley So must beat Hans Niemann in their Speed Chess Championship match scheduled for the 7th of August, 18:00 GMT. The match details can be found at https://www.chess.com/events/2024-speed-chess-championship-main-event/games. If the match is cancelled, this part resolves N/A. (b) Hans Niemann must secure a position in the semifinals of the 2024 Speed Chess Championship. This is determined by whether Niemann is listed as a participant in the semifinals bracket, which can be verified by reviewing the official championship bracket upon the conclusion of the quarterfinals. If both conditions are met, the answer is ""Yes."" If either condition is not met, the answer is ""No.""",0.4748543253940688,eval_file,75
o1-mini,"Will Ireland qualify for the Grand Final in Eurovision 2024? This question will resolve as **Yes** if Ireland participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If Ireland does not qualify, the question will resolve as **No**.","Given that Ireland qualifies for the Grand Final in Eurovision 2024, will any Nordic country other than Sweden and Norway qualify for the Eurovision 2024 Grand Final? Given that Ireland participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final, this question asks if any of the Nordic countries, excluding Sweden and Norway, participate in a Semi-final and are officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. This question explores the voting patterns and political dynamics that might influence which countries advance to the Grand Final. The question will resolve as **Yes** if any such Nordic country qualifies, and as **No** if no such Nordic country qualifies.","Will both Ireland and any Nordic country other than Sweden and Norway qualify for the Eurovision 2024 Grand Final? This question will resolve as **Yes** if both of the following conditions are met:

(a) Ireland participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If Ireland does not qualify, this part of the question will resolve as **No**.

(b) Any of the Nordic countries, excluding Sweden and Norway, participate in a Semi-final and are officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If no such Nordic country qualifies, this part of the question will resolve as **No**. This part of the question explores the voting patterns and political dynamics that might influence which countries advance to the Grand Final.

The final resolution of this combined question will be **Yes** only if both (a) and (b) resolve as **Yes**. If either (a) or (b) resolves as **No**, the final resolution will be **No**.",0.6913485697528771,eval_file,73
o1-mini,Will an athlete win more than one medal for tennis at the 2024 Paris Olympics? This question resolves as **Yes** if any athlete wins at least two medals for tennis at the 2024 Paris Olympics.,"Given that an athlete wins more than one medal for tennis at the 2024 Paris Olympics, will the USA win more than two tennis medals at the 2024 Paris Olympics? Given that any athlete wins at least two medals for tennis at the 2024 Paris Olympics, this question asks if the United States will win more than two medals in tennis at the 2024 Paris Olympics, across all events (including singles, doubles, and mixed doubles). The resolution is based on the official medal tally at the conclusion of the tennis events at the Olympics. The focus is exclusively on the total count of medals won by USA tennis players, irrespective of medal type (gold, silver, or bronze).","Will both an athlete win more than one medal for tennis and the USA win more than two tennis medals at the 2024 Paris Olympics? This question resolves as **Yes** if both of the following conditions are met:  
(a) Any athlete wins at least two medals for tennis at the 2024 Paris Olympics.  
(b) The United States wins more than two medals in tennis at the 2024 Paris Olympics, across all events (including singles, doubles, and mixed doubles). The resolution is based on the official medal tally at the conclusion of the tennis events at the Olympics. The focus is exclusively on the total count of medals won by USA tennis players, irrespective of medal type (gold, silver, or bronze).",0.6776230953592568,eval_file,49
