,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
277,iter10_h1_q0,10,"The model underestimates the impact of genetic engineering on crop yields in developing countries, particularly in the context of drought-resistant crops",Genetic Engineering,,Q_given_P,"Given the policies, will the adoption of genetically engineered drought-resistant crops in Ethiopia increase by 30% by 2032?","This question resolves as YES if the adoption of genetically engineered drought-resistant crops in Ethiopia increases by 30% by 2032, given the implementation of policies by the African Union to promote the use of genetic engineering in agriculture, as reported by the Ethiopian Ministry of Agriculture or other credible sources like the International Service for the Acquisition of Agri-biotech Applications. Resolution criteria: Official reports from the Ethiopian Ministry of Agriculture, the International Service for the Acquisition of Agri-biotech Applications, or other reputable sources. Resolution date: December 31, 2032.",0.62,"[0.62, 0.62, 0.62, 0.62, 0.62]",0.5039905096294248
504,iter5_h1_q1,5,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,,P,Will the number of likes on Rivian's Facebook page increase by 30% in 2029?,"This question resolves as YES if the number of likes on Rivian's Facebook page increases by 30% in 2029, as reported by Rivian's official Facebook page or other credible sources like Sprout Social. Resolution criteria: Official reports from Rivian, Sprout Social, or other reputable social media analytics sources. Resolution date: December 31, 2029.",0.4599999999999999,"[0.62, 0.42, 0.42, 0.42, 0.42]",0.5004772554811859
506,iter5_h1_q1,5,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,,P_and_Q,Will the number of likes on Rivian's Facebook page increase by 30% in 2029 and Rivian's sales increase by 20% in 2030?,"This question resolves as YES if both conditions are met: the number of likes on Rivian's Facebook page increases by 30% in 2029, and Rivian's sales increase by 20% in 2030, as reported by Rivian's official Facebook page, Rivian's official earnings reports, or other credible sources like Sprout Social or Forbes. Resolution criteria: Official reports from Rivian, Sprout Social, Forbes, or other reputable sources. Resolution date: December 31, 2030.",0.386,"[0.42, 0.42, 0.42, 0.42, 0.25]",0.5004772554811859
505,iter5_h1_q1,5,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,,Q_given_P,"Given the increase in likes, will Rivian's sales increase by 20% in 2030?","This question resolves as YES if, given the increase in likes on Rivian's Facebook page, Rivian's sales increase by 20% in 2030, as reported by Rivian's official earnings reports or other credible sources like Forbes. Resolution criteria: Official reports from Rivian, Forbes, or other reputable financial news outlets. Resolution date: December 31, 2030.",0.25,"[0.25, 0.25, 0.25, 0.25, 0.25]",0.5004772554811859
371,iter1_h1_q0,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P_and_Q,Will IBM develop a quantum computer capable of performing complex calculations by 2032 and the development of AGI in natural language processing accelerate by 30% in the next 3 years?,"This question resolves as YES if both conditions are met: IBM develops a quantum computer capable of performing complex calculations by 2032, and the development of AGI in natural language processing accelerates by 30% in the next 3 years, as reported by IBM's official blog, research papers published in top-tier AI conferences, or other credible sources like Wired or Harvard Business Review. Resolution criteria: Official reports from IBM, research papers published in top-tier AI conferences, Wired, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2035.",0.608,"[0.6, 0.62, 0.62, 0.62, 0.58]",0.4983126146378734
370,iter1_h1_q0,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,Q_given_P,"Given IBM's development of a quantum computer, will the development of AGI in natural language processing accelerate by 30% in the next 3 years?","This question resolves as YES if, given IBM's development of a quantum computer capable of performing complex calculations, the development of AGI in natural language processing accelerates by 30% in the next 3 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from IBM, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2035.",0.346,"[0.42, 0.25, 0.22, 0.22, 0.62]",0.4983126146378734
369,iter1_h1_q0,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P,Will IBM develop a quantum computer capable of performing complex calculations by 2032?,"This question resolves as YES if IBM develops a quantum computer capable of performing complex calculations by 2032, as reported by IBM's official blog or other credible sources like Wired. Resolution criteria: Official reports from IBM, Wired, or other reputable tech news outlets. Resolution date: December 31, 2032.",0.8320000000000001,"[0.82, 0.85, 0.85, 0.82, 0.82]",0.4983126146378734
84,iter3_h4_q0,3,The model overgeneralizes tech company compliance based on industry trends,AI and Computing,,P,Will Meta comply with the EU's Digital Services Act in 2025?,"This question resolves as YES if Meta complies with the EU's Digital Services Act in 2025, as reported by Meta's official reports or other credible sources. Resolution criteria: Official reports from Meta, Bloomberg, or Reuters. Resolution date: December 31, 2025.",0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.4963592057401186
86,iter3_h4_q0,3,The model overgeneralizes tech company compliance based on industry trends,AI and Computing,,P_and_Q,Will Meta comply with the EU's Digital Services Act and Facebook's user growth rate increase by 5% in 2025?,"This question resolves as YES if both Meta complies with the EU's Digital Services Act and Facebook's user growth rate increases by 5% in 2025, as reported by Meta's official reports and Facebook's official reports or other credible sources. Resolution criteria: Official reports from Meta and Facebook, and official data from Bloomberg or Reuters. Resolution date: December 31, 2025.",0.5199999999999999,"[0.42, 0.72, 0.42, 0.62, 0.42]",0.4963592057401186
85,iter3_h4_q0,3,The model overgeneralizes tech company compliance based on industry trends,AI and Computing,,Q_given_P,"Given Meta's compliance with the EU's Digital Services Act, will Facebook's user growth rate increase by 5% in 2025?","This question resolves as YES if Facebook's user growth rate increases by 5% in 2025, given that Meta complies with the EU's Digital Services Act in 2025, as reported by Facebook's official reports or other credible sources. Resolution criteria: Official reports from Facebook, Bloomberg, or Reuters. Resolution date: December 31, 2025.",0.246,"[0.25, 0.25, 0.23, 0.25, 0.25]",0.4963592057401186
213,iter8_h0_q1,8,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,,P,Will Microsoft develop a quantum computer capable of performing complex calculations by 2030?,"This question resolves as YES if Microsoft develops a quantum computer capable of performing complex calculations by 2030, as reported by Microsoft's official blog or other credible sources like The Verge. Resolution criteria: Official reports from Microsoft, The Verge, or other reputable tech news outlets. Resolution date: December 31, 2030.",0.74,"[0.72, 0.72, 0.72, 0.82, 0.72]",0.4758879776256619
214,iter8_h0_q1,8,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,,Q_given_P,"Given the development of the quantum computer, will the development of AGI in natural language processing accelerate by 25% in the next 2 years?","This question resolves as YES if the development of AGI in natural language processing accelerates by 25% in the next 2 years, given Microsoft's development of a quantum computer capable of performing complex calculations, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Microsoft, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2032.",0.4599999999999999,"[0.62, 0.32, 0.42, 0.62, 0.32]",0.4758879776256619
215,iter8_h0_q1,8,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,,P_and_Q,Will Microsoft develop a quantum computer capable of performing complex calculations by 2030 and the development of AGI in natural language processing accelerate by 25% in the next 2 years?,"This question resolves as YES if both Microsoft develops a quantum computer capable of performing complex calculations by 2030 and the development of AGI in natural language processing accelerates by 25% in the next 2 years, as reported by Microsoft's official blog, research papers published in top-tier AI conferences, or other credible sources like The Verge or Harvard Business Review. Resolution criteria: Official reports from Microsoft, research papers published in top-tier AI conferences, The Verge, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2032.",0.6439999999999999,"[0.6, 0.62, 0.56, 0.72, 0.72]",0.4758879776256619
479,iter4_h2_q0,4,"The model underestimates the impact of quantum computing on the development of artificial general intelligence, particularly in the context of natural language processing",Artificial Intelligence and Computing,,P_and_Q,Will Google develop a quantum computer capable of performing complex calculations by 2030 and the development of artificial general intelligence in natural language processing accelerate by 25% in the next 2 years?,"This question resolves as YES if both conditions are met: Google develops a quantum computer capable of performing complex calculations by 2030, and the development of artificial general intelligence in natural language processing accelerates by 25% in the next 2 years, as reported by Google's official blog, research papers published in top-tier AI conferences, or other credible sources like MIT Technology Review or Forbes. Resolution criteria: Official reports from Google, research papers published in top-tier AI conferences, MIT Technology Review, Forbes, or other reputable sources. Resolution date: December 31, 2032.",0.6559999999999999,"[0.62, 0.72, 0.72, 0.6, 0.62]",0.4717086015302177
478,iter4_h2_q0,4,"The model underestimates the impact of quantum computing on the development of artificial general intelligence, particularly in the context of natural language processing",Artificial Intelligence and Computing,,Q_given_P,"Given Google's development of a quantum computer, will the development of artificial general intelligence in natural language processing accelerate by 25% in the next 2 years?","This question resolves as YES if, given Google's development of a quantum computer capable of performing complex calculations, the development of artificial general intelligence in natural language processing accelerates by 25% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Forbes. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Google, Forbes, or other reputable sources. Resolution date: December 31, 2032.",0.44,"[0.62, 0.32, 0.32, 0.32, 0.62]",0.4717086015302177
477,iter4_h2_q0,4,"The model underestimates the impact of quantum computing on the development of artificial general intelligence, particularly in the context of natural language processing",Artificial Intelligence and Computing,,P,Will Google develop a quantum computer capable of performing complex calculations by 2030?,"This question resolves as YES if Google develops a quantum computer capable of performing complex calculations by 2030, as reported by Google's official blog or other credible sources like MIT Technology Review. Resolution criteria: Official reports from Google, MIT Technology Review, or other reputable tech news outlets. Resolution date: December 31, 2030.",0.7999999999999999,"[0.82, 0.82, 0.72, 0.82, 0.82]",0.4717086015302177
306,iter11_h0_q0,11,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,,P,Will Google announce a breakthrough in quantum computing by 2028?,"This question resolves as YES if Google announces a breakthrough in quantum computing by 2028, as reported by Google's official blog or other credible sources like MIT Technology Review. Resolution criteria: Official reports from Google, MIT Technology Review, or other reputable tech news outlets. Resolution date: December 31, 2028.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.4688827098540621
307,iter11_h0_q0,11,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,,Q_given_P,"Given Google's breakthrough in quantum computing, will the development of AGI in natural language processing accelerate by 30% in the next 3 years?","This question resolves as YES if the development of AGI in natural language processing accelerates by 30% in the next 3 years, given Google's breakthrough in quantum computing, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Google, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2031.",0.42,"[0.42, 0.42, 0.42, 0.42, 0.42]",0.4688827098540621
308,iter11_h0_q0,11,"The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,,P_and_Q,Will Google announce a breakthrough in quantum computing by 2028 and the development of AGI in natural language processing accelerate by 30% in the next 3 years?,"This question resolves as YES if both Google announces a breakthrough in quantum computing by 2028 and the development of AGI in natural language processing accelerates by 30% in the next 3 years, as reported by Google's official blog, research papers published in top-tier AI conferences, or other credible sources like MIT Technology Review or Harvard Business Review. Resolution criteria: Official reports from Google, research papers published in top-tier AI conferences, MIT Technology Review, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2031.",0.6,"[0.62, 0.42, 0.62, 0.72, 0.62]",0.4688827098540621
481,iter4_h2_q1,4,"The model underestimates the impact of quantum computing on the development of artificial general intelligence, particularly in the context of natural language processing",Artificial Intelligence and Computing,,Q_given_P,"Given Microsoft's development of a quantum computer, will the development of artificial general intelligence in natural language processing accelerate by 20% in the next 2 years?","This question resolves as YES if, given Microsoft's development of a quantum computer capable of performing complex calculations, the development of artificial general intelligence in natural language processing accelerates by 20% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like TechCrunch. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Microsoft, TechCrunch, or other reputable sources. Resolution date: December 31, 2034.",0.398,"[0.35, 0.35, 0.32, 0.62, 0.35]",0.452253815746654
480,iter4_h2_q1,4,"The model underestimates the impact of quantum computing on the development of artificial general intelligence, particularly in the context of natural language processing",Artificial Intelligence and Computing,,P,Will Microsoft develop a quantum computer capable of performing complex calculations by 2032?,"This question resolves as YES if Microsoft develops a quantum computer capable of performing complex calculations by 2032, as reported by Microsoft's official blog or other credible sources like The Verge. Resolution criteria: Official reports from Microsoft, The Verge, or other reputable tech news outlets. Resolution date: December 31, 2032.",0.76,"[0.82, 0.72, 0.72, 0.82, 0.72]",0.452253815746654
482,iter4_h2_q1,4,"The model underestimates the impact of quantum computing on the development of artificial general intelligence, particularly in the context of natural language processing",Artificial Intelligence and Computing,,P_and_Q,Will Microsoft develop a quantum computer capable of performing complex calculations by 2032 and the development of artificial general intelligence in natural language processing accelerate by 20% in the next 2 years?,"This question resolves as YES if both conditions are met: Microsoft develops a quantum computer capable of performing complex calculations by 2032, and the development of artificial general intelligence in natural language processing accelerates by 20% in the next 2 years, as reported by Microsoft's official blog, research papers published in top-tier AI conferences, or other credible sources like The Verge or TechCrunch. Resolution criteria: Official reports from Microsoft, research papers published in top-tier AI conferences, The Verge, TechCrunch, or other reputable sources. Resolution date: December 31, 2034.",0.592,"[0.42, 0.65, 0.62, 0.65, 0.62]",0.452253815746654
254,iter9_h3_q0,9,"The model underestimates the impact of genetic engineering on crop yields in developing countries, particularly in the context of drought-resistant crops",Agriculture and Biotechnology,,P_and_Q,Will the African Union implement policies to promote the use of genetic engineering in agriculture by 2029 and the adoption of genetically engineered drought-resistant crops in Ethiopia increase by 30% by 2032?,"This question resolves as YES if both the African Union implements policies to promote the use of genetic engineering in agriculture by 2029 and the adoption of genetically engineered drought-resistant crops in Ethiopia increases by 30% by 2032, as reported by the African Union's official website, the Ethiopian Ministry of Agriculture, or other credible sources like the African Agricultural Technology Foundation or the International Service for the Acquisition of Agri-biotech Applications. Resolution criteria: Official reports from the African Union, the Ethiopian Ministry of Agriculture, the African Agricultural Technology Foundation, the International Service for the Acquisition of Agri-biotech Applications, or other reputable sources. Resolution date: December 31, 2032.",0.6799999999999999,"[0.72, 0.62, 0.62, 0.72, 0.72]",0.4457397301044157
252,iter9_h3_q0,9,"The model underestimates the impact of genetic engineering on crop yields in developing countries, particularly in the context of drought-resistant crops",Agriculture and Biotechnology,,P,Will the African Union implement policies to promote the use of genetic engineering in agriculture by 2029?,"This question resolves as YES if the African Union implements policies to promote the use of genetic engineering in agriculture by 2029, as reported by the African Union's official website or other credible sources like the African Agricultural Technology Foundation. Resolution criteria: Official reports from the African Union, the African Agricultural Technology Foundation, or other reputable sources. Resolution date: December 31, 2029.",0.64,"[0.62, 0.62, 0.62, 0.62, 0.72]",0.4457397301044157
253,iter9_h3_q0,9,"The model underestimates the impact of genetic engineering on crop yields in developing countries, particularly in the context of drought-resistant crops",Agriculture and Biotechnology,,Q_given_P,"Given the policies, will the adoption of genetically engineered drought-resistant crops in Ethiopia increase by 30% by 2032?","This question resolves as YES if the adoption of genetically engineered drought-resistant crops in Ethiopia increases by 30% by 2032, given the implementation of policies by the African Union to promote the use of genetic engineering in agriculture, as reported by the Ethiopian Ministry of Agriculture or other credible sources like the International Service for the Acquisition of Agri-biotech Applications. Resolution criteria: Official reports from the Ethiopian Ministry of Agriculture, the International Service for the Acquisition of Agri-biotech Applications, or other reputable sources. Resolution date: December 31, 2032.",0.62,"[0.62, 0.62, 0.62, 0.62, 0.62]",0.4457397301044157
192,iter7_h2_q0,7,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environmental Sustainability and Tech Industry,,P,Will the European Union implement a carbon pricing mechanism for the tech industry by 2028?,"This question resolves as YES if the European Union implements a carbon pricing mechanism for the tech industry by 2028, as reported by the European Commission's official website or other credible sources like Reuters. Resolution criteria: Official reports from the European Commission, Reuters, or other reputable news outlets. Resolution date: December 31, 2028.",0.6599999999999999,"[0.62, 0.62, 0.72, 0.72, 0.62]",0.432993311669576
194,iter7_h2_q0,7,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environmental Sustainability and Tech Industry,,P_and_Q,Will the European Union implement a carbon pricing mechanism for the tech industry by 2028 and the operating costs of Google's European data centers increase by 12% in the next 2 years?,"This question resolves as YES if both the European Union implements a carbon pricing mechanism for the tech industry by 2028 and the operating costs of Google's European data centers increase by 12% in the next 2 years, as reported by the European Commission's official website, Google's official reports, or other credible sources like Reuters or Bloomberg. Resolution criteria: Official reports from the European Commission, Google, Reuters, Bloomberg, or other reputable sources. Resolution date: December 31, 2030.",0.6,"[0.62, 0.42, 0.62, 0.62, 0.72]",0.432993311669576
193,iter7_h2_q0,7,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environmental Sustainability and Tech Industry,,Q_given_P,"Given the implementation, will the operating costs of Google's European data centers increase by 12% in the next 2 years?","This question resolves as YES if the operating costs of Google's European data centers increase by 12% in the next 2 years, given the implementation of a carbon pricing mechanism for the tech industry by the European Union, as reported by Google's official reports or other credible sources like Bloomberg. Resolution criteria: Official reports from Google, Bloomberg, or other reputable sources. Resolution date: December 31, 2030.",0.492,"[0.4, 0.62, 0.42, 0.6, 0.42]",0.432993311669576
185,iter7_h0_q1,7,"The model underestimates the impact of genetic engineering on crop yields in developing countries, particularly in Africa",Agriculture and Genetic Engineering,,P_and_Q,Will the African Union implement policies to promote the use of genetic engineering in agriculture by 2028 and the adoption of genetically engineered crops in Kenya increase by 20% by 2031?,"This question resolves as YES if both the African Union implements policies to promote the use of genetic engineering in agriculture by 2028 and the adoption of genetically engineered crops in Kenya increases by 20% by 2031, as reported by the African Union's official website, the Kenyan Ministry of Agriculture, or other credible sources like the African Agricultural Technology Foundation or the International Service for the Acquisition of Agri-biotech Applications. Resolution criteria: Official reports from the African Union, the Kenyan Ministry of Agriculture, the African Agricultural Technology Foundation, the International Service for the Acquisition of Agri-biotech Applications, or other reputable sources. Resolution date: December 31, 2031.",0.6799999999999999,"[0.62, 0.62, 0.72, 0.72, 0.72]",0.4324627739471086
184,iter7_h0_q1,7,"The model underestimates the impact of genetic engineering on crop yields in developing countries, particularly in Africa",Agriculture and Genetic Engineering,,Q_given_P,"Given the policies, will the adoption of genetically engineered crops in Kenya increase by 20% by 2031?","This question resolves as YES if the adoption of genetically engineered crops in Kenya increases by 20% by 2031, given the implementation of policies by the African Union to promote the use of genetic engineering in agriculture, as reported by the Kenyan Ministry of Agriculture or other credible sources like the International Service for the Acquisition of Agri-biotech Applications. Resolution criteria: Official reports from the Kenyan Ministry of Agriculture, the International Service for the Acquisition of Agri-biotech Applications, or other reputable sources. Resolution date: December 31, 2031.",0.632,"[0.62, 0.72, 0.58, 0.62, 0.62]",0.4324627739471086
183,iter7_h0_q1,7,"The model underestimates the impact of genetic engineering on crop yields in developing countries, particularly in Africa",Agriculture and Genetic Engineering,,P,Will the African Union implement policies to promote the use of genetic engineering in agriculture by 2028?,"This question resolves as YES if the African Union implements policies to promote the use of genetic engineering in agriculture by 2028, as reported by the African Union's official website or other credible sources like the African Agricultural Technology Foundation. Resolution criteria: Official reports from the African Union, the African Agricultural Technology Foundation, or other reputable sources. Resolution date: December 31, 2028.",0.64,"[0.62, 0.72, 0.62, 0.62, 0.62]",0.4324627739471086
451,iter3_h2_q1,3,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AGI,,Q_given_P,"Given Google's breakthrough in quantum computing, will the development of AGI in natural language processing accelerate by 25% in the next 2 years?","This question resolves as YES if, given Google's breakthrough in quantum computing, the development of AGI in natural language processing accelerates by 25% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Forbes. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Google, Forbes, or other reputable sources. Resolution date: December 31, 2032.",0.476,"[0.6, 0.62, 0.42, 0.42, 0.32]",0.4322070797502919
452,iter3_h2_q1,3,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AGI,,P_and_Q,Will Google announce a breakthrough in quantum computing by 2030 and the development of AGI in natural language processing accelerate by 25% in the next 2 years?,"This question resolves as YES if both conditions are met: Google announces a breakthrough in quantum computing by 2030, and the development of AGI in natural language processing accelerates by 25% in the next 2 years, as reported by Google's official blog, research papers published in top-tier AI conferences, or other credible sources like MIT Technology Review or Forbes. Resolution criteria: Official reports from Google, research papers published in top-tier AI conferences, MIT Technology Review, Forbes, or other reputable sources. Resolution date: December 31, 2032.",0.62,"[0.62, 0.62, 0.62, 0.62, 0.62]",0.4322070797502919
450,iter3_h2_q1,3,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AGI,,P,Will Google announce a breakthrough in quantum computing by 2030?,"This question resolves as YES if Google announces a breakthrough in quantum computing, such as the development of a quantum computer capable of performing complex calculations, by 2030, as reported by Google's official blog or other credible sources like MIT Technology Review. Resolution criteria: Official reports from Google, MIT Technology Review, or other reputable tech news outlets. Resolution date: December 31, 2030.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.4322070797502919
270,iter10_h0_q0,10,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,,P,Will Google announce a breakthrough in quantum computing by 2028?,"This question resolves as YES if Google announces a breakthrough in quantum computing by 2028, as reported by Google's official blog or other credible sources like MIT Technology Review. Resolution criteria: Official reports from Google, MIT Technology Review, or other reputable tech news outlets. Resolution date: December 31, 2028.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.4288272305539776
272,iter10_h0_q0,10,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,,P_and_Q,Will Google announce a breakthrough in quantum computing by 2028 and the development of AGI in natural language processing accelerate by 30% in the next 3 years?,"This question resolves as YES if both Google announces a breakthrough in quantum computing by 2028 and the development of AGI in natural language processing accelerates by 30% in the next 3 years, as reported by Google's official blog, research papers published in top-tier AI conferences, or other credible sources like MIT Technology Review or Harvard Business Review. Resolution criteria: Official reports from Google, research papers published in top-tier AI conferences, MIT Technology Review, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2031.",0.5760000000000001,"[0.42, 0.6, 0.62, 0.62, 0.62]",0.4288272305539776
271,iter10_h0_q0,10,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,,Q_given_P,"Given Google's breakthrough in quantum computing, will the development of AGI in natural language processing accelerate by 30% in the next 3 years?","This question resolves as YES if the development of AGI in natural language processing accelerates by 30% in the next 3 years, given Google's breakthrough in quantum computing, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Google, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2031.",0.42,"[0.42, 0.42, 0.42, 0.42, 0.42]",0.4288272305539776
372,iter1_h1_q1,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P,Will Google announce a breakthrough in quantum computing by 2029?,"This question resolves as YES if Google announces a breakthrough in quantum computing, such as the development of a quantum computer capable of performing complex calculations, by 2029, as reported by Google's official blog or other credible sources like MIT Technology Review. Resolution criteria: Official reports from Google, MIT Technology Review, or other reputable tech news outlets. Resolution date: December 31, 2029.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.427270632949185
373,iter1_h1_q1,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,Q_given_P,"Given Google's breakthrough in quantum computing, will the development of AGI in natural language processing accelerate by 25% in the next 2 years?","This question resolves as YES if, given Google's breakthrough in quantum computing, the development of AGI in natural language processing accelerates by 25% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Forbes. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Google, Forbes, or other reputable sources. Resolution date: December 31, 2031.",0.48,"[0.42, 0.32, 0.42, 0.62, 0.62]",0.427270632949185
374,iter1_h1_q1,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P_and_Q,Will Google announce a breakthrough in quantum computing by 2029 and the development of AGI in natural language processing accelerate by 25% in the next 2 years?,"This question resolves as YES if both conditions are met: Google announces a breakthrough in quantum computing by 2029, and the development of AGI in natural language processing accelerates by 25% in the next 2 years, as reported by Google's official blog, research papers published in top-tier AI conferences, or other credible sources like MIT Technology Review or Forbes. Resolution criteria: Official reports from Google, research papers published in top-tier AI conferences, MIT Technology Review, Forbes, or other reputable sources. Resolution date: December 31, 2031.",0.62,"[0.62, 0.62, 0.62, 0.62, 0.62]",0.427270632949185
284,iter10_h2_q0,10,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Social Media and Sales,,P_and_Q,Will the number of followers of Tesla's Twitter account increase by 25% in 2026 and Tesla's sales increase by 20% in 2026?,"This question resolves as YES if both the number of followers of Tesla's Twitter account increases by 25% in 2026 and Tesla's sales increase by 20% in 2026, as reported by Twitter's official analytics, Tesla's official earnings reports, or other credible sources like Hootsuite or Bloomberg. Resolution criteria: Official reports from Twitter, Tesla, Hootsuite, Bloomberg, or other reputable sources. Resolution date: December 31, 2026.",0.41,"[0.49, 0.3, 0.42, 0.42, 0.42]",0.4243049542941891
283,iter10_h2_q0,10,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Social Media and Sales,,Q_given_P,"Given the increase in followers, will Tesla's sales increase by 20% in 2026?","This question resolves as YES if Tesla's sales increase by 20% in 2026, given the increase in followers of Tesla's Twitter account, as reported by Tesla's official earnings reports or other credible sources like Bloomberg. Resolution criteria: Official reports from Tesla, Bloomberg, or other reputable financial news outlets. Resolution date: December 31, 2026.",0.372,"[0.42, 0.35, 0.35, 0.42, 0.32]",0.4243049542941891
282,iter10_h2_q0,10,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Social Media and Sales,,P,Will the number of followers of Tesla's Twitter account increase by 25% in 2026?,"This question resolves as YES if the number of followers of Tesla's Twitter account increases by 25% in 2026, as reported by Twitter's official analytics or other credible sources like Hootsuite. Resolution criteria: Official reports from Twitter, Hootsuite, or other reputable social media analytics sources. Resolution date: December 31, 2026.",0.4519999999999999,"[0.62, 0.32, 0.32, 0.6, 0.4]",0.4243049542941891
501,iter5_h1_q0,5,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,,P,Will the number of followers of Tesla's Instagram account increase by 25% in 2028?,"This question resolves as YES if the number of followers of Tesla's Instagram account increases by 25% in 2028, as reported by Instagram's official analytics or other credible sources like Hootsuite. Resolution criteria: Official reports from Instagram, Hootsuite, or other reputable social media analytics sources. Resolution date: December 31, 2028.",0.4859999999999999,"[0.35, 0.32, 0.72, 0.62, 0.42]",0.420216959758443
