check_type,P_title,P_forecast,Q_title,Q_forecast,R_title,R_forecast,score
cond,Will a museum exhibit in 2024 attract over 20 million visitors within six months of opening?,0.01,"Given that a museum exhibit in 2024 attracts over 20 million visitors within six months of opening, will no exhibit reach this attendance AND will virtual museum tours surpass physical visits globally in 2024?",0.65,Will a museum exhibit in 2024 attract over 20 million visitors within six months of opening AND will no exhibit reach this attendance while virtual museum tours surpass physical visits globally in 2024?,0.0,0.09009115011997287
expevidence,"Will a single artist's album surpass 1 billion streams on Spotify within 24 hours of release before December 31, 2024?",0.05,Will any artist fail to surpass 1 billion streams on Spotify within 24 hours of release and have their album win Album of the Year at the 2025 Grammy Awards?,0.95,"Given that an artist fails to surpass 1 billion streams on Spotify within 24 hours of release and wins Album of the Year at the 2025 Grammy Awards, will a single artist's album surpass 1 billion streams on Spotify within 24 hours of release before December 31, 2024?",0.05,0.08433143121250307
expevidence,Will a movie released in 2024 have a global opening weekend box office exceeding $600 million?,0.25,Will a movie released in 2024 fail to have a global opening weekend box office exceeding $600 million AND win the Palme d'Or at the 2024 Cannes Film Festival?,0.85,"Given that a movie released in 2024 fails to have a global opening weekend box office exceeding $600 million AND wins the Palme d'Or at the 2024 Cannes Film Festival, will a movie released in 2024 have a global opening weekend box office exceeding $600 million?",0.85,1.1561406568230888
expevidence,Will the highest-grossing Broadway show in 2024 have weekly ticket sales between $3 million and $3.1 million during any week?,0.25,Will the highest-grossing Broadway show in 2024 have weekly ticket sales less than $3 million or greater than $3.1 million during every week?,0.35,"Given that the highest-grossing Broadway show in 2024 has weekly ticket sales less than $3 million or greater than $3.1 million during every week, will it have weekly ticket sales between $3 million and $3.1 million during any week?",0.95,1.6592645580826437
expevidence,Will a video game released in 2024 sell over 20 million copies worldwide within one week of release?,0.15,Will a major 2024 video game release receive a Metacritic score below 70 and still sell over 20 million copies worldwide within one week?,0.05,"Given that a major 2024 video game release receives a Metacritic score below 70 and sells over 20 million copies worldwide within one week, will a video game released in 2024 sell over 20 million copies worldwide within one week of release?",0.85,1.9160103397082366
expevidence,Will any artist release an album in 2024 that debuts at number one in over 25 countries simultaneously?,0.65,"Given that no artist releases an album that debuts at number one in over 25 countries in 2024, will a song from any such album win Song of the Year at the 2025 Grammy Awards?",0.65,"Given that no artist releases an album that debuts at number one in over 25 countries in 2024, will any artist release an album in 2024 that debuts at number one in over 25 countries simultaneously?",0.0,0.7116309909838305
expevidence,"Will a single painting sell for over $500 million at auction before December 31, 2024?",0.25,"Will no painting sell for over $500 million at auction before December 31, 2024, AND will an artwork set a new record for the highest price paid for a sculpture?",0.35,"Given that no painting sells for over $500 million at auction before December 31, 2024, AND an artwork sets a new record for the highest price paid for a sculpture, will a single painting sell for over $500 million at auction before December 31, 2024?",0.25,0.6618373869282572
expevidence,"Will a player score over 100 goals in a single European football season by May 31, 2025?",0.01,"Will no player score over 100 goals in the 2024-2025 season, AND will a goalkeeper win the Ballon d'Or in 2025?",0.05,"Given that no player scores over 100 goals in the 2024-2025 season and a goalkeeper wins the Ballon d'Or in 2025, will a player score over 100 goals in a single European football season by May 31, 2025?",0.95,4.04933619710776
expevidence,Will a novel released in 2024 sell over 10 million copies in its first month and win the Man Booker Prize?,0.001,"Will no novel released in 2024 sell over 10 million copies in its first month, AND will the Man Booker Prize be awarded to a debut author?",0.35,"Given that no novel released in 2024 sells over 10 million copies in its first month and the Man Booker Prize is awarded to a debut author, will a novel released in 2024 sell over 10 million copies in its first month and win the Man Booker Prize?",0.0,0.20936588377458998
expevidence,Will an esports tournament in 2024 have a prize pool exceeding $100 million?,0.05,"Will no esports tournament in 2024 have a prize pool exceeding $100 million AND will an esports event draw live attendance exceeding 200,000 spectators?",0.15,"Given that no esports tournament in 2024 has a prize pool exceeding $100 million AND an esports event draws live attendance exceeding 200,000 spectators, will an esports tournament in 2024 have a prize pool exceeding $100 million?",0.95,2.1554926271056196
expevidence,Will a single episode of a new 2024 television series exceed 50 million live viewers in the US?,0.05,Will no new television episode achieve over 50 million live US viewers in 2024 AND will a streaming-only series win the Emmy for Outstanding Drama Series?,0.75,"Given that no new television episode achieves over 50 million live US viewers in 2024 AND a streaming-only series wins the Emmy for Outstanding Drama Series, will a single episode of a new 2024 television series exceed 50 million live viewers in the US?",0.15,0.5598047741362361
expevidence,Will a musical artist have more than 5 songs debut simultaneously in the top 10 of the Billboard Hot 100 in 2024?,0.35,Will no artist achieve this feat in 2024 AND will the Billboard Hot 100 see more than 10 new entries in the top 10 in a single week?,0.05,"Given that no artist achieves this feat in 2024 AND the Billboard Hot 100 sees more than 10 new entries in the top 10 in a single week, will a musical artist have more than 5 songs debut simultaneously in the top 10 of the Billboard Hot 100 in 2024?",0.95,0.6484797376695146
expevidence,Will an actor win both an Academy Award and a Tony Award for acting in the same calendar year 2024?,0.02,Will no actor win both awards in 2024 AND will an actor under 30 win the Academy Award for Best Actor?,0.15,"Given that no actor wins both awards in 2024 and an actor under 30 wins the Academy Award for Best Actor, will an actor win both an Academy Award and a Tony Award for acting in the same calendar year 2024?",0.85,1.8612644142168995
expevidence,Will the FIFA Women's World Cup 2027 final have a television viewership exceeding 2 billion worldwide?,0.35,Will the 2027 final not reach 2 billion viewers AND will the host country win the tournament?,0.15,"Given that the 2027 final does not reach 2 billion viewers AND the host country wins the tournament, will the FIFA Women's World Cup 2027 final have a television viewership exceeding 2 billion worldwide?",0.95,0.9062148610914406
expevidence,Will any book released in 2024 sell over 5 million copies in one week and be banned in 10 or more countries?,0.01,Will no such book exist in 2024 AND will a 2024 book win both the Pulitzer Prize and the Nobel Prize in Literature?,0.001,"Given that no such book exists in 2024 AND a 2024 book wins both the Pulitzer Prize and the Nobel Prize in Literature, will any book released in 2024 sell over 5 million copies in one week and be banned in 10 or more countries?",0.05,2.252656319491069
expevidence,Will an artist perform a live concert to an in-person audience of over 1 million people in 2024?,0.01,Will no artist achieve this in 2024 AND will a virtual concert set a new record for the most simultaneous viewers online?,0.45,"Given that no artist achieves this in 2024 AND a virtual concert sets a new record for the most simultaneous viewers online, will an artist perform a live concert to an in-person audience of over 1 million people in 2024?",0.95,2.3197719059421793
expevidence,"Will a single video on YouTube reach over 1 billion views within 24 hours of upload before December 31, 2024?",0.01,Will no video achieve this in 2024 AND will a new platform overtake YouTube in monthly active users?,0.05,"Given that no video achieves the view threshold in 2024 AND a new platform overtakes YouTube in monthly active users, will a single video on YouTube reach over 1 billion views within 24 hours of upload before December 31, 2024?",0.85,0.2752287243685909
expevidence,Will any athlete win gold medals in both the Summer and Winter Olympics by 2026?,0.02,"Given that no athlete achieves this feat, will the 2024 Summer Olympics record the highest global viewership in history?",0.35,"Given that no athlete wins gold medals in both the Summer and Winter Olympics by 2026, will the 2024 Summer Olympics record the highest global viewership in history?",0.85,2.229719045383157
expevidence,Will a feature film released in 2024 be entirely generated by artificial intelligence and win an Academy Award?,0.02,Will no such AI-generated film win an Academy Award AND will traditional animation see a resurgence with a film winning Best Picture?,0.1,"Given that no AI-generated film wins an Academy Award AND a traditionally animated film wins Best Picture, will a 2024 AI-generated film win an Academy Award? Body: Given that both: (a) no AI-generated film wins an Oscar, AND (b) a traditionally animated film wins the Best Picture award at the 2025 Academy Awards, this question asks if a feature-length film released in 2024, created entirely using artificial intelligence (including script, visuals, and sound), will win any category at the 2025 Academy Awards. This resolves as NO only if both conditions (a) and (b) occur and the AI-generated film does not win; it resolves as YES in all other cases.",0.65,1.38419756409692
expevidence,Will a musical artist have a single stay at number one on the Billboard Hot 100 for over 30 consecutive weeks in 2024?,0.01,Will no song achieve this feat AND will 2024 see the most number of different songs reach number one in a single year?,0.25,"Given that no song achieves this feat AND 2024 sees the most number of different songs reach number one in a single year, will a musical artist have a single stay at number one on the Billboard Hot 100 for over 30 consecutive weeks in 2024?",0.01,1.3569977540021902
expevidence,Will a museum exhibit in 2024 attract over 20 million visitors within six months of opening?,0.05,Will no exhibit reach this attendance AND will virtual museum tours surpass physical visits globally in 2024?,0.15,"Given that no exhibit reaches the attendance threshold AND virtual museum tours surpass physical visits globally in 2024, will a museum exhibit in 2024 attract over 20 million visitors within six months of opening?",0.25,1.3323152413376056
