consistency_type,P_title,P_body,Q_title,Q_body,P_given_Q_title,P_given_Q_body,P_given_not_Q_title,P_given_not_Q_body,P_and_Q_title,P_and_Q_body,P_or_Q_title,P_or_Q_body,Q_and_not_P_title,Q_and_not_P_body,para_P_title,para_P_body,Q_given_P_title,Q_given_P_body,R_given_P_and_Q_title,R_given_P_and_Q_body,P_and_Q_and_R_title,P_and_Q_and_R_body,cons_P_title,cons_P_body,not_P_title,not_P_body
cond,"Will OpenAI publish a report with results from external red-teaming of their models for safety by June 30, 2024?","This question resolves as **YES** if, by June 30, 2024, OpenAI publishes a *public* report with the results from an *external* party red-teaming the safety of one of their AI models.",,,,,,,"Will both OpenAI and Anthropic publish reports with results from external red-teaming of their models for safety by June 30, 2024?","This question resolves as **YES** if, by June 30, 2024, both OpenAI and Anthropic publish *public* reports with the results from an *external* party red-teaming the safety of their AI models. Specifically: (a) OpenAI publishes a public report with results from an external party red-teaming the safety of one of their AI models. (b) Anthropic publishes a public report with results from an external party red-teaming the safety of one of their AI models.",,,,,,,"Given OpenAI publishes a report with results from external red-teaming of their models for safety by June 30, 2024, will Anthropic do the same?","Suppose the following is true: OpenAI publishes a *public* report with results from an *external* party red-teaming the safety of one of their AI models by June 30, 2024. 

Then, will Anthropic also publish a *public* report with results from an *external* party red-teaming the safety of one of their AI models by the same date?

Resolution criteria for OpenAI: Resolves YES if OpenAI publishes such a report by June 30, 2024.
Resolution criteria for Anthropic: Resolves YES if Anthropic publishes such a report by June 30, 2024.",,,,,,,,
cond,"Will the European Union announce new tariffs or duties on imports of Chinese electric vehicles before July 5, 2024?","This question will resolve as **Yes** if, before July 5, 2024, credible sources report that the European Union (EU) has announced that new tariffs or duties will be imposed that would apply to imports of Chinese electric vehicles into the EU.",,,,,,,"Will both of the following occur: (1) the EU announce new tariffs on Chinese electric vehicles before July 5, 2024, and (2) at least 5 named Dem House Members or US Senators pressure Biden to drop out before July 20, 2024?","(1) The first condition will resolve as **Yes** if, before July 5, 2024, credible sources report that the European Union (EU) has announced that new tariffs or duties will be imposed that would apply to imports of Chinese electric vehicles into the EU.

(2) The second condition will resolve as **Yes** if a group of at least five named Democratic Party US House Members/US Senators work together to ask Joe Biden to consider ending his 2024 re-election campaign, or to urge him to do so, before Saturday July 20th (Pacific Time). This could be by signing a letter, as reported, or in another form such as a group speaking with Biden in person and collectively asking him to drop out. All five individuals must be part of the same group message. Five people separately telling reporters they think Biden should drop out is not sufficient for a YES resolution. Reports of any number of unnamed democrats writing to Biden and asking him to step aside will not satisfy this market's criteria unless at least 5 qualifying names are later made public before this market's end date. In any ambiguous cases where such names are reported but not confirmed beyond a reasonable doubt, this market will err towards resolving NO. If these criteria are not met before July 20th, this market resolves NO.",,,,,,,"Given the EU announces new tariffs on Chinese EVs before July 5, 2024, will at least 5 Dem House Members or Senators pressure Biden to drop out before July 20, 2024?","This question explores the potential link between two political events. Suppose the following is true: Before July 5, 2024, credible sources report that the European Union (EU) has announced new tariffs or duties on imports of Chinese electric vehicles. Given this scenario, is it true that a group of at least five named Democratic Party US House Members or US Senators will work together to ask Joe Biden to consider ending his 2024 re-election campaign, or urge him to do so, before Saturday, July 20th (Pacific Time)?

For the outcome to resolve as YES:
- The EU must announce new tariffs on Chinese electric vehicles before July 5, 2024.
- At least five named Democratic House Members or Senators must collectively pressure Biden to drop out before July 20, 2024, through a group action, such as signing a letter or a collective in-person request.

If either of these conditions is not met, the question resolves NO.",,,,,,,,
cond,Will 538 Project Biden as the favorite on Friday?,"This market will resolve to “Yes” if Joe Biden has a higher probability of winning the US presidential election than Donald Trump according to the FiveThirtyEight election forecast for the day of July 19, 2024. This market will resolve to “No” if Donald Trump has a higher probability of winning the US presidential election than Joe Biden according to the FiveThirtyEight election forecast for the day of July 19, 2024. If Biden and Trump have equal odds, this market will resolve 50-50.

The resolution source will be FiveThirtyEight's 2024 presidential election forecast, https://projects.fivethirtyeight.com/2024-election-forecast/, specifically the numbers indicated by the blue and red trend lines for this market's resolution date. Changes in the methodology by which FiveThirtyEight calculates its figures will have no bearing on the resolution of this market.

This market will resolve according to the datapoints for July 19 as soon as datapoints for July 20 become available. This market may not resolve until the July 20 datapoints are available. If no datapoints for July 19 are available by July 22, 11:59 PM ET, this market will resolve according to the nearest previous figures to July 19.

Please note the resolution refers to the odds of each candidate winning as a number out of 100 reported to the 1 digit mark (eg. ""Trump 57 times out of 100""). The listed number of simulations out of 1,000 won by each candidate will NOT be considered.",,,,,,,"Will FiveThirtyEight project Biden as the favorite on July 19, 2024, and will Kamala Harris choose Mark Kelly or Josh Shapiro as her VP pick?","This question resolves to 'Yes' if both of the following occur: (a) Joe Biden has a higher probability of winning the US presidential election than Donald Trump according to the FiveThirtyEight election forecast for the day of July 19, 2024, as per the blue and red trend lines on https://projects.fivethirtyeight.com/2024-election-forecast/; and (b) Kamala Harris announces her pick for running mate being either Mark Kelly or Josh Shapiro before August 7, 2024, confirmed by Kamala herself. The resolution of FiveThirtyEight's forecast will wait for the July 20 datapoints to become available, and if unavailable by July 22, 11:59 PM ET, it will resolve according to the nearest previous figures to July 19. The VP pick resolves when confirmed by Kamala Harris.",,,,,,,"Given 538 projects Biden as the favorite on Friday, will Kamala Harris’ VP pick be Kelly or Shapiro?","Suppose the following is true: On July 19, 2024, Joe Biden is projected by FiveThirtyEight to have a higher probability of winning the US presidential election than Donald Trump, as indicated by the blue trend line on the FiveThirtyEight 2024 presidential election forecast. This is based on the data available for July 19, with the resolution occurring as soon as July 20 data is available, or by July 22 if July 19 data is missing.

Then, is it true that Kamala Harris will announce her pick for running mate as either Mark Kelly or Josh Shapiro before August 7th, 2024? This resolves YES if Kamala Harris confirms either Kelly or Shapiro as her VP pick, and NO if she confirms anyone else.

The resolution criterion for the condition is based on FiveThirtyEight's data, while the outcome is based on Kamala Harris' announcement.",,,,,,,,
cond,Will Liz Cheney be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Liz Cheney is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,Will both of the following occur: (a) Liz Cheney will be the Republican nominee for the 2024 US Presidential Election (b) The Republican Party will retain Ohio's 6th congressional district in the 2024 special election?,"(a) This question will resolve as **Yes** if Liz Cheney is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).

(b) This question will resolve as Yes if credible sources report that a person representing the Republican Party has won the special election for OH's 6th district. If popular sources are in disagreement, an Ohio State source or statement will be used. If no election is held before January 1, 2025, the question is annulled.",,,,,,,"Given Liz Cheney is the Republican nominee for the 2024 US Presidential Election, will the Republican Party retain Ohio's 6th congressional district in the 2024 special election?","Suppose the following is true: Liz Cheney is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. This is determined solely by the delegates of the Republican National Convention and not by who receives the nomination on the day of the election.

Then, is it true that the Republican Party will retain Ohio's 6th congressional district in the 2024 special election? This resolves as Yes if credible sources report that a person representing the Republican Party has won the special election for OH's 6th district. If popular sources are in disagreement, an Ohio State source or statement will be used. If no election is held before January 1, 2025, the question is annulled.",,,,,,,,
cond,"Will Joe Biden announce before July 15, 2024 that he will not accept the Democratic Party's nomination for President?","This question will resolve as **Yes** if prior to 00:00 Eastern on July 15, 2024, Joe Biden or his campaign makes a definitive, public, official announcement to the effect that Joe Biden will not seek and will not accept the nomination of his party for another term as President of the United States in the 2024 cycle.

To qualify for a **Yes** resolution, the statement must be unambiguous and conclusive: it should leave no room for the possibility that Biden would accept the Democratic Party's nomination for President of the United States in the 2024 election cycle.

If such a definitive statement is not made prior to 00:00 Eastern on July 15, 2024, this question will resolve as **No**.",,,,,,,"Will Joe Biden announce before July 15, 2024 that he will not accept the Democratic Party's nomination for President AND will a member of the Trump family be the Republican nominee for the US Presidency in 2024?","This question will resolve as **Yes** if BOTH of the following conditions are met: (1) Prior to 00:00 Eastern on July 15, 2024, Joe Biden or his campaign makes a definitive, public, official announcement to the effect that Joe Biden will not seek and will not accept the nomination of his party for another term as President of the United States in the 2024 cycle. The statement must be unambiguous and conclusive, leaving no room for the possibility that Biden would accept the Democratic Party's nomination for President of the United States in the 2024 election cycle. (2) One of the following individuals is the Republican nominee for the US Presidency in 2024: Donald Trump, Donald Trump Jr., Eric Trump, Ivanka Trump, Tiffany Trump, Melania Trump, or Barron Trump. If both conditions are not met, this question will resolve as **No**.",,,,,,,"If Joe Biden announces he will not accept the Democratic nomination, will a Trump family member be the Republican nominee?","Suppose the following is true: Before 00:00 Eastern on July 15, 2024, Joe Biden or his campaign makes a definitive, public, official announcement that he will not seek and will not accept the Democratic Party's nomination for President in the 2024 cycle. This statement must be unambiguous and conclusive, leaving no room for the possibility that Biden would accept the nomination.

Then, is it true that a member of the Trump family will be the Republican nominee for the US Presidency in 2024? This resolves **Yes** if one of these individuals is the Republican nominee:

 - Donald Trump
 - Donald Trump Jr.
 - Eric Trump
 - Ivanka Trump
 - Tiffany Trump
 - Melania Trump
 - Barron Trump",,,,,,,,
cond,"Will Trump's lead over Biden be greater than 2 and less than or equal to 3 on July 15, 2024, according to 538's national polling average?","This question will resolve as Donald Trump's lead over Joe Biden in 538's [national polling average for the 2024 presidential election](https://projects.fivethirtyeight.com/polls/president-general/2024/national/) as reported on the chart for the date of July 15, 2024, when accessed by Metaculus on July 17, 2024.

For the purposes of this question, a positive value means a Trump lead, while a negative value means Biden is leading. For example, as of July 5, 2024, the value reported for July 5 is Trump 2.4 points ahead of Biden, which would be a positive value of 2.4 for this purposes of this question.",,,,,,,"Will both of the following occur: (a) Trump's lead over Biden be greater than 2 and less than or equal to 3 on July 15, 2024, according to 538's national polling average, and (b) Joe Biden announce before July 15, 2024 that he will not accept the Democratic Party's nomination for President?","This question will resolve as **Yes** if both of the following conditions are met:

(a) Donald Trump's lead over Joe Biden in 538's [national polling average for the 2024 presidential election](https://projects.fivethirtyeight.com/polls/president-general/2024/national/) is greater than 2 and less than or equal to 3 points as reported on the chart for the date of July 15, 2024, when accessed by Metaculus on July 17, 2024. A positive value means a Trump lead, while a negative value means Biden is leading.

(b) Prior to 00:00 Eastern on July 15, 2024, Joe Biden or his campaign makes a definitive, public, official announcement that he will not seek and will not accept the nomination of his party for another term as President of the United States in the 2024 cycle. The announcement must be unambiguous and conclusive, leaving no room for the possibility that Biden would accept the Democratic Party's nomination for President in the 2024 election cycle.

If both conditions are satisfied, the question resolves as **Yes**. If either condition is not satisfied, the question resolves as **No**.",,,,,,,"Given Trump's lead over Biden is greater than 2 and less than or equal to 3 on July 15, 2024, will Joe Biden announce before July 15, 2024 that he will not accept the Democratic Party's nomination for President?","Suppose the following is true: On July 15, 2024, Donald Trump's lead over Joe Biden is greater than 2 and less than or equal to 3 according to 538's national polling average. This is measured as a positive value between 2 and 3, where a positive value indicates a Trump lead.

Resolution criteria for this condition: This is based on the national polling average reported by 538 for July 15, 2024, as accessed on July 17, 2024.

Then, is the following true? Will Joe Biden or his campaign make a definitive, public, official announcement before 00:00 Eastern on July 15, 2024, stating that he will not seek and will not accept the Democratic Party's nomination for President for another term in the 2024 cycle?

Resolution criteria for the outcome: The announcement must be unambiguous and conclusive, leaving no possibility for Biden accepting the nomination. If no such announcement is made by the specified time, the outcome resolves as No.",,,,,,,,
cond,Will Greece qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if Greece participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If Greece does not qualify, the question will resolve as **No**.",,,,,,,Will both Greece and Lithuania qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if both of the following occur: (a) Greece participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final, and (b) Lithuania participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If either Greece or Lithuania does not qualify, the question will resolve as **No**.",,,,,,,"Conditional on Greece qualifying for the Grand Final in Eurovision 2024, will Lithuania also qualify?","This question explores the scenario where Greece qualifies for the Eurovision 2024 Grand Final. If Greece participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final, then we ask whether Lithuania will also qualify for the Grand Final.

Resolution criteria for Greece: Resolves Yes if Greece qualifies for the Grand Final, No if it does not.
Resolution criteria for Lithuania: Resolves Yes if Lithuania qualifies for the Grand Final, No if it does not.
If Greece does not qualify, the question resolves as N/A.",,,,,,,,
cond,Will the New York Knicks win the 2024 NBA Finals?,"This question resolves as **Yes** if the New York Knicks are crowned the champion of the 2024 NBA Finals, according to [the NBA](https://www.nba.com/). It resolves as **No** for all other teams if they are eliminated from contention.",,,,,,,Will both the New York Knicks and the Miami Heat win the 2024 NBA Finals?,"This question resolves as **Yes** if both the New York Knicks and the Miami Heat are crowned champions of the 2024 NBA Finals, according to [the NBA](https://www.nba.com/). This would require an unprecedented outcome where both teams are declared champions. It resolves as **No** if only one team or neither team wins the championship.",,,,,,,"Conditional on the New York Knicks winning the 2024 NBA Finals, will the Miami Heat win the 2024 NBA Finals?","This question explores the scenario where the New York Knicks win the 2024 NBA Finals. We want to determine if, under this condition, the Miami Heat can also be crowned the champion of the 2024 NBA Finals.

Resolution Criteria for P: The New York Knicks must be crowned the champion of the 2024 NBA Finals by the NBA.
Resolution Criteria for Q: The Miami Heat must be crowned the champion of the 2024 NBA Finals by the NBA.

If the condition is not met, the question resolves as N/A. If the condition is met, the question resolves as **No** since only one team can be the champion.",,,,,,,,
cond,Kamala president by Friday?,"This market will resolve to ""Yes"" if Vice President Kamala Harris is formally designated as President or Acting President of the United States at any point before July 26, 2024, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.

Resolver",,,,,,,Will Kamala Harris become President by Friday and will a member of the Trump family be the Republican nominee for the US Presidency in 2024?,"This question will resolve to ""Yes"" if both of the following conditions are met:

1. Vice President Kamala Harris is formally designated as President or Acting President of the United States at any point before July 26, 2024, 11:59 PM ET. The primary resolution source for this will be official information from the US government, with a consensus of credible reporting also considered.

2. One of the following individuals is the Republican nominee for the US Presidency in 2024: Donald Trump, Donald Trump Jr., Eric Trump, Ivanka Trump, Tiffany Trump, Melania Trump, or Barron Trump.

If both conditions are not met, this question will resolve to ""No"".",,,,,,,"If Kamala Harris becomes President by Friday, will a Trump family member be the Republican nominee in 2024?","Suppose the following is true: Vice President Kamala Harris is formally designated as President or Acting President of the United States at any point before July 26, 2024, 11:59 PM ET, based on official information from the US government or a consensus of credible reporting. Then, is the following true: One of the following individuals is the Republican nominee for the US Presidency in 2024: Donald Trump, Donald Trump Jr., Eric Trump, Ivanka Trump, Tiffany Trump, Melania Trump, or Barron Trump?",,,,,,,,
cond,"At the Paris Summer Olympics in 2024, will the men's 100m dash winning time break the Olympic record of 9.63s?","This question resolves as **Yes** if any athlete runs the Men's 100M race at the 2024 Paris Summer Olympics in less than 9.63s, according to results posted by the [International Olympic Committee](https://olympics.com/en/olympic-games/olympic-results) or credible sources. If this does not happen, this question resolves as **No**.",,,,,,,Will both of the following occur at the Paris 2024 Olympics: (a) the men's 100m dash winning time breaks the Olympic record of 9.63s and (b) Individual Neutral Athletes win 15 or more gold medals?,"(a) The men's 100m dash winning time at the 2024 Paris Summer Olympics must be less than 9.63 seconds, according to results posted by the International Olympic Committee or credible sources. (b) Individual Neutral Athletes must collectively win 15 or more gold medals at the Paris 2024 Olympic Games, as per the official medal tally published by the International Olympic Committee or other credible sources. Both conditions must be met for this question to resolve as Yes.",,,,,,,"If the men's 100m dash winning time breaks the Olympic record at the Paris 2024 Olympics, will Individual Neutral Athletes win ≥15 gold medals?","Suppose the following is true: At the Paris Summer Olympics in 2024, the men's 100m dash winning time breaks the Olympic record of 9.63s. This means any athlete runs the Men's 100M race in less than 9.63s, according to results posted by the International Olympic Committee or credible sources.

Then, will Individual Neutral Athletes collectively win 15 or more gold medals at the Paris 2024 Olympic Games? This resolves to ""Yes"" if Individual Neutral Athletes are confirmed to have won 15 or more gold medals, based on the official medal tally published by the International Olympic Committee or other credible sources. If they do not win 15 or more gold medals, it resolves to ""No"". If confirmed before the end of the Games, it resolves immediately to ""Yes"".",,,,,,,,
cond,Will Poland qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if Poland participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If Poland does not qualify, the question will resolve as **No**.",,,,,,,Will both Poland and Latvia qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if both of the following conditions are met: (1) Poland participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. (2) Latvia participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If either Poland or Latvia does not qualify, the question will resolve as **No**.",,,,,,,"Given Poland qualifies for the Grand Final in Eurovision 2024, will Latvia also qualify?","Suppose the following is true: Poland participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. Then, will Latvia also qualify for the Grand Final?

Resolution criteria:
- For Poland: Resolves Yes if Poland qualifies for the Grand Final as officially announced by the EBU. Resolves No if Poland does not qualify.
- For Latvia: Resolves Yes if Latvia qualifies for the Grand Final as officially announced by the EBU. Resolves No if Latvia does not qualify.

The question resolves as Yes if, given Poland qualifies, Latvia also qualifies. Resolves No if, given Poland qualifies, Latvia does not qualify. If Poland does not qualify, the question resolves as N/A.",,,,,,,,
cond,Will Portugal qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if Portugal participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If Portugal does not qualify, the question will resolve as **No**.",,,,,,,Will both Portugal and Armenia qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if both Portugal and Armenia participate in their respective Semi-finals and are officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If either Portugal or Armenia does not qualify, the question will resolve as **No**.",,,,,,,"Given Portugal qualifies for the Grand Final in Eurovision 2024, will Armenia also qualify?","Suppose Portugal participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. Then, will Armenia participate in a Semi-final and also be officially announced by the EBU as having qualified for the Eurovision 2024 Grand Final?",,,,,,,,
cond,Will Latvia qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if Latvia participates in a Semi-final and is then officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If Latvia does not qualify, the question will resolve as **No**.",,,,,,,Will both Latvia and Australia qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if both of the following occur: (a) Latvia participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final, and (b) Australia participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If either Latvia or Australia does not qualify, the question will resolve as **No**.",,,,,,,"Conditional on Latvia qualifying for the Grand Final in Eurovision 2024, will Australia qualify as well?","Suppose the following is true: Latvia participates in a Semi-final and is then officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. Then, will Australia participate in a Semi-final and be officially announced by the EBU as having qualified for the Eurovision 2024 Grand Final?",,,,,,,,
cond,Kamala president by Friday?,"This market will resolve to ""Yes"" if Vice President Kamala Harris is formally designated as President or Acting President of the United States at any point before July 26, 2024, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.

Resolver",,,,,,,"Will both of the following occur: (a) Kamala Harris is formally designated as President or Acting President of the United States before July 26, 2024, and (b) Joe Biden remains US President through the end of July 2024?","This question resolves to ""Yes"" if both of the following conditions are met: (a) Vice President Kamala Harris is formally designated as President or Acting President of the United States at any point before July 26, 2024, 11:59 PM ET, based on official information from the US government or a consensus of credible reporting; and (b) Joe Biden remains US President through the end of July 2024 (ET), without resigning, dying, or otherwise ceasing to be President before then. A temporary transfer of power under the 25th amendment, making his VP the Acting President, does not affect the resolution of this question.",,,,,,,"Conditional on Kamala Harris becoming President or Acting President by July 26, 2024, will Biden remain President through end of July 2024?","Suppose the following is true: Vice President Kamala Harris is formally designated as President or Acting President of the United States at any point before July 26, 2024, 11:59 PM ET. This determination will be based on official information from the US government or a consensus of credible reporting.

Then, is the following true? Joe Biden remains US President through the end of July 2024 (ET). This resolves YES if he remains President, and NO if he resigns, dies, or otherwise ceases to be President before then. Note that a temporary transfer of power under the 25th amendment, making his VP the Acting President, does not cause a YES resolution, as Acting President is different from President under the Constitution.",,,,,,,,
cond,"Will Joe Biden announce before July 15, 2024 that he will not accept the Democratic Party's nomination for President?","This question will resolve as **Yes** if prior to 00:00 Eastern on July 15, 2024, Joe Biden or his campaign makes a definitive, public, official announcement to the effect that Joe Biden will not seek and will not accept the nomination of his party for another term as President of the United States in the 2024 cycle.

To qualify for a **Yes** resolution, the statement must be unambiguous and conclusive: it should leave no room for the possibility that Biden would accept the Democratic Party's nomination for President of the United States in the 2024 election cycle.

If such a definitive statement is not made prior to 00:00 Eastern on July 15, 2024, this question will resolve as **No**.",,,,,,,"Will Joe Biden announce before July 15, 2024, that he will not accept the Democratic Party's nomination for President, and will Kamala Harris be nominated as the Democratic VP?","This question will resolve as **Yes** if both of the following conditions are met: (1) Prior to 00:00 Eastern on July 15, 2024, Joe Biden or his campaign makes a definitive, public, official announcement that he will not seek and will not accept the nomination of his party for another term as President of the United States in the 2024 cycle. The statement must be unambiguous and conclusive, leaving no room for the possibility that Biden would accept the nomination. (2) Kamala Harris is nominated as the Democratic VP. If someone else is selected as VP, this market will resolve to no. If the VP is changed for any reason after the initial nomination, that will not change the resolution of this market. The market can resolve immediately after the nomination.

If either of these conditions is not met, this question will resolve as **No**.",,,,,,,"If Joe Biden does not accept the Democratic nomination, will Kamala Harris be the Democratic VP nominee?","Suppose the following is true: Before 00:00 Eastern on July 15, 2024, Joe Biden or his campaign makes a definitive, public, official announcement that he will not seek and will not accept the Democratic Party's nomination for President in the 2024 cycle. This statement must be unambiguous and conclusive, leaving no room for the possibility that Biden would accept the nomination.

Given this situation, will Kamala Harris be nominated as the Democratic Vice Presidential candidate? The resolution is YES if Kamala Harris is nominated as the Democratic VP. If someone else is selected as VP, the resolution is NO. Changes to the VP after the initial nomination do not affect the resolution.",,,,,,,,
cond,"On July 17, 2024, will Nvidia's market capitalization be larger than Apple's?","This question resolves Yes if, on July 17, 2024, the market cap of Nvidia is greater than that of Apple, according to Companies Market Cap, when checked by Metaculus at approximately 4 PM EDT (8 PM UTC).",,,,,,,"On July 17, 2024, will Nvidia's market capitalization be larger than Apple's, and will at least 5 named Democratic House Members or US Senators pressure Biden to drop out before July 20th?","This question resolves Yes if both of the following occur: (1) On July 17, 2024, the market cap of Nvidia is greater than that of Apple, according to Companies Market Cap, when checked by Metaculus at approximately 4 PM EDT (8 PM UTC). (2) A group of at least five named Democratic Party US House Members/US Senators work together to ask Joe Biden to consider ending his 2024 re-election campaign, or to urge him to do so, before Saturday July 20th (Pacific Time). This could be by signing a letter or another form such as a group speaking with Biden in person and collectively asking him to drop out. All five individuals must be part of the same group message.",,,,,,,"Given Nvidia's market cap is larger than Apple's on July 17, 2024, will at least 5 named Dem House Members or US Senators pressure Biden to drop out before July 20th?","Suppose the following is true: On July 17, 2024, the market capitalization of Nvidia is greater than that of Apple according to Companies Market Cap, when checked by Metaculus at approximately 4 PM EDT (8 PM UTC).

Then, will a group of at least five named Democratic Party US House Members or US Senators work together to ask Joe Biden to consider ending his 2024 re-election campaign, or to urge him to do so, before Saturday, July 20th (Pacific Time)?

Resolution criteria for this outcome: 
- This resolves YES if a group of at least five named Democratic Party US House Members/US Senators work together to ask Joe Biden to consider ending his 2024 re-election campaign, or to urge him to do so, before Saturday July 20th (Pacific Time).
- This could be by signing a letter, but it could also be in another form such as a group speaking with Biden in person and collectively asking him to drop out.
- All five individuals must be part of the same group message. Five people separately telling reporters they think Biden should drop out is not sufficient for a YES resolution.
- Reports of any number of unnamed Democrats writing to Biden and asking him to step aside will not satisfy this market's criteria unless at least 5 qualifying names are later made public before this market's end date. In any ambiguous cases where such names are reported but not confirmed beyond a reasonable doubt, this market will err towards resolving NO.
- If these criteria are not met before July 20th, this market resolves NO.",,,,,,,,
cond,Will Kamala Harris be the Democratic VP?,"If Kamala Harris is nominated as the Democratic VP, this market will resolve to yes. If someone else is selected as VP, this market will resolve to no. If the VP is changed for any reason after the initial nomination, that will not change the resolution of this market. The market can resolve immediately after the nomination.",,,,,,,Will both of the following occur: (1) Kamala Harris be the Democratic VP nominee and (2) Larry Elder be the Republican nominee for the 2024 US Presidential Election?,"(1) Kamala Harris: If Kamala Harris is nominated as the Democratic VP, this condition is met. If someone else is selected as VP, it is not met. The VP nomination is determined at the time of the initial nomination and is not affected by any changes thereafter.

(2) Larry Elder: This condition is met if Larry Elder is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. It does not matter who receives the nomination on the day of the election; it is determined by the selection at the Republican National Convention.",,,,,,,"Given Kamala Harris is the Democratic VP nominee, will Larry Elder be the Republican nominee for the 2024 US Presidential Election?","Suppose Kamala Harris is nominated as the Democratic VP. Then, will Larry Elder be selected by the Republican National Convention as the nominee for the 2024 US Presidential Election?

Resolution criteria:
- For Kamala Harris: Resolves YES if she is nominated as the Democratic VP. If someone else is selected, resolves NO. Changes after the initial nomination do not affect the resolution.
- For Larry Elder: Resolves YES if he is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates resolve as NO. The resolution is based solely on the selection by the Republican National Convention.",,,,,,,,
cond,Will Czechia qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if Czechia participates in a Semi-final and is then officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If Czechia does not qualify, the question will resolve as **No**.",,,,,,,Will both Czechia and Georgia qualify for the Grand Final in Eurovision 2024?,"This question will resolve as **Yes** if both Czechia and Georgia participate in a Semi-final and are officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. If either Czechia or Georgia does not qualify, the question will resolve as **No**.",,,,,,,"Given Czechia qualifies for the Eurovision 2024 Grand Final, will Georgia also qualify?","Suppose the following is true: Czechia participates in a Semi-final and is officially announced by the European Broadcasting Union (EBU) as having qualified for the Eurovision 2024 Grand Final. Then, will Georgia also qualify for the Grand Final? This will resolve as **Yes** if Georgia participates in a Semi-final and is officially announced by the EBU as having qualified for the Eurovision 2024 Grand Final. For any other outcome, it will resolve as **No**.",,,,,,,,
