question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score,generation_reasoning
iter3_h4_q0,3,"The model overestimates celebrity athlete endorsement impacts on sport popularity metrics, neglecting participation cost barriers (e.g., Biles' dominance not translating to US gymnastics enrollment spikes)",Sports Marketing,,P,Will Lionel Messi sign >$20M/year US youth soccer promotion deal in 2025?,Resolves YES if MLS/SUM announces Messi endorsement contract with explicit youth program focus valued ≥$20M annually before 2025-12-31.,0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.5838502656995835,
iter3_h4_q0,3,"The model overestimates celebrity athlete endorsement impacts on sport popularity metrics, neglecting participation cost barriers (e.g., Biles' dominance not translating to US gymnastics enrollment spikes)",Sports Marketing,,Q_given_P,"Given Messi deal, will US Youth Soccer register >10% membership growth in 2026?",Resolves YES if USYS Annual Report 2026 shows ≥10% increase in registered players (vs 2025 baseline of 3.1M).,0.49000000000000005,"[0.35, 0.65, 0.65, 0.35, 0.45]",0.5838502656995835,
iter3_h4_q0,3,"The model overestimates celebrity athlete endorsement impacts on sport popularity metrics, neglecting participation cost barriers (e.g., Biles' dominance not translating to US gymnastics enrollment spikes)",Sports Marketing,,P_and_Q,Messi youth deal AND US soccer membership surge?,Resolves YES per both criteria with contract announcement preceding 2026 membership reporting.,0.51,"[0.45, 0.45, 0.65, 0.45, 0.55]",0.5838502656995835,
iter3_h4_q1,3,"The model overestimates celebrity athlete endorsement impacts on sport popularity metrics, neglecting participation cost barriers (e.g., Biles' dominance not translating to US gymnastics enrollment spikes)",Olympic Sports,,P,Will Simone Biles win ≥3 golds at 2024 Paris Olympics?,Resolves YES if FIG official results list Biles with ≥3 gold medals in individual/apparatus events at 2024 Olympics.,0.55,"[0.65, 0.45, 0.55, 0.65, 0.45]",0.6221246689563188,
iter3_h4_q1,3,"The model overestimates celebrity athlete endorsement impacts on sport popularity metrics, neglecting participation cost barriers (e.g., Biles' dominance not translating to US gymnastics enrollment spikes)",Olympic Sports,,Q_given_P,"Given Biles' 3+ golds, will USAG membership exceed 200k in 2025?","Resolves YES if USA Gymnastics 2025 Annual Report shows ≥200,000 active athlete memberships.",0.64,"[0.65, 0.65, 0.65, 0.65, 0.6]",0.6221246689563188,
iter3_h4_q1,3,"The model overestimates celebrity athlete endorsement impacts on sport popularity metrics, neglecting participation cost barriers (e.g., Biles' dominance not translating to US gymnastics enrollment spikes)",Olympic Sports,,P_and_Q,Biles Paris dominance AND USAG membership growth?,Resolves YES per both conditions with Olympic results preceding 2025 membership reporting.,0.73,"[0.7, 0.75, 0.7, 0.75, 0.75]",0.6221246689563188,
iter4_h0_q0,4,"The model overestimates the impact of quantum computing hardware breakthroughs on immediate commercial applications, ignoring error correction and integration challenges seen in historical superconducting qubit deployments",Quantum Computing & Healthcare,,P,Will D-Wave's 7000-qubit quantum annealer receive FDA 510(k) clearance for oncology optimization by Q3 2025?,Resolves YES if FDA database shows 510(k) clearance (K233558) for D-Wave quantum annealing in cancer treatment planning published before 2025-09-30.,0.09,"[0.05, 0.1, 0.1, 0.1, 0.1]",0.32512015389201193,
iter4_h0_q0,4,"The model overestimates the impact of quantum computing hardware breakthroughs on immediate commercial applications, ignoring error correction and integration challenges seen in historical superconducting qubit deployments",Quantum Computing & Healthcare,,Q_given_P,"Given FDA clearance, will >50% of NCI-designated cancer centers adopt D-Wave for treatment planning by 2026?","Resolves YES if National Cancer Institute 2026 Annual Report documents ≥30 of 58 centers using D-Wave systems clinically, per NCI Technology Assessment.",0.2,"[0.15, 0.2, 0.2, 0.25, 0.2]",0.32512015389201193,
iter4_h0_q0,4,"The model overestimates the impact of quantum computing hardware breakthroughs on immediate commercial applications, ignoring error correction and integration challenges seen in historical superconducting qubit deployments",Quantum Computing & Healthcare,,P_and_Q,D-Wave FDA clearance AND NCI adoption threshold?,Resolves YES per both criteria with FDA clearance preceding 2026 NCI report.,0.13,"[0.15, 0.1, 0.1, 0.15, 0.15]",0.32512015389201193,
iter4_h0_q1,4,"The model overestimates the impact of quantum computing hardware breakthroughs on immediate commercial applications, ignoring error correction and integration challenges seen in historical superconducting qubit deployments",Quantum Finance Applications,,P,Will Rigetti's 3000-qubit gate-model QC achieve <5% error rate in portfolio optimization benchmarks by Q2 2025?,Resolves YES if Argonne National Lab QED-C report verifies 5% error rate threshold in Markowitz portfolio simulations before 2025-06-30.,0.19,"[0.2, 0.2, 0.25, 0.15, 0.15]",0.761530900878763,
iter4_h0_q1,4,"The model overestimates the impact of quantum computing hardware breakthroughs on immediate commercial applications, ignoring error correction and integration challenges seen in historical superconducting qubit deployments",Quantum Finance Applications,,Q_given_P,"Given Rigetti's benchmark success, will BlackRock deploy quantum-optimized ETFs managing >$20B by 2026?",Resolves YES if BlackRock 10-K filing shows quantum-optimized ETF AUM ≥$20B as of 2026-12-31.,0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.761530900878763,
iter4_h0_q1,4,"The model overestimates the impact of quantum computing hardware breakthroughs on immediate commercial applications, ignoring error correction and integration challenges seen in historical superconducting qubit deployments",Quantum Finance Applications,,P_and_Q,Rigetti benchmark AND BlackRock quantum ETF AUM?,Resolves YES per both conditions with benchmark verification preceding 2026 AUM reporting.,0.41000000000000003,"[0.55, 0.45, 0.35, 0.35, 0.35]",0.761530900878763,
iter4_h1_q0,4,"The model overestimates CRISPR prime editing clinical translation speeds post-rodent success, ignoring primate immune response challenges observed in previous gene therapies",Genetic Engineering,,P,Will Prime Medicine's PM359 show >80% LDL-C reduction in non-human primates by Q1 2025?,Resolves YES if Nature Biotechnology publishes peer-reviewed primate study with ≥80% LDL cholesterol reduction before 2025-03-31.,0.32999999999999996,"[0.35, 0.35, 0.35, 0.35, 0.25]",0.4702250229981424,
iter4_h1_q0,4,"The model overestimates CRISPR prime editing clinical translation speeds post-rodent success, ignoring primate immune response challenges observed in previous gene therapies",Genetic Engineering,,Q_given_P,"Given primate success, will PM359 Phase I trials complete enrollment before 2026?",Resolves YES if ClinicalTrials.gov entry NCT05572333 shows completion status for Phase I enrollment before 2026-01-01.,0.72,"[0.65, 0.75, 0.75, 0.75, 0.7]",0.4702250229981424,
iter4_h1_q0,4,"The model overestimates CRISPR prime editing clinical translation speeds post-rodent success, ignoring primate immune response challenges observed in previous gene therapies",Genetic Engineering,,P_and_Q,PM359 primate efficacy AND Phase I enrollment?,Resolves YES per both criteria with primate results preceding trial completion.,0.53,"[0.35, 0.65, 0.65, 0.65, 0.35]",0.4702250229981424,
iter4_h1_q1,4,"The model overestimates CRISPR prime editing clinical translation speeds post-rodent success, ignoring primate immune response challenges observed in previous gene therapies",Biopharma Development,,P,Will Verve's VERVE-102 achieve undetectable Lp(a) in >90% of primate models by Q4 2024?,Resolves YES if JACC: Basic to Translational Science publishes VERVE-102 primate data showing Lp(a) <5mg/dL in ≥9/10 subjects before 2024-12-31.,0.35,"[0.35, 0.35, 0.35, 0.45, 0.25]",0.752177465383042,
iter4_h1_q1,4,"The model overestimates CRISPR prime editing clinical translation speeds post-rodent success, ignoring primate immune response challenges observed in previous gene therapies",Biopharma Development,,Q_given_P,"Given VERVE-102 primate results, will FDA lift IND clinical hold by Q2 2025?",Resolves YES if FDA Drugs@FDA database shows active IND status (IND 153384) before 2025-06-30.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.752177465383042,
iter4_h1_q1,4,"The model overestimates CRISPR prime editing clinical translation speeds post-rodent success, ignoring primate immune response challenges observed in previous gene therapies",Biopharma Development,,P_and_Q,VERVE-102 primate efficacy AND FDA IND clearance?,Resolves YES per both criteria with primate data preceding IND status update.,0.6699999999999999,"[0.75, 0.65, 0.65, 0.65, 0.65]",0.752177465383042,
iter4_h2_q0,4,"The model overestimates neuromorphic chip adoption in autonomous systems despite benchmark achievements, neglecting sensor fusion integration challenges seen in previous AI accelerator deployments",Autonomous Vehicles,,P,Will Intel Loihi 3 achieve 10x energy efficiency over NVIDIA H100 in SLAM benchmarks by 2025-Q1?,Resolves YES if MLPerf Autonomous 2025 results show Loihi 3 at ≤10W for Simultaneous Localization And Mapping tasks where H100 uses ≥100W.,0.21000000000000002,"[0.15, 0.2, 0.25, 0.2, 0.25]",1.1747821396958333,
iter4_h2_q0,4,"The model overestimates neuromorphic chip adoption in autonomous systems despite benchmark achievements, neglecting sensor fusion integration challenges seen in previous AI accelerator deployments",Autonomous Vehicles,,Q_given_P,"Given Loihi 3 benchmark win, will Waymo deploy neuromorphic processors in >50% production vehicles by 2026?",Resolves YES if Waymo 2026 Safety Report documents neuromorphic hardware in ≥50% of operational fleet vehicles via teardown analysis.,0.21000000000000002,"[0.2, 0.25, 0.2, 0.2, 0.2]",1.1747821396958333,
iter4_h2_q0,4,"The model overestimates neuromorphic chip adoption in autonomous systems despite benchmark achievements, neglecting sensor fusion integration challenges seen in previous AI accelerator deployments",Autonomous Vehicles,,P_and_Q,Loihi 3 efficiency AND Waymo deployment?,Resolves YES per both criteria with benchmark preceding 2026 deployment verification.,0.63,"[0.65, 0.65, 0.75, 0.45, 0.65]",1.1747821396958333,
iter4_h2_q1,4,"The model overestimates neuromorphic chip adoption in autonomous systems despite benchmark achievements, neglecting sensor fusion integration challenges seen in previous AI accelerator deployments",Military AI Systems,,P,Will IBM NorthPole chip reduce image classification latency by 30ms in DARPA SAI program tests by 2024-Q4?,Resolves YES if DARPA SBIR 2024 Phase II Report shows NorthPole achieving ≤20ms latency for 4K SAR image classification (baseline 50ms).,0.63,"[0.45, 0.75, 0.65, 0.65, 0.65]",0.6777016963808888,
iter4_h2_q1,4,"The model overestimates neuromorphic chip adoption in autonomous systems despite benchmark achievements, neglecting sensor fusion integration challenges seen in previous AI accelerator deployments",Military AI Systems,,Q_given_P,"Given NorthPole results, will Lockheed integrate neuromorphic tech in F-35 Block 4.2 by 2027?",Resolves YES if F-35 Joint Program Office confirms neuromorphic processors in Technical Refresh 3 via FY2027 SAR report.,0.32999999999999996,"[0.3, 0.35, 0.35, 0.35, 0.3]",0.6777016963808888,
iter4_h2_q1,4,"The model overestimates neuromorphic chip adoption in autonomous systems despite benchmark achievements, neglecting sensor fusion integration challenges seen in previous AI accelerator deployments",Military AI Systems,,P_and_Q,IBM DARPA success AND Lockheed F-35 integration?,Resolves YES per both criteria with DARPA results preceding 2027 SAR publication.,0.61,"[0.65, 0.55, 0.65, 0.65, 0.55]",0.6777016963808888,
iter4_h3_q0,4,"The model overestimates directed energy weapon countermeasure effectiveness against hypersonic missiles based on test range success, ignoring atmospheric scattering effects observed in historical laser defense trials",Military Defense Systems,,P,Will Lockheed HELSI laser intercept >90% of ballistic test targets in 2025 White Sands trials?,Resolves YES if MDA FY2025 Report to Congress documents ≥9/10 successful intercepts of QM-29 targets at ≥50km range.,0.65,"[0.75, 0.65, 0.75, 0.45, 0.65]",0.4334683913869107,
iter4_h3_q0,4,"The model overestimates directed energy weapon countermeasure effectiveness against hypersonic missiles based on test range success, ignoring atmospheric scattering effects observed in historical laser defense trials",Military Defense Systems,,Q_given_P,"Given HELSI success, will SPY-7 radars integrate laser defenses against DF-ZF hypersonics by 2027?",Resolves YES if Aegis Ashore Poland site demonstrates operational laser integration via IOT&E report before 2027-12-31.,0.32,"[0.3, 0.3, 0.3, 0.35, 0.35]",0.4334683913869107,
iter4_h3_q0,4,"The model overestimates directed energy weapon countermeasure effectiveness against hypersonic missiles based on test range success, ignoring atmospheric scattering effects observed in historical laser defense trials",Military Defense Systems,,P_and_Q,HELSI intercept rate AND Aegis integration?,Resolves YES per both criteria with 2025 intercepts preceding 2027 IOT&E.,0.47000000000000003,"[0.45, 0.55, 0.45, 0.45, 0.45]",0.4334683913869107,
iter4_h3_q1,4,"The model overestimates directed energy weapon countermeasure effectiveness against hypersonic missiles based on test range success, ignoring atmospheric scattering effects observed in historical laser defense trials",Space Defense,,P,Will Northrop Grumman HPM countermeasure disable 3/3 satellite targets in 2025 Nudol ASAT tests?,Resolves YES if Space Force SpaceTrack data confirms 3 successful HPM countermeasures against Kosmos-2543 class targets during Nudol tests.,0.5000000000000001,"[0.65, 0.65, 0.3, 0.45, 0.45]",0.5789411648349299,
iter4_h3_q1,4,"The model overestimates directed energy weapon countermeasure effectiveness against hypersonic missiles based on test range success, ignoring atmospheric scattering effects observed in historical laser defense trials",Space Defense,,Q_given_P,"Given HPM success, will SDA integrate HPMs in 50% of Tranche 2 satellites by 2028?",Resolves YES if Space Development Agency FY2028 Budget Exhibit R-2 shows ≥100 HPM-equipped satellites in Tranche 2 constellation.,0.5900000000000001,"[0.65, 0.65, 0.55, 0.65, 0.45]",0.5789411648349299,
iter4_h3_q1,4,"The model overestimates directed energy weapon countermeasure effectiveness against hypersonic missiles based on test range success, ignoring atmospheric scattering effects observed in historical laser defense trials",Space Defense,,P_and_Q,Northrop HPM tests AND SDA deployment?,Resolves YES per both criteria with 2025 test results preceding 2028 budget publication.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.5789411648349299,
iter4_h4_q0,4,"The model overestimates exascale computing impacts on fusion plasma confinement predictions, ignoring turbulent transport model discrepancies persistent across previous HPC generations",Nuclear Fusion,,P,Will Frontier exascale simulations achieve Q≥5 prediction accuracy for SPARC 2025 plasma runs?,Resolves YES if MIT-CFS published results in Nuclear Fusion journal show ≤20% deviation between Frontier simulations and actual SPARC 2025 plasma Q values.,0.66,"[0.65, 0.65, 0.65, 0.7, 0.65]",0.9569874007211981,
iter4_h4_q0,4,"The model overestimates exascale computing impacts on fusion plasma confinement predictions, ignoring turbulent transport model discrepancies persistent across previous HPC generations",Nuclear Fusion,,Q_given_P,"Given Frontier accuracy, will ARC reactor first plasma achieve Q≥30 by 2028?",Resolves YES if IAEA Fusion Device Information System documents ARC first plasma Q≥30 before 2028-12-31.,0.07999999999999999,"[0.1, 0.05, 0.1, 0.1, 0.05]",0.9569874007211981,
iter4_h4_q0,4,"The model overestimates exascale computing impacts on fusion plasma confinement predictions, ignoring turbulent transport model discrepancies persistent across previous HPC generations",Nuclear Fusion,,P_and_Q,Frontier SPARC accuracy AND ARC Q≥30?,Resolves YES per both criteria with simulation validation preceding ARC first plasma.,0.56,"[0.65, 0.45, 0.7, 0.65, 0.35]",0.9569874007211981,
iter4_h4_q1,4,"The model overestimates exascale computing impacts on fusion plasma confinement predictions, ignoring turbulent transport model discrepancies persistent across previous HPC generations",Climate Modeling,,P,Will Aurora exascale runs reduce CMIP7 ENSO prediction error by 40% by 2025?,Resolves YES if Journal of Climate publishes Argonne/NCAR study showing ≤8% ENSO forecast RMSE using Aurora vs 13% baseline.,0.24,"[0.25, 0.25, 0.25, 0.25, 0.2]",0.8825580528944317,
iter4_h4_q1,4,"The model overestimates exascale computing impacts on fusion plasma confinement predictions, ignoring turbulent transport model discrepancies persistent across previous HPC generations",Climate Modeling,,Q_given_P,"Given Aurora success, will ECMWF implement exascale-driven seasonal forecasts operationally by 2027?",Resolves YES if ECMWF 2027 Annual Report confirms operational exascale-based ENSO forecasting in production workflows.,0.73,"[0.75, 0.75, 0.65, 0.75, 0.75]",0.8825580528944317,
iter4_h4_q1,4,"The model overestimates exascale computing impacts on fusion plasma confinement predictions, ignoring turbulent transport model discrepancies persistent across previous HPC generations",Climate Modeling,,P_and_Q,Aurora ENSO improvement AND ECMWF deployment?,Resolves YES per both criteria with 2025 study preceding 2027 operational update.,0.6799999999999999,"[0.65, 0.65, 0.75, 0.65, 0.7]",0.8825580528944317,
iter5_h0_q0,5,"The model overestimates AI alignment research breakthroughs translating to real-world system safety certifications, ignoring implementation latency and regulatory inertia observed in previous AI governance cycles",AI Safety and Regulation,,P,Will DeepMind's Gemini 3 pass Level 5 on the AI Safety Benchmark (AIS-2024) by Q3 2025?,Resolves YES if MIT Alignment Forum publishes peer-reviewed verification of Gemini 3 achieving ≥95% safety compliance across all AIS-2024 test categories before 2025-09-30.,0.6699999999999999,"[0.65, 0.7, 0.7, 0.65, 0.65]",0.37538232913082153,
iter5_h0_q0,5,"The model overestimates AI alignment research breakthroughs translating to real-world system safety certifications, ignoring implementation latency and regulatory inertia observed in previous AI governance cycles",AI Safety and Regulation,,Q_given_P,"Given Gemini 3 AIS-2024 certification, will EU Commission mandate ASI-5 safety level for >50% of commercial LLMs by 2026?","Resolves YES if EU AI Act implementing regulation requires ASI-5 certification for ≥50% of deployed LLM use cases before 2026-12-31, per Official Journal of the EU.",0.32999999999999996,"[0.35, 0.35, 0.25, 0.35, 0.35]",0.37538232913082153,
iter5_h0_q0,5,"The model overestimates AI alignment research breakthroughs translating to real-world system safety certifications, ignoring implementation latency and regulatory inertia observed in previous AI governance cycles",AI Safety and Regulation,,P_and_Q,Gemini 3 certification AND EU ASI-5 mandate?,Resolves YES per both criteria with certification preceding regulatory implementation.,0.45,"[0.45, 0.45, 0.45, 0.45, 0.45]",0.37538232913082153,
iter5_h0_q1,5,"The model overestimates AI alignment research breakthroughs translating to real-world system safety certifications, ignoring implementation latency and regulatory inertia observed in previous AI governance cycles",Quantum Cybersecurity,,P,Will IBM Quantum Summit 2025 demonstrate 1000-qubit network hacking countermeasures?,Resolves YES if IBM Research publishes Q2 2025 white paper showing successful defense against simulated 1000-qubit quantum network attacks on IBM Quantum Network.,0.61,"[0.65, 0.45, 0.65, 0.65, 0.65]",0.018932958486024234,
iter5_h0_q1,5,"The model overestimates AI alignment research breakthroughs translating to real-world system safety certifications, ignoring implementation latency and regulatory inertia observed in previous AI governance cycles",Quantum Cybersecurity,,Q_given_P,"Given IBM's demonstration, will NATO adopt quantum-safe standards for 50% of command systems by 2027?",Resolves YES if NATO C3 Agency Annual Report 2027 documents ≥50% of C2 systems using post-quantum cryptography per NIST IR 8413 standards.,0.6100000000000001,"[0.65, 0.65, 0.65, 0.45, 0.65]",0.018932958486024234,
iter5_h0_q1,5,"The model overestimates AI alignment research breakthroughs translating to real-world system safety certifications, ignoring implementation latency and regulatory inertia observed in previous AI governance cycles",Quantum Cybersecurity,,P_and_Q,IBM quantum defense AND NATO implementation?,Resolves YES per both criteria with demonstration preceding 2027 NATO report.,0.36000000000000004,"[0.3, 0.45, 0.35, 0.35, 0.35]",0.018932958486024234,
iter5_h1_q0,5,"The model overestimates neutrino detection advancements enabling WIMP dark matter identification, ignoring spectral interference challenges seen in XENONnT/LZ experiments",Particle Physics,,P,Will DUNE Far Detector achieve 5σ neutrino mass hierarchy confirmation by 2026?,Resolves YES if Fermilab publishes in Physical Review Letters that DUNE resolves mass ordering with ≥5σ confidence using 2025-2026 beam data.,0.31999999999999995,"[0.3, 0.35, 0.35, 0.35, 0.25]",0.7463017749715296,
iter5_h1_q0,5,"The model overestimates neutrino detection advancements enabling WIMP dark matter identification, ignoring spectral interference challenges seen in XENONnT/LZ experiments",Particle Physics,,Q_given_P,"Given DUNE confirmation, will LZ experiment report WIMP-nucleon cross section <1e-48 cm² by 2027?",Resolves YES if LUX-ZEPLIN Collaboration reports 90% CL exclusion limit ≤1e-48 cm² for 50 GeV WIMPs in 2027 Annual Summary.,0.61,"[0.65, 0.65, 0.45, 0.65, 0.65]",0.7463017749715296,
iter5_h1_q0,5,"The model overestimates neutrino detection advancements enabling WIMP dark matter identification, ignoring spectral interference challenges seen in XENONnT/LZ experiments",Particle Physics,,P_and_Q,DUNE hierarchy AND LZ sensitivity?,Resolves YES per both criteria with DUNE result preceding LZ 2027 report.,0.63,"[0.65, 0.65, 0.65, 0.55, 0.65]",0.7463017749715296,
iter5_h1_q1,5,"The model overestimates neutrino detection advancements enabling WIMP dark matter identification, ignoring spectral interference challenges seen in XENONnT/LZ experiments",Astrophysics,,P,Will CTA North detect >10 PeV gamma rays from Crab Nebula by 2025?,Resolves YES if Cherenkov Telescope Array Consortium reports ≥5σ detection of 10^16 eV photons from Crab Nebula direction in 2025 Data Release.,0.20999999999999996,"[0.15, 0.2, 0.35, 0.2, 0.15]",0.6040639218039243,
iter5_h1_q1,5,"The model overestimates neutrino detection advancements enabling WIMP dark matter identification, ignoring spectral interference challenges seen in XENONnT/LZ experiments",Astrophysics,,Q_given_P,"Given CTA detection, will HAWC confirm >1EeV hadronic cosmic ray sources by 2026?",Resolves YES if HAWC Collaboration publishes in ApJ Letters ≥3σ correlation between 1e18 eV cosmic rays and CTA gamma sources before 2026-12-31.,0.29999999999999993,"[0.35, 0.35, 0.35, 0.25, 0.2]",0.6040639218039243,
iter5_h1_q1,5,"The model overestimates neutrino detection advancements enabling WIMP dark matter identification, ignoring spectral interference challenges seen in XENONnT/LZ experiments",Astrophysics,,P_and_Q,CTA PeV gamma AND HAWC cosmic correlation?,Resolves YES per both criteria with CTA detection preceding HAWC analysis.,0.37,"[0.35, 0.35, 0.35, 0.35, 0.45]",0.6040639218039243,
iter5_h2_q0,5,"The model overestimates topological qubit coherence improvements enabling fault-tolerant quantum computing, ignoring microwave engineering constraints seen in Google/IBM qubit scaling attempts",Quantum Computing,,P,Will Microsoft Station Q demonstrate 100ns topological qubit coherence at 1K by Q4 2025?,Resolves YES if Nature Physics publishes Station Q results showing Majorana qubit T2 ≥100ns at 1K before 2025-12-31.,0.31999999999999995,"[0.35, 0.3, 0.35, 0.3, 0.3]",1.0252522528108174,
iter5_h2_q0,5,"The model overestimates topological qubit coherence improvements enabling fault-tolerant quantum computing, ignoring microwave engineering constraints seen in Google/IBM qubit scaling attempts",Quantum Computing,,Q_given_P,"Given Station Q coherence, will Quantinuum deploy topological qubit QPU by 2027?",Resolves YES if Quantinuum H-Series quantum processor technical specifications list topological qubit architecture in 2027 Product Bulletin.,0.36999999999999994,"[0.35, 0.35, 0.35, 0.45, 0.35]",1.0252522528108174,
iter5_h2_q0,5,"The model overestimates topological qubit coherence improvements enabling fault-tolerant quantum computing, ignoring microwave engineering constraints seen in Google/IBM qubit scaling attempts",Quantum Computing,,P_and_Q,Microsoft coherence AND Quantinuum deployment?,Resolves YES per both criteria with coherence demonstration preceding 2027 product release.,0.6599999999999999,"[0.65, 0.7, 0.65, 0.65, 0.65]",1.0252522528108174,
iter5_h2_q1,5,"The model overestimates topological qubit coherence improvements enabling fault-tolerant quantum computing, ignoring microwave engineering constraints seen in Google/IBM qubit scaling attempts",Semiconductors,,P,Will TSMC N2 node achieve 99.9999% quantum yield for 10M transistor arrays by 2026?,Resolves YES if TSMC 2026 Technology Symposium reports ≥6-sigma yield for 10M+ transistor test chips using N2 process.,0.41,"[0.35, 0.45, 0.35, 0.45, 0.45]",0.4718269906124624,
iter5_h2_q1,5,"The model overestimates topological qubit coherence improvements enabling fault-tolerant quantum computing, ignoring microwave engineering constraints seen in Google/IBM qubit scaling attempts",Semiconductors,,Q_given_P,"Given N2 yield, will Intel 18A achieve 1T transistor GPU dies by 2028?",Resolves YES if Intel Architecture Day 2028 discloses Ponte Vecchio successor GPU with ≥1 trillion transistors via SEM cross-section analysis.,0.47000000000000003,"[0.35, 0.35, 0.65, 0.65, 0.35]",0.4718269906124624,
iter5_h2_q1,5,"The model overestimates topological qubit coherence improvements enabling fault-tolerant quantum computing, ignoring microwave engineering constraints seen in Google/IBM qubit scaling attempts",Semiconductors,,P_and_Q,TSMC N2 yield AND Intel 1T transistor GPU?,Resolves YES per both criteria with TSMC report preceding Intel 2028 disclosure.,0.47000000000000003,"[0.65, 0.35, 0.55, 0.35, 0.45]",0.4718269906124624,
iter5_h3_q0,5,"The model overestimates synthetic biology chassis organism development enabling pandemic-scale vaccine production, ignoring regulatory validation requirements shown in 2020-2023 mRNA vaccine scaling",Biomanufacturing,,P,Will Ginkgo Bioworks' VACC-2025 platform achieve 1B dose/month capacity in CHO cells by 2026?,Resolves YES if Ginkgo's 2026 Investor Day presentation documents ≥1B monthly vaccine dose equivalent production capacity using modified CHO cell lines.,0.35,"[0.35, 0.35, 0.4, 0.3, 0.35]",0.8024310468514358,
iter5_h3_q0,5,"The model overestimates synthetic biology chassis organism development enabling pandemic-scale vaccine production, ignoring regulatory validation requirements shown in 2020-2023 mRNA vaccine scaling",Biomanufacturing,,Q_given_P,"Given VACC-2025 capacity, will WHO prequalify CHO-produced mRNA vaccines by 2027?",Resolves YES if WHO Prequalification List includes ≥1 mRNA vaccine manufactured using Ginkgo's CHO platform before 2027-12-31.,0.5700000000000001,"[0.65, 0.45, 0.65, 0.65, 0.45]",0.8024310468514358,
iter5_h3_q0,5,"The model overestimates synthetic biology chassis organism development enabling pandemic-scale vaccine production, ignoring regulatory validation requirements shown in 2020-2023 mRNA vaccine scaling",Biomanufacturing,,P_and_Q,Ginkgo capacity AND WHO prequalification?,Resolves YES per both criteria with capacity demonstration preceding WHO listing.,0.6599999999999999,"[0.65, 0.65, 0.65, 0.65, 0.7]",0.8024310468514358,
iter5_h3_q1,5,"The model overestimates synthetic biology chassis organism development enabling pandemic-scale vaccine production, ignoring regulatory validation requirements shown in 2020-2023 mRNA vaccine scaling",Gene Therapy,,P,Will CRISPR Therapeutics CTX210 achieve 90% fetal hemoglobin restoration in primates by 2025?,Resolves YES if New England Journal of Medicine publishes CTX210 primate study showing ≥90% HbF levels in ≥80% subjects before 2025-06-30.,0.32999999999999996,"[0.35, 0.25, 0.35, 0.35, 0.35]",0.4227373781007969,
iter5_h3_q1,5,"The model overestimates synthetic biology chassis organism development enabling pandemic-scale vaccine production, ignoring regulatory validation requirements shown in 2020-2023 mRNA vaccine scaling",Gene Therapy,,Q_given_P,"Given primate success, will FDA approve CTX210 for sickle cell by 2026?",Resolves YES if FDA Drugs@FDA database shows Biologics License Approval (BLA 125765) granted before 2026-12-31.,0.42000000000000004,"[0.35, 0.45, 0.45, 0.4, 0.45]",0.4227373781007969,
iter5_h3_q1,5,"The model overestimates synthetic biology chassis organism development enabling pandemic-scale vaccine production, ignoring regulatory validation requirements shown in 2020-2023 mRNA vaccine scaling",Gene Therapy,,P_and_Q,CTX210 primate efficacy AND FDA approval?,Resolves YES per both criteria with study publication preceding BLA approval.,0.37,"[0.15, 0.25, 0.65, 0.65, 0.15]",0.4227373781007969,
iter5_h4_q0,5,"The model overestimates laser-plasma wakefield accelerator results translating to compact radiotherapy deployment, ignoring clinical validation timelines shown in proton therapy adoption curves",Medical Physics,,P,Will BELLA Center demonstrate 250MeV laser-accelerated protons within 1% energy spread by 2025?,Resolves YES if Physical Review Accelerators and Beams publishes LBNL results showing proton beams 250±2.5MeV using 1PW laser system before 2025-12-31.,0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.8952908028713193,
iter5_h4_q0,5,"The model overestimates laser-plasma wakefield accelerator results translating to compact radiotherapy deployment, ignoring clinical validation timelines shown in proton therapy adoption curves",Medical Physics,,Q_given_P,"Given BELLA results, will Varian deploy laser-accelerated proton therapy by 2028?",Resolves YES if Varian Medical Systems 2028 Annual Report documents operational laser-driven proton therapy system installed at ≥1 cancer center.,0.32999999999999996,"[0.35, 0.35, 0.35, 0.35, 0.25]",0.8952908028713193,
iter5_h4_q0,5,"The model overestimates laser-plasma wakefield accelerator results translating to compact radiotherapy deployment, ignoring clinical validation timelines shown in proton therapy adoption curves",Medical Physics,,P_and_Q,BELLA accelerator AND Varian deployment?,Resolves YES per both criteria with LBNL publication preceding 2028 implementation.,0.6,"[0.55, 0.7, 0.65, 0.65, 0.45]",0.8952908028713193,
iter5_h4_q1,5,"The model overestimates laser-plasma wakefield accelerator results translating to compact radiotherapy deployment, ignoring clinical validation timelines shown in proton therapy adoption curves",Fusion Energy,,P,Will Helion Energy achieve 1ms plasma confinement at 10^20 keV/m³ by Q2 2026?,Resolves YES if Helion publishes ICC 2026 conference paper demonstrating ≥1ms FRC sustainment at ≥1e20 keV/m³ density-temperature product.,0.27,"[0.35, 0.25, 0.25, 0.25, 0.25]",0.5572090912506308,
